"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"01.12.2021","2.061,21","1.996,32","2.147,14","1.976,41","","3,26%"
"01.11.2021","1.996,23","2.029,56","2.104,04","1.962,25","","-1,64%"
"01.10.2021","2.029,55","2.168,34","2.243,35","2.025,20","","-6,40%"
"01.09.2021","2.168,34","2.330,13","2.352,14","2.093,96","","-6,93%"
"01.08.2021","2.329,92","2.404,69","2.458,71","2.270,56","","-3,11%"
"01.07.2021","2.404,69","2.495,57","2.553,04","2.403,75","","-3,64%"
"01.06.2021","2.495,58","2.480,30","2.558,30","2.477,28","","0,62%"
"01.05.2021","2.480,26","2.345,84","2.480,26","2.323,16","","5,73%"
"01.04.2021","2.345,82","2.271,83","2.399,57","2.242,58","","3,27%"
"01.03.2021","2.271,64","2.139,85","2.280,04","2.103,45","","6,16%"
"01.02.2021","2.139,79","2.217,63","2.340,70","2.135,85","","-3,51%"
"01.01.2021","2.217,54","2.278,75","2.431,94","2.215,96","","-2,68%"
"01.12.2020","2.278,63","2.082,04","2.300,16","2.082,04","","9,45%"
"01.11.2020","2.081,97","1.806,47","2.134,06","1.806,47","","15,25%"
"01.10.2020","1.806,43","1.811,56","1.960,23","1.790,42","","-0,28%"
"01.09.2020","1.811,55","1.900,01","1.974,07","1.789,26","","-4,64%"
"01.08.2020","1.899,75","1.974,30","2.005,59","1.890,40","","-3,78%"
"01.07.2020","1.974,30","1.827,40","2.023,87","1.827,40","","8,05%"
"01.06.2020","1.827,29","1.688,24","1.874,66","1.676,36","","8,23%"
"01.05.2020","1.688,40","1.550,74","1.701,05","1.469,19","","8,87%"
"01.04.2020","1.550,81","1.408,20","1.609,92","1.309,71","","10,12%"
"01.03.2020","1.408,29","2.002,08","2.089,01","1.196,65","","-29,60%"
"01.02.2020","2.000,40","2.178,10","2.252,54","1.920,34","","-8,16%"
"01.01.2020","2.178,12","2.207,89","2.282,93","2.161,78","","-1,34%"
"01.12.2019","2.207,77","2.067,36","2.246,82","2.066,69","","6,79%"
"01.11.2019","2.067,36","2.053,37","2.096,22","2.015,93","","0,68%"
"01.10.2019","2.053,37","2.008,13","2.075,42","1.912,82","","2,25%"
"01.09.2019","2.008,11","1.944,78","2.035,25","1.911,01","","3,25%"
"01.08.2019","1.944,82","1.945,28","2.004,08","1.840,12","","-0,02%"
"01.07.2019","1.945,28","1.934,58","2.040,17","1.918,11","","0,55%"
"01.06.2019","1.934,56","1.864,09","1.963,89","1.837,61","","3,79%"
"01.05.2019","1.863,96","1.844,47","1.882,10","1.719,10","","1,04%"
"01.04.2019","1.844,81","1.827,47","1.866,53","1.766,96","","0,96%"
"01.03.2019","1.827,31","1.830,75","1.921,54","1.754,74","","-0,19%"
"01.02.2019","1.830,75","1.861,34","1.886,11","1.788,08","","-1,64%"
"01.01.2019","1.861,34","1.683,25","1.881,17","1.677,00","","10,58%"
"01.12.2018","1.683,23","1.710,25","1.743,19","1.606,53","","-1,57%"
"01.11.2018","1.710,12","1.666,84","1.724,46","1.606,19","","2,60%"
"01.10.2018","1.666,76","1.513,22","1.683,61","1.490,77","","10,16%"
"01.09.2018","1.513,06","1.460,71","1.526,91","1.416,99","","3,57%"
"01.08.2018","1.460,89","1.503,75","1.551,71","1.423,90","","-2,86%"
"01.07.2018","1.503,89","1.377,40","1.530,29","1.362,02","","9,18%"
"01.06.2018","1.377,41","1.456,00","1.494,47","1.308,90","","-5,37%"
"01.05.2018","1.455,52","1.631,62","1.649,02","1.428,77","","-10,79%"
"01.04.2018","1.631,65","1.622,80","1.652,51","1.569,43","","0,55%"
"01.03.2018","1.622,78","1.618,93","1.657,88","1.576,07","","0,22%"
"01.02.2018","1.619,23","1.610,28","1.674,43","1.511,89","","0,55%"
"01.01.2018","1.610,32","1.444,98","1.634,06","1.444,98","","11,44%"
"01.12.2017","1.444,98","1.360,13","1.445,41","1.348,44","","6,22%"
"01.11.2017","1.360,42","1.408,55","1.424,74","1.342,06","","-3,42%"
"01.10.2017","1.408,53","1.409,17","1.477,74","1.400,64","","-0,05%"
"01.09.2017","1.409,17","1.343,22","1.449,73","1.343,22","","4,91%"
"01.08.2017","1.343,22","1.252,90","1.356,08","1.252,90","","7,22%"
"01.07.2017","1.252,81","1.199,00","1.255,33","1.181,73","","4,49%"
"01.06.2017","1.198,92","1.195,83","1.213,27","1.154,42","","0,26%"
"01.05.2017","1.195,84","1.244,89","1.310,46","1.152,04","","-3,94%"
"01.04.2017","1.244,89","1.237,94","1.261,67","1.197,78","","0,57%"
"01.03.2017","1.237,81","1.270,01","1.283,59","1.191,76","","-2,53%"
"01.02.2017","1.270,00","1.231,86","1.323,26","1.215,95","","3,10%"
"01.01.2017","1.231,85","1.152,90","1.270,04","1.136,79","","6,85%"
"01.12.2016","1.152,91","1.184,68","1.184,78","1.088,13","","-2,68%"
"01.11.2016","1.184,68","1.243,20","1.249,79","1.116,32","","-4,71%"
"01.10.2016","1.243,26","1.118,56","1.245,63","1.118,54","","11,15%"
"01.09.2016","1.118,59","1.111,56","1.157,72","1.083,94","","0,63%"
"01.08.2016","1.111,56","1.097,25","1.138,38","1.067,18","","1,31%"
"01.07.2016","1.097,23","988,62","1.100,35","975,06","","11,01%"
"01.06.2016","988,38","931,01","990,59","921,12","","6,15%"
"01.05.2016","931,08","1.031,92","1.035,73","927,96","","-9,77%"
"01.04.2016","1.031,90","961,74","1.051,01","920,57","","7,29%"
"01.03.2016","961,77","831,17","1.003,12","831,17","","15,72%"
"01.02.2016","831,15","788,73","847,00","753,53","","5,38%"
"01.01.2016","788,75","839,56","839,56","722,60","","-6,05%"
"01.12.2015","839,56","871,01","909,80","836,63","","-3,61%"
"01.11.2015","871,04","885,06","941,16","870,82","","-1,58%"
"01.10.2015","885,06","877,17","958,87","872,13","","0,91%"
"01.09.2015","877,05","904,94","953,78","852,28","","-3,09%"
"01.08.2015","904,98","985,04","985,20","828,92","","-8,12%"
"01.07.2015","985,00","1.020,57","1.028,99","941,06","","-3,49%"
"01.06.2015","1.020,57","1.011,36","1.043,99","1.008,57","","0,90%"
"01.05.2015","1.011,50","1.073,01","1.116,65","1.011,49","","-5,72%"
"01.04.2015","1.072,92","981,17","1.083,17","981,17","","9,42%"
"01.03.2015","980,53","985,36","1.000,28","918,04","","-0,49%"
"01.02.2015","985,36","900,90","1.002,11","898,34","","9,43%"
"01.01.2015","900,44","950,52","956,65","892,70","","-5,27%"
"01.12.2014","950,57","1.034,97","1.034,97","872,11","","-8,16%"
"01.11.2014","1.035,05","1.030,81","1.083,97","963,50","","0,41%"
"01.10.2014","1.030,83","1.018,86","1.108,23","919,01","","1,17%"
"01.09.2014","1.018,89","1.149,00","1.166,99","1.008,87","","-11,32%"
"01.08.2014","1.149,00","1.047,30","1.151,65","1.037,46","","9,71%"
"01.07.2014","1.047,34","996,33","1.090,34","989,22","","5,12%"
"01.06.2014","996,33","960,93","1.034,00","960,93","","3,68%"
"01.05.2014","960,93","973,55","1.022,64","960,93","","-1,29%"
"01.04.2014","973,50","944,70","998,67","934,50","","3,05%"
"01.03.2014","944,70","883,33","944,78","845,20","","6,95%"
"01.02.2014","883,32","884,63","904,67","856,95","","-0,19%"
"01.01.2014","884,98","963,16","965,76","868,58","","-8,11%"
"01.12.2013","963,05","995,62","995,62","933,46","","-3,28%"
"01.11.2013","995,66","1.018,19","1.026,14","975,25","","-2,21%"
"01.10.2013","1.018,15","959,98","1.018,80","956,23","","6,06%"
"01.09.2013","960,00","914,76","991,71","910,82","","4,95%"
"01.08.2013","914,71","897,93","940,79","883,03","","1,87%"
"01.07.2013","897,94","881,68","912,72","831,96","","1,85%"
"01.06.2013","881,67","969,56","972,96","836,97","","-9,04%"
"01.05.2013","969,34","975,72","1.007,08","956,23","","-0,65%"
"01.04.2013","975,72","966,73","978,46","915,89","","0,92%"
"01.03.2013","966,80","955,02","991,18","939,75","","1,23%"
"01.02.2013","955,02","985,12","993,38","930,78","","-3,05%"
"01.01.2013","985,07","984,60","1.019,23","972,48","","0,20%"
"01.12.2012","983,07","938,34","993,08","930,80","","4,77%"
"01.11.2012","938,35","924,28","956,40","902,62","","1,52%"
"01.10.2012","924,30","932,06","956,68","917,43","","-0,83%"
"01.09.2012","932,06","908,15","989,55","899,62","","2,63%"
"01.08.2012","908,14","914,00","959,43","901,68","","-0,75%"
"01.07.2012","915,02","886,87","933,26","860,18","","3,17%"
"01.06.2012","886,87","878,44","923,56","853,12","","0,96%"
"01.05.2012","878,48","955,53","966,48","854,17","","-8,06%"
"01.04.2012","955,52","979,03","996,64","932,80","","-2,39%"
"01.03.2012","978,96","980,34","1.024,50","964,95","","-0,14%"
"01.02.2012","980,32","946,48","988,62","946,48","","3,58%"
"01.01.2012","946,46","877,75","959,95","873,35","","7,83%"
"01.12.2011","877,75","862,43","900,14","853,27","","1,77%"
"01.11.2011","862,45","869,03","892,55","827,50","","-0,76%"
"01.10.2011","869,05","797,95","886,15","758,71","","8,90%"
"01.09.2011","798,03","833,78","860,01","786,58","","-4,29%"
"01.08.2011","833,82","869,34","879,30","718,42","","-4,09%"
"01.07.2011","869,34","914,86","931,66","857,99","","-4,98%"
"01.06.2011","914,86","927,57","931,34","882,33","","-1,37%"
"01.05.2011","927,58","950,63","954,61","895,28","","-2,42%"
"01.04.2011","950,59","988,09","1.001,23","933,43","","-3,79%"
"01.03.2011","988,07","967,29","988,20","932,13","","2,15%"
"01.02.2011","967,30","947,57","974,89","913,88","","2,09%"
"01.01.2011","947,53","979,54","1.015,83","935,88","","-3,27%"
"01.12.2010","979,54","946,33","983,92","946,20","","3,51%"
"01.11.2010","946,33","977,88","1.020,35","941,52","","-3,23%"
"01.10.2010","977,90","962,26","996,34","955,15","","1,63%"
"01.09.2010","962,22","899,66","964,88","899,66","","6,98%"
"01.08.2010","899,46","932,45","949,80","877,52","","-3,54%"
"01.07.2010","932,45","840,98","933,63","830,17","","10,88%"
"01.06.2010","840,97","886,53","911,71","840,97","","-5,16%"
"01.05.2010","886,76","943,78","948,44","812,80","","-6,05%"
"01.04.2010","943,86","981,21","1.006,13","921,27","","-3,80%"
"01.03.2010","981,18","928,39","983,15","928,33","","5,69%"
"01.02.2010","928,38","920,59","950,72","861,20","","0,85%"
