"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"01.01.2022","47.822,25","44.749,95","48.300,50","43.086,57","","6,87%"
"01.12.2021","44.749,56","43.388,14","46.682,75","42.884,63","","3,14%"
"01.11.2021","43.387,81","44.138,85","46.086,92","42.614,09","","-1,69%"
"01.10.2021","44.133,83","47.360,36","49.012,15","44.033,35","","-6,81%"
"01.09.2021","47.360,36","50.920,07","51.400,85","45.883,32","","-6,99%"
"01.08.2021","50.920,04","52.633,08","53.815,56","49.392,57","","-3,25%"
"01.07.2021","52.632,97","54.822,60","56.031,89","52.619,90","","-3,99%"
"01.06.2021","54.822,42","54.478,19","56.293,35","54.478,19","","0,63%"
"01.05.2021","54.478,49","51.433,18","54.478,49","51.004,63","","5,92%"
"01.04.2021","51.432,65","50.018,19","52.588,16","49.357,87","","2,84%"
"01.03.2021","50.014,20","47.167,56","50.240,11","46.221,29","","6,04%"
"01.02.2021","47.167,32","48.856,23","51.513,26","47.063,58","","-3,45%"
"01.01.2021","48.854,26","50.379,32","53.371,97","48.818,52","","-3,03%"
"01.12.2020","50.379,31","46.155,74","50.819,79","46.155,74","","9,15%"
"01.11.2020","46.155,12","39.976,95","47.302,09","39.976,91","","15,46%"
"01.10.2020","39.975,69","40.195,90","43.423,77","39.756,59","","-0,55%"
"01.09.2020","40.195,60","42.125,83","43.737,94","39.690,10","","-4,58%"
"01.08.2020","42.125,27","43.596,57","44.259,21","41.715,08","","-3,38%"
"01.07.2020","43.596,81","40.213,01","44.666,92","40.213,01","","8,41%"
"01.06.2020","40.213,02","36.900,30","41.260,58","36.679,55","","8,97%"
"01.05.2020","36.903,25","34.005,57","37.201,27","31.855,36","","8,52%"
"01.04.2020","34.006,82","30.837,04","35.324,12","28.628,69","","10,27%"
"01.03.2020","30.840,55","44.148,12","46.123,81","26.107,18","","-30,09%"
"01.02.2020","44.113,94","48.064,75","49.731,58","42.312,29","","-8,22%"
"01.01.2020","48.065,13","48.677,96","50.526,76","47.691,57","","-1,25%"
"01.12.2019","48.675,42","45.374,95","49.500,79","45.343,64","","7,27%"
"01.11.2019","45.374,96","44.939,90","45.891,28","44.103,97","","0,97%"
"01.10.2019","44.939,87","43.971,55","45.404,32","41.946,67","","2,20%"
"01.09.2019","43.971,65","42.601,96","44.502,94","41.892,10","","3,21%"
"01.08.2019","42.602,77","42.672,69","44.015,17","40.318,70","","-0,16%"
"01.07.2019","42.672,69","42.180,56","44.564,03","41.810,05","","1,17%"
"01.06.2019","42.180,16","40.522,17","42.786,56","40.003,68","","4,10%"
"01.05.2019","40.519,55","40.062,33","40.871,91","37.289,83","","1,14%"
"01.04.2019","40.062,33","39.646,45","40.540,94","38.400,43","","1,06%"
"01.03.2019","39.643,35","39.688,74","41.654,86","38.068,02","","-0,11%"
"01.02.2019","39.688,74","40.400,90","40.908,10","38.815,62","","-1,76%"
"01.01.2019","40.400,91","36.491,42","40.805,20","36.364,15","","10,71%"
"01.12.2018","36.491,42","36.970,51","37.659,37","34.853,90","","-1,29%"
"01.11.2018","36.967,80","36.010,83","37.258,87","34.687,20","","2,66%"
"01.10.2018","36.009,31","32.614,29","36.353,40","32.098,92","","10,42%"
"01.09.2018","32.611,25","31.590,23","32.900,89","30.631,01","","3,23%"
"01.08.2018","31.591,01","32.607,42","33.643,37","30.872,28","","-3,13%"
"01.07.2018","32.610,22","29.962,76","33.202,53","29.630,13","","8,84%"
"01.06.2018","29.962,76","31.604,73","32.506,03","28.499,10","","-5,19%"
"01.05.2018","31.604,53","35.473,99","35.564,74","30.996,23","","-10,91%"
"01.04.2018","35.474,07","35.186,05","35.898,63","34.090,41","","0,82%"
"01.03.2018","35.186,47","35.152,56","35.976,65","34.192,32","","0,08%"
"01.02.2018","35.158,73","35.012,99","36.332,63","32.875,14","","0,42%"
"01.01.2018","35.012,93","31.616,04","35.514,85","31.616,04","","10,74%"
"01.12.2017","31.616,00","29.723,51","31.625,09","29.477,19","","6,35%"
"01.11.2017","29.729,33","30.769,05","31.127,93","29.305,31","","-3,38%"
"01.10.2017","30.768,93","30.808,89","32.302,71","30.643,19","","-0,13%"
"01.09.2017","30.808,59","29.427,86","31.721,50","29.427,86","","4,69%"
"01.08.2017","29.427,90","27.415,53","29.653,21","27.415,53","","7,35%"
"01.07.2017","27.413,77","26.130,97","27.465,08","25.810,68","","4,91%"
"01.06.2017","26.130,63","26.052,91","26.419,39","25.191,55","","0,30%"
"01.05.2017","26.052,92","27.041,85","28.501,93","25.056,04","","-3,66%"
"01.04.2017","27.041,80","26.808,89","27.295,78","25.974,92","","0,88%"
"01.03.2017","26.806,42","27.452,86","27.741,55","25.796,33","","-2,35%"
"01.02.2017","27.452,89","26.574,83","28.559,56","26.253,80","","3,30%"
"01.01.2017","26.574,87","24.788,03","27.344,25","24.450,08","","7,21%"
"01.12.2016","24.788,04","25.437,07","25.439,34","23.423,07","","-2,55%"
"01.11.2016","25.437,08","26.776,51","26.923,41","24.014,59","","-5,00%"
"01.10.2016","26.776,52","24.176,76","26.827,99","24.176,76","","10,75%"
"01.09.2016","24.176,69","24.032,04","25.035,57","23.467,16","","0,60%"
"01.08.2016","24.031,81","23.766,06","24.626,31","23.139,63","","1,12%"
"01.07.2016","23.765,69","21.355,05","23.827,61","21.086,35","","11,31%"
"01.06.2016","21.350,09","20.050,03","21.385,91","19.877,01","","6,48%"
"01.05.2016","20.051,35","22.133,39","22.215,60","19.973,53","","-9,41%"
"01.04.2016","22.133,32","20.658,49","22.551,93","19.797,88","","7,14%"
"01.03.2016","20.658,58","17.899,96","21.544,87","17.899,96","","15,41%"
"01.02.2016","17.899,49","16.999,59","18.251,20","16.288,28","","5,29%"
"01.01.2016","16.999,51","18.133,45","18.133,45","15.580,86","","-6,25%"
"01.12.2015","18.133,58","18.848,06","19.686,28","18.062,61","","-3,79%"
"01.11.2015","18.848,07","19.166,42","20.387,84","18.847,33","","-1,66%"
"01.10.2015","19.166,54","18.912,43","20.701,75","18.797,67","","1,36%"
"01.09.2015","18.910,00","19.515,61","20.592,90","18.395,49","","-3,10%"
"01.08.2015","19.515,72","21.271,02","21.271,02","17.913,69","","-8,25%"
"01.07.2015","21.270,68","22.028,62","22.251,97","20.351,34","","-3,44%"
"01.06.2015","22.028,62","21.861,57","22.526,80","21.797,06","","0,77%"
"01.05.2015","21.861,23","23.126,86","24.056,08","21.861,23","","-5,47%"
"01.04.2015","23.126,62","21.207,76","23.392,04","21.207,76","","9,11%"
"01.03.2015","21.194,72","21.302,10","21.615,56","19.897,04","","-0,50%"
"01.02.2015","21.302,10","19.494,40","21.654,09","19.428,40","","9,33%"
"01.01.2015","19.485,08","20.702,56","20.771,52","19.322,94","","-5,88%"
"01.12.2014","20.702,53","22.566,15","22.566,15","19.027,91","","-8,27%"
"01.11.2014","22.567,86","22.497,77","23.583,15","21.025,06","","0,31%"
"01.10.2014","22.497,78","22.286,41","24.153,45","20.069,65","","0,95%"
"01.09.2014","22.286,43","25.110,85","25.499,99","22.057,41","","-11,25%"
"01.08.2014","25.110,33","22.913,07","25.169,65","22.699,44","","9,59%"
"01.07.2014","22.913,07","21.935,17","23.858,95","21.747,14","","4,46%"
"01.06.2014","21.934,98","21.167,60","22.777,30","21.167,60","","3,63%"
"01.05.2014","21.167,57","21.407,35","22.447,08","21.167,57","","-1,12%"
"01.04.2014","21.406,30","20.841,08","21.987,10","20.613,12","","2,71%"
"01.03.2014","20.841,73","19.497,51","20.843,53","18.664,06","","6,89%"
"01.02.2014","19.497,39","19.559,58","19.945,58","18.949,89","","-0,32%"
"01.01.2014","19.559,61","21.296,68","21.353,03","19.218,36","","-8,15%"
"01.12.2013","21.294,40","21.970,21","21.970,21","20.641,75","","-3,08%"
"01.11.2013","21.970,96","22.422,09","22.580,00","21.494,96","","-2,01%"
"01.10.2013","22.422,20","21.280,66","22.446,52","21.198,63","","5,36%"
"01.09.2013","21.281,05","20.272,48","21.982,30","20.214,93","","4,98%"
"01.08.2013","20.271,53","19.900,23","20.819,02","19.547,16","","1,87%"
"01.07.2013","19.900,20","19.560,56","20.227,56","18.434,02","","1,74%"
"01.06.2013","19.560,37","21.515,52","21.588,48","18.565,67","","-9,07%"
"01.05.2013","21.510,81","21.700,22","22.368,49","21.213,27","","-0,87%"
"01.04.2013","21.700,22","21.530,93","21.819,42","20.425,63","","0,78%"
"01.03.2013","21.531,88","21.395,68","22.142,11","20.931,81","","0,64%"
"01.02.2013","21.395,64","22.033,61","22.218,79","20.851,60","","-2,89%"
"01.01.2013","22.032,57","22.014,87","22.784,47","21.750,97","","0,23%"
"01.12.2012","21.982,33","20.981,03","22.198,46","20.816,52","","4,77%"
"01.11.2012","20.980,93","20.741,41","21.451,67","20.206,50","","1,16%"
"01.10.2012","20.741,23","20.966,08","21.511,77","20.616,91","","-1,07%"
"01.09.2012","20.965,76","20.396,96","22.229,01","20.189,36","","2,79%"
"01.08.2012","20.397,09","20.428,94","21.473,32","20.131,05","","-0,16%"
"01.07.2012","20.428,95","19.813,56","20.842,76","19.208,80","","3,11%"
"01.06.2012","19.813,53","19.639,14","20.659,94","19.050,01","","0,88%"
"01.05.2012","19.640,07","21.489,70","21.734,61","19.092,34","","-8,61%"
"01.04.2012","21.489,49","22.035,77","22.429,51","21.024,00","","-2,48%"
"01.03.2012","22.035,94","22.086,81","23.063,34","21.729,53","","-0,23%"
"01.02.2012","22.086,48","21.268,34","22.282,35","21.268,34","","3,85%"
"01.01.2012","21.267,93","19.706,27","21.568,53","19.611,42","","7,93%"
"01.12.2011","19.706,12","19.410,87","20.246,28","19.178,40","","1,52%"
"01.11.2011","19.410,83","19.617,69","20.110,63","18.626,19","","-1,06%"
"01.10.2011","19.618,15","18.023,66","20.001,92","17.115,16","","8,84%"
"01.09.2011","18.025,46","18.884,38","19.494,55","17.779,66","","-4,55%"
"01.08.2011","18.884,47","19.705,01","19.935,13","16.242,15","","-4,16%"
"01.07.2011","19.705,01","20.745,41","21.129,38","19.451,97","","-5,02%"
"01.06.2011","20.745,41","21.071,90","21.153,43","20.033,43","","-1,55%"
"01.05.2011","21.071,64","21.562,93","21.657,37","20.324,59","","-2,27%"
"01.04.2011","21.561,98","22.385,92","22.708,54","21.194,67","","-3,68%"
"01.03.2011","22.385,50","21.891,67","22.386,57","21.143,44","","2,25%"
"01.02.2011","21.891,84","21.463,12","22.073,70","20.700,27","","2,00%"
"01.01.2011","21.462,33","22.239,43","23.043,47","21.207,08","","-3,49%"
"01.12.2010","22.239,51","21.494,23","22.335,67","21.468,87","","3,47%"
"01.11.2010","21.494,23","22.218,59","23.160,16","21.370,29","","-3,26%"
"01.10.2010","22.218,87","21.853,43","22.635,59","21.688,78","","1,68%"
"01.09.2010","21.852,36","20.435,93","21.920,75","20.435,93","","6,93%"
"01.08.2010","20.435,61","21.151,28","21.539,63","19.954,24","","-3,38%"
"01.07.2010","21.151,28","19.055,43","21.167,53","18.807,68","","11,00%"
"01.06.2010","19.055,67","19.997,30","20.597,43","19.055,67","","-4,71%"
"01.05.2010","19.997,53","21.270,46","21.381,20","18.300,89","","-5,98%"
"01.04.2010","21.270,50","22.088,74","22.634,73","20.755,26","","-3,70%"
"01.03.2010","22.088,74","20.994,49","22.175,76","20.994,49","","5,21%"
"01.02.2010","20.994,29","20.759,26","21.489,40","19.445,07","","1,14%"
