"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"01.12.2022","2.009,04","2.071,43","2.080,22","1.816,09","","-3,01%"
"01.11.2022","2.071,42","2.333,46","2.432,44","1.981,39","","-11,23%"
"01.10.2022","2.333,41","2.174,56","2.337,39","2.164,34","","7,30%"
"01.09.2022","2.174,56","2.215,24","2.315,58","2.102,74","","-1,84%"
"01.08.2022","2.215,26","1.997,55","2.311,40","1.980,33","","10,90%"
"01.07.2022","1.997,55","1.899,50","2.007,36","1.852,12","","5,16%"
"01.06.2022","1.899,60","2.270,28","2.311,97","1.877,75","","-16,33%"
"01.05.2022","2.270,26","2.312,43","2.333,29","2.097,33","","-1,82%"
"01.04.2022","2.312,44","2.523,40","2.592,71","2.300,00","","-8,36%"
"01.03.2022","2.523,41","2.319,07","2.578,56","2.178,15","","8,81%"
"01.02.2022","2.319,07","2.446,03","2.468,00","2.244,38","","-5,19%"
"01.01.2022","2.446,03","2.365,28","2.449,23","2.074,96","","3,42%"
"01.12.2021","2.365,24","2.278,72","2.476,86","2.211,72","","3,80%"
"01.11.2021","2.278,71","2.332,01","2.628,90","2.225,65","","-2,29%"
"01.10.2021","2.332,00","2.665,93","2.761,61","2.331,17","","-12,53%"
"01.09.2021","2.665,93","2.849,13","2.872,54","2.639,38","","-6,43%"
"01.08.2021","2.849,13","2.962,44","3.021,28","2.660,00","","-3,82%"
"01.07.2021","2.962,40","3.144,75","3.179,03","2.953,78","","-5,80%"
"01.06.2021","3.144,68","3.104,51","3.232,89","3.104,51","","1,29%"
"01.05.2021","3.104,50","2.919,96","3.109,66","2.853,88","","6,32%"
"01.04.2021","2.919,97","2.797,64","2.986,44","2.769,39","","4,38%"
"01.03.2021","2.797,50","2.675,46","2.827,63","2.550,60","","4,56%"
"01.02.2021","2.675,37","2.725,71","2.918,51","2.663,04","","-1,84%"
"01.01.2021","2.725,47","2.822,39","2.905,11","2.675,26","","-3,43%"
"01.12.2020","2.822,39","2.625,26","2.832,39","2.625,26","","7,52%"
"01.11.2020","2.625,04","2.250,78","2.696,00","2.250,78","","16,64%"
"01.10.2020","2.250,59","2.303,47","2.475,22","2.228,50","","-2,28%"
"01.09.2020","2.303,17","2.435,70","2.515,13","2.268,65","","-5,44%"
"01.08.2020","2.435,60","2.465,94","2.507,86","2.333,76","","-1,23%"
"01.07.2020","2.466,02","2.252,01","2.587,98","2.251,87","","9,50%"
"01.06.2020","2.252,01","1.968,01","2.358,05","1.968,01","","14,43%"
"01.05.2020","1.968,03","1.872,87","2.001,99","1.606,98","","5,07%"
"01.04.2020","1.873,01","1.699,35","1.962,04","1.534,67","","10,19%"
"01.03.2020","1.699,76","2.617,80","2.780,55","1.371,11","","-35,07%"
"01.02.2020","2.617,77","2.853,87","2.979,35","2.493,78","","-8,27%"
"01.01.2020","2.853,87","2.841,86","3.072,10","2.832,91","","0,45%"
"01.12.2019","2.840,97","2.521,52","2.857,74","2.495,15","","12,65%"
"01.11.2019","2.521,92","2.398,56","2.524,11","2.364,95","","5,14%"
"01.10.2019","2.398,56","2.344,94","2.410,12","2.265,47","","2,28%"
"01.09.2019","2.344,99","2.297,19","2.346,82","2.209,65","","2,08%"
"01.08.2019","2.297,21","2.286,31","2.396,19","2.163,98","","0,48%"
"01.07.2019","2.286,31","2.141,84","2.310,20","2.120,74","","6,75%"
"01.06.2019","2.141,66","2.002,28","2.148,94","1.992,11","","6,99%"
"01.05.2019","2.001,83","1.963,16","2.004,07","1.815,76","","1,97%"
"01.04.2019","1.963,16","1.931,25","1.988,09","1.895,34","","1,66%"
"01.03.2019","1.931,05","1.929,11","2.010,04","1.854,86","","0,10%"
"01.02.2019","1.929,11","1.964,83","1.990,28","1.898,17","","-1,82%"
"01.01.2019","1.964,84","1.795,84","1.980,42","1.791,92","","9,41%"
"01.12.2018","1.795,84","1.758,98","1.795,84","1.721,31","","2,10%"
"01.11.2018","1.758,94","1.679,00","1.765,50","1.644,04","","4,79%"
"01.10.2018","1.678,55","1.491,20","1.695,61","1.453,20","","12,59%"
"01.09.2018","1.490,84","1.520,39","1.520,39","1.428,16","","-1,96%"
"01.08.2018","1.520,68","1.588,18","1.641,46","1.504,76","","-4,25%"
"01.07.2018","1.588,15","1.511,28","1.636,14","1.494,07","","5,09%"
"01.06.2018","1.511,28","1.568,81","1.634,58","1.446,31","","-3,66%"
"01.05.2018","1.568,73","1.768,68","1.768,68","1.524,89","","-11,31%"
"01.04.2018","1.768,72","1.727,53","1.776,67","1.670,16","","2,37%"
"01.03.2018","1.727,72","1.726,58","1.775,10","1.684,05","","0,07%"
"01.02.2018","1.726,43","1.732,86","1.765,75","1.638,62","","-0,37%"
"01.01.2018","1.732,83","1.660,85","1.750,93","1.660,84","","4,34%"
"01.12.2017","1.660,83","1.551,73","1.662,67","1.540,14","","7,03%"
"01.11.2017","1.551,73","1.590,35","1.614,88","1.510,64","","-2,43%"
"01.10.2017","1.590,30","1.614,38","1.685,82","1.584,04","","-1,48%"
"01.09.2017","1.614,25","1.557,07","1.678,26","1.556,73","","3,68%"
"01.08.2017","1.557,02","1.434,44","1.558,74","1.428,81","","8,55%"
"01.07.2017","1.434,44","1.326,66","1.436,90","1.326,66","","8,14%"
"01.06.2017","1.326,51","1.321,49","1.336,01","1.294,68","","0,39%"
"01.05.2017","1.321,30","1.335,81","1.424,58","1.237,50","","-1,08%"
"01.04.2017","1.335,79","1.291,48","1.336,12","1.267,98","","3,43%"
"01.03.2017","1.291,48","1.310,51","1.332,92","1.241,65","","-1,45%"
"01.02.2017","1.310,52","1.239,92","1.349,61","1.239,29","","5,69%"
"01.01.2017","1.239,94","1.111,44","1.251,04","1.100,48","","11,50%"
"01.12.2016","1.112,05","1.118,35","1.118,63","1.052,99","","-0,56%"
"01.11.2016","1.118,35","1.221,86","1.230,12","1.075,15","","-8,47%"
"01.10.2016","1.221,86","1.141,98","1.230,51","1.141,98","","7,00%"
"01.09.2016","1.141,94","1.140,61","1.185,85","1.123,52","","0,13%"
"01.08.2016","1.140,49","1.138,36","1.171,47","1.122,96","","0,19%"
"01.07.2016","1.138,38","993,10","1.138,38","988,56","","14,63%"
"01.06.2016","993,11","910,65","993,11","905,04","","9,04%"
"01.05.2016","910,74","950,52","975,44","900,21","","-4,18%"
"01.04.2016","950,48","900,93","969,66","875,93","","5,50%"
"01.03.2016","900,97","808,83","936,57","808,83","","11,41%"
"01.02.2016","808,73","772,76","822,58","759,02","","4,66%"
"01.01.2016","772,72","844,03","844,03","716,70","","-8,46%"
"01.12.2015","844,10","891,43","927,34","830,19","","-5,31%"
"01.11.2015","891,43","909,88","973,62","891,11","","-2,03%"
"01.10.2015","909,94","862,31","953,16","851,37","","5,54%"
"01.09.2015","862,20","886,38","945,29","842,22","","-2,73%"
"01.08.2015","886,44","975,98","980,24","838,17","","-9,16%"
"01.07.2015","975,83","1.013,12","1.034,79","947,50","","-3,68%"
"01.06.2015","1.013,12","1.025,83","1.056,37","1.003,22","","-1,22%"
"01.05.2015","1.025,68","1.050,82","1.084,00","1.025,68","","-2,38%"
"01.04.2015","1.050,71","1.019,91","1.092,05","1.019,91","","3,03%"
"01.03.2015","1.019,82","1.010,56","1.033,79","959,04","","0,92%"
"01.02.2015","1.010,56","956,26","1.030,29","953,44","","5,68%"
"01.01.2015","956,28","1.087,37","1.087,42","951,92","","-12,05%"
"01.12.2014","1.087,35","1.173,21","1.173,21","1.014,16","","-7,32%"
"01.11.2014","1.173,26","1.179,44","1.183,92","1.103,64","","-0,52%"
"01.10.2014","1.179,45","1.198,52","1.241,37","1.059,22","","-1,59%"
"01.09.2014","1.198,51","1.323,69","1.346,12","1.181,87","","-9,38%"
"01.08.2014","1.322,53","1.229,85","1.326,98","1.215,00","","7,54%"
"01.07.2014","1.229,85","1.272,64","1.275,21","1.220,30","","-3,35%"
"01.06.2014","1.272,54","1.238,39","1.312,81","1.233,55","","2,76%"
"01.05.2014","1.238,38","1.225,30","1.262,06","1.224,71","","1,07%"
"01.04.2014","1.225,27","1.237,51","1.263,98","1.204,07","","-1,02%"
"01.03.2014","1.237,85","1.186,25","1.238,04","1.135,81","","4,36%"
"01.02.2014","1.186,19","1.198,11","1.198,11","1.138,41","","-0,99%"
"01.01.2014","1.198,11","1.309,37","1.311,16","1.190,81","","-8,49%"
"01.12.2013","1.309,24","1.332,30","1.332,30","1.275,65","","-1,74%"
"01.11.2013","1.332,39","1.345,30","1.347,43","1.278,91","","-0,96%"
"01.10.2013","1.345,36","1.359,90","1.383,30","1.330,82","","-1,08%"
"01.09.2013","1.360,10","1.292,94","1.402,17","1.292,94","","5,20%"
"01.08.2013","1.292,89","1.318,60","1.342,66","1.269,02","","-1,95%"
"01.07.2013","1.318,58","1.312,74","1.336,52","1.224,43","","0,45%"
"01.06.2013","1.312,70","1.458,47","1.463,76","1.244,71","","-9,98%"
"01.05.2013","1.458,30","1.488,28","1.537,10","1.440,22","","-1,98%"
"01.04.2013","1.487,82","1.491,23","1.508,09","1.423,37","","-0,21%"
"01.03.2013","1.490,95","1.552,21","1.559,35","1.456,43","","-3,95%"
"01.02.2013","1.552,19","1.549,42","1.569,16","1.505,30","","0,19%"
"01.01.2013","1.549,32","1.544,71","1.575,14","1.512,12","","0,33%"
"01.12.2012","1.544,15","1.449,79","1.544,94","1.443,75","","6,51%"
"01.11.2012","1.449,73","1.458,80","1.497,95","1.419,06","","-0,61%"
"01.10.2012","1.458,69","1.467,41","1.508,15","1.441,89","","-0,58%"
"01.09.2012","1.467,21","1.425,48","1.492,70","1.406,91","","2,92%"
"01.08.2012","1.425,56","1.320,61","1.435,21","1.310,40","","7,95%"
"01.07.2012","1.320,62","1.294,35","1.343,23","1.249,08","","2,03%"
"01.06.2012","1.294,36","1.283,36","1.327,97","1.224,92","","0,84%"
"01.05.2012","1.283,54","1.443,83","1.454,61","1.235,36","","-11,10%"
"01.04.2012","1.443,76","1.447,93","1.467,66","1.403,53","","-0,29%"
"01.03.2012","1.448,03","1.421,82","1.478,23","1.398,33","","1,84%"
"01.02.2012","1.421,82","1.299,26","1.430,68","1.299,26","","9,43%"
"01.01.2012","1.299,25","1.200,31","1.302,31","1.197,63","","8,25%"
"01.12.2011","1.200,22","1.190,82","1.228,38","1.180,21","","0,79%"
"01.11.2011","1.190,79","1.240,53","1.240,53","1.142,88","","-4,05%"
"01.10.2011","1.241,02","1.161,58","1.260,05","1.090,71","","6,84%"
"01.09.2011","1.161,61","1.251,57","1.298,88","1.144,16","","-7,19%"
"01.08.2011","1.251,63","1.285,22","1.302,64","1.057,13","","-2,61%"
"01.07.2011","1.285,23","1.373,22","1.393,14","1.272,37","","-6,41%"
"01.06.2011","1.373,22","1.411,05","1.416,48","1.342,78","","-2,69%"
"01.05.2011","1.411,16","1.413,17","1.425,47","1.359,81","","-0,14%"
"01.04.2011","1.413,11","1.412,51","1.447,88","1.394,85","","0,04%"
"01.03.2011","1.412,49","1.329,20","1.412,49","1.315,26","","6,27%"
"01.02.2011","1.329,16","1.320,63","1.361,02","1.273,47","","0,70%"
"01.01.2011","1.319,88","1.439,50","1.459,56","1.310,95","","-8,31%"
"01.12.2010","1.439,56","1.412,57","1.440,94","1.379,38","","1,91%"
"01.11.2010","1.412,57","1.426,74","1.473,10","1.383,41","","-0,99%"
"01.10.2010","1.426,71","1.341,68","1.439,11","1.341,68","","6,35%"
"01.09.2010","1.341,47","1.276,19","1.347,16","1.275,94","","5,13%"
"01.08.2010","1.275,96","1.271,45","1.298,94","1.220,96","","0,35%"
"01.07.2010","1.271,47","1.136,97","1.271,90","1.119,28","","11,83%"
"01.06.2010","1.136,98","1.103,51","1.178,00","1.081,65","","3,02%"
"01.05.2010","1.103,65","1.144,13","1.162,78","980,76","","-3,54%"
"01.04.2010","1.144,15","1.149,62","1.168,81","1.115,31","","-0,48%"
"01.03.2010","1.149,62","1.165,44","1.196,96","1.139,70","","-1,36%"
"01.02.2010","1.165,42","1.130,17","1.186,88","1.077,18","","3,15%"
