"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"01.12.2021","24.323,03","22.945,14","24.700,25","22.719,38","","6,01%"
"01.11.2021","22.944,24","24.377,92","25.226,38","22.494,79","","-5,88%"
"01.10.2021","24.377,75","25.686,46","26.039,12","23.709,86","","-5,09%"
"01.09.2021","25.686,32","26.376,47","26.730,73","24.362,44","","-2,57%"
"01.08.2021","26.364,60","26.347,56","26.996,33","25.042,56","","0,07%"
"01.07.2021","26.347,27","26.626,32","27.502,04","26.133,09","","-1,05%"
"01.06.2021","26.626,26","26.647,07","27.815,87","26.462,06","","-0,08%"
"01.05.2021","26.646,89","25.971,63","26.973,80","25.560,52","","2,60%"
"01.04.2021","25.971,63","25.050,23","27.289,02","24.783,20","","3,68%"
"01.03.2021","25.049,77","23.634,35","25.306,72","23.307,84","","5,99%"
"01.02.2021","23.633,38","23.255,70","25.163,85","23.255,15","","1,65%"
"01.01.2021","23.250,39","23.397,15","25.097,12","22.988,45","","-0,60%"
"01.12.2020","23.390,13","21.868,44","23.583,30","21.689,87","","6,96%"
"01.11.2020","21.867,76","19.823,82","22.435,40","19.823,38","","10,32%"
"01.10.2020","19.822,50","19.513,87","21.711,05","19.264,22","","1,58%"
"01.09.2020","19.513,57","19.864,81","20.706,46","19.174,58","","-1,77%"
"01.08.2020","19.864,94","19.524,31","20.785,45","18.993,93","","1,75%"
"01.07.2020","19.523,91","17.898,38","20.207,53","17.893,77","","9,08%"
"01.06.2020","17.898,38","16.484,06","18.318,19","16.354,97","","8,53%"
"01.05.2020","16.491,37","15.716,73","16.821,37","15.168,87","","4,93%"
"01.04.2020","15.716,73","13.912,89","16.264,03","13.042,63","","12,95%"
"01.03.2020","13.915,24","19.278,09","20.534,77","10.949,82","","-27,82%"
"01.02.2020","19.278,97","21.426,53","22.147,47","18.477,01","","-10,02%"
"01.01.2020","21.426,53","21.193,97","23.142,30","21.193,97","","1,13%"
"01.12.2019","21.187,16","19.854,27","21.538,58","19.739,26","","6,71%"
"01.11.2019","19.854,27","18.459,28","19.933,21","18.459,28","","7,56%"
"01.10.2019","18.458,14","19.448,92","19.517,88","18.373,70","","-5,09%"
"01.09.2019","19.447,97","18.658,92","19.755,04","18.328,83","","4,21%"
"01.08.2019","18.661,98","18.553,65","19.328,08","17.611,41","","0,60%"
"01.07.2019","18.551,37","17.459,31","18.819,96","17.459,31","","6,25%"
"01.06.2019","17.459,31","16.919,63","17.706,84","16.479,69","","3,19%"
"01.05.2019","16.919,63","17.372,58","17.415,34","16.403,96","","-2,61%"
"01.04.2019","17.372,58","16.522,16","17.500,51","16.402,49","","5,21%"
"01.03.2019","16.512,96","16.378,24","17.137,01","16.033,07","","0,82%"
"01.02.2019","16.378,04","16.736,24","17.329,69","16.376,65","","-2,14%"
"01.01.2019","16.736,24","15.095,21","17.108,59","15.059,81","","10,87%"
"01.12.2018","15.095,21","15.445,27","15.686,84","14.693,34","","-2,22%"
"01.11.2018","15.438,23","15.017,42","15.493,67","14.330,38","","2,80%"
"01.10.2018","15.017,42","15.372,82","15.549,83","14.276,15","","-2,28%"
"01.09.2018","15.367,59","15.466,28","15.700,14","15.004,52","","-0,65%"
"01.08.2018","15.468,31","15.445,82","15.810,61","14.879,80","","0,15%"
"01.07.2018","15.445,64","14.559,86","15.666,27","14.491,57","","6,08%"
"01.06.2018","14.559,86","15.094,23","15.831,36","14.268,40","","-3,54%"
"01.05.2018","15.093,67","16.108,45","16.479,27","14.947,16","","-6,30%"
"01.04.2018","16.108,66","15.968,07","16.430,99","15.628,65","","0,88%"
"01.03.2018","15.967,66","15.844,90","16.288,02","15.395,69","","0,78%"
"01.02.2018","15.844,06","15.836,25","16.225,29","14.936,59","","0,05%"
"01.01.2018","15.836,08","15.087,79","16.118,77","15.087,79","","4,96%"
"01.12.2017","15.087,79","14.122,48","15.190,75","14.011,94","","6,83%"
"01.11.2017","14.123,76","14.825,37","15.022,26","14.016,70","","-4,73%"
"01.10.2017","14.824,43","14.729,35","15.592,55","14.652,80","","0,65%"
"01.09.2017","14.728,38","14.075,36","15.370,21","14.075,36","","4,64%"
"01.08.2017","14.075,36","12.848,07","14.152,33","12.848,07","","9,55%"
"01.07.2017","12.848,07","12.442,80","12.941,64","12.250,51","","3,26%"
"01.06.2017","12.442,80","12.908,77","13.061,25","12.231,60","","-3,59%"
"01.05.2017","12.905,74","12.799,16","13.650,53","12.178,10","","0,83%"
"01.04.2017","12.799,16","12.691,48","12.836,33","12.324,12","","0,85%"
"01.03.2017","12.691,48","13.012,98","13.158,47","12.226,47","","-2,47%"
"01.02.2017","13.012,34","12.969,56","13.487,03","12.815,12","","0,34%"
"01.01.2017","12.968,81","12.559,25","13.378,81","12.409,69","","3,26%"
"01.12.2016","12.559,26","12.778,36","12.968,43","11.981,38","","-1,71%"
"01.11.2016","12.778,36","13.077,69","13.179,46","12.345,02","","-2,29%"
"01.10.2016","13.077,70","12.944,06","13.455,38","12.891,03","","1,03%"
"01.09.2016","12.944,45","12.736,65","13.204,36","12.575,87","","1,64%"
"01.08.2016","12.736,04","12.510,08","13.011,11","12.192,59","","1,80%"
"01.07.2016","12.510,24","11.344,81","12.529,84","11.324,46","","10,33%"
"01.06.2016","11.338,94","11.708,63","12.087,48","11.105,82","","-3,19%"
"01.05.2016","11.711,98","12.316,84","12.382,47","11.646,54","","-4,91%"
"01.04.2016","12.316,64","12.227,50","12.567,08","11.653,47","","0,73%"
"01.03.2016","12.227,84","12.171,18","12.722,96","11.896,66","","0,48%"
"01.02.2016","12.170,02","11.781,11","12.579,43","11.348,59","","3,30%"
"01.01.2016","11.780,92","12.590,68","12.590,68","10.925,95","","-6,43%"
"01.12.2015","12.590,98","12.885,47","13.195,31","12.427,46","","-2,28%"
"01.11.2015","12.884,87","12.880,99","13.352,21","12.583,97","","0,03%"
"01.10.2015","12.881,29","13.240,42","13.754,99","12.765,28","","-2,71%"
"01.09.2015","13.240,13","12.681,84","13.571,75","12.436,13","","4,40%"
"01.08.2015","12.682,07","13.160,57","13.382,21","11.547,56","","-3,64%"
"01.07.2015","13.160,92","13.170,25","13.345,83","12.573,89","","-0,07%"
"01.06.2015","13.170,76","13.097,20","13.494,84","13.066,04","","0,51%"
"01.05.2015","13.103,46","13.355,19","13.780,18","13.089,37","","-1,88%"
"01.04.2015","13.354,65","12.948,75","13.531,57","12.891,23","","3,14%"
"01.03.2015","12.947,86","12.494,08","13.127,86","12.235,10","","3,64%"
"01.02.2015","12.493,01","11.931,99","12.722,86","11.931,99","","4,70%"
"01.01.2015","11.931,99","11.961,83","12.024,62","11.420,07","","-0,25%"
"01.12.2014","11.961,78","12.494,66","12.494,66","11.009,68","","-4,29%"
"01.11.2014","12.498,45","12.333,60","12.898,07","11.904,20","","1,34%"
"01.10.2014","12.333,71","11.852,63","12.436,82","11.206,48","","4,05%"
"01.09.2014","11.853,07","12.349,51","12.516,75","11.755,39","","-4,02%"
"01.08.2014","12.349,93","11.630,66","12.492,31","11.598,37","","6,18%"
"01.07.2014","11.630,89","11.446,77","12.120,60","11.413,13","","1,61%"
"01.06.2014","11.446,57","11.191,81","11.859,88","11.191,81","","2,28%"
"01.05.2014","11.191,81","11.273,90","11.736,93","11.182,33","","-0,71%"
"01.04.2014","11.271,70","11.450,00","11.740,53","11.198,27","","-1,56%"
"01.03.2014","11.450,31","11.164,90","11.567,54","10.832,26","","2,56%"
"01.02.2014","11.164,86","11.498,77","11.498,80","10.802,72","","-2,91%"
"01.01.2014","11.499,56","12.544,04","12.573,93","11.278,28","","-8,29%"
"01.12.2013","12.539,01","12.520,89","12.589,82","12.046,70","","0,14%"
"01.11.2013","12.521,64","12.430,59","12.731,42","12.264,20","","0,75%"
"01.10.2013","12.428,68","12.356,44","12.858,67","12.244,09","","0,58%"
"01.09.2013","12.357,18","12.156,22","12.760,90","12.053,94","","1,65%"
"01.08.2013","12.156,22","11.619,59","12.505,14","11.468,07","","4,62%"
"01.07.2013","11.619,19","11.346,68","11.706,13","10.999,43","","2,41%"
"01.06.2013","11.346,24","11.875,30","11.917,63","10.704,34","","-4,46%"
"01.05.2013","11.875,30","12.023,10","12.298,32","11.694,85","","-1,23%"
"01.04.2013","12.023,10","11.986,64","12.176,42","11.374,40","","0,30%"
"01.03.2013","11.986,89","12.184,48","12.416,24","11.644,24","","-1,63%"
"01.02.2013","12.184,91","12.557,39","12.606,97","11.802,43","","-2,95%"
"01.01.2013","12.554,95","12.151,85","12.732,09","12.151,85","","3,36%"
"01.12.2012","12.147,36","11.724,38","12.202,86","11.641,79","","3,61%"
"01.11.2012","11.723,89","11.303,74","11.773,48","11.191,70","","3,72%"
"01.10.2012","11.303,34","11.257,49","11.745,35","11.187,03","","0,41%"
"01.09.2012","11.257,49","10.571,51","11.671,16","10.427,18","","6,49%"
"01.08.2012","10.571,82","10.190,98","10.788,12","9.971,07","","3,73%"
"01.07.2012","10.191,21","10.081,42","10.380,90","9.452,54","","1,09%"
"01.06.2012","10.081,35","9.935,97","10.340,71","9.527,18","","1,46%"
"01.05.2012","9.936,67","11.287,34","11.337,30","9.765,66","","-11,97%"
"01.04.2012","11.287,34","11.238,82","11.549,19","10.958,49","","0,43%"
"01.03.2012","11.238,63","10.895,12","11.842,95","10.895,12","","3,15%"
"01.02.2012","10.895,05","10.234,99","10.948,69","10.234,99","","6,45%"
"01.01.2012","10.234,93","9.618,76","10.326,50","9.567,69","","6,41%"
"01.12.2011","9.618,40","9.401,62","9.788,22","9.398,85","","2,31%"
"01.11.2011","9.401,52","9.626,64","9.650,94","8.986,10","","-2,35%"
"01.10.2011","9.627,70","8.678,95","9.820,06","8.301,50","","10,88%"
"01.09.2011","8.683,10","9.268,63","9.630,22","8.596,54","","-6,32%"
"01.08.2011","9.268,83","8.955,57","9.268,83","7.585,92","","3,50%"
"01.07.2011","8.955,57","9.778,65","9.990,25","8.856,62","","-8,42%"
"01.06.2011","9.778,65","10.193,85","10.221,52","9.446,68","","-4,07%"
"01.05.2011","10.193,28","10.475,88","10.540,69","9.793,19","","-2,70%"
"01.04.2011","10.475,77","10.540,48","10.790,95","10.198,32","","-0,61%"
"01.03.2011","10.539,55","10.267,83","10.548,93","10.148,15","","2,67%"
"01.02.2011","10.265,88","10.331,81","10.701,94","9.986,29","","-0,63%"
"01.01.2011","10.331,42","10.945,35","11.233,04","10.201,34","","-5,61%"
"01.12.2010","10.945,52","10.497,59","10.988,03","10.497,59","","4,27%"
"01.11.2010","10.497,59","10.944,60","11.262,09","10.346,11","","-4,09%"
"01.10.2010","10.945,23","10.623,47","11.084,01","10.607,40","","3,05%"
"01.09.2010","10.621,72","10.023,02","10.720,52","10.023,02","","5,98%"
"01.08.2010","10.022,84","10.440,83","10.596,49","9.802,64","","-4,00%"
"01.07.2010","10.440,90","9.514,25","10.469,79","9.360,73","","9,74%"
"01.06.2010","9.514,28","9.508,16","10.081,09","9.200,53","","0,06%"
"01.05.2010","9.508,68","10.125,09","10.214,57","8.743,60","","-6,09%"
"01.04.2010","10.125,09","10.433,72","10.737,45","9.983,51","","-2,96%"
"01.03.2010","10.433,44","9.904,54","10.494,30","9.904,54","","5,34%"
"01.02.2010","9.904,09","9.747,33","10.141,89","9.246,57","","1,64%"
