ref.date,cambio_usd,cambio_eur,cambio_gbp,cambio_ars,cambio_jpy,juros_selic,juros_cdi,credito_agro,credito_industria_total,credito_construcao,credito_comercio,credito_transporte,credito_pessoa_fisica,spread_icc_juridica,spread_icc_fisica,veiculos_automoveis,veiculos_leves,veiculos_caminhoes,veiculos_onibus,consumo_gasolina,consumo_glp,consumo_oleo_combustivel,consumo_oleo_diesel,consumo_demais_derivados,consumo_alcool,consumo_eletricidade_comecial,consumo_eletricidade_residencial,consumo_eletricidade_industrial,consumo_eletricidade_outros,producao_bens_consumo,producao_bens_duraveis,producao_bens_nao_duraveis,producao_bens_capital,producao_transformacao,capacidade_instalada_industria,vendas_varejo,vendas_servicos,trab_caged,trab_pop_forca_trab,trab_pop_ocupada,trab_tx_desemprego,trab_hrs_trabalhadas_industria,trab_razao_vagas_desempregados,price_ipca,price_igp_m,price_ipc,price_incc,price_inpc,price_ipp,indice_commodity_agro,indice_commodity_metal,indice_commodity_energia,trab_menos_de_1_mes,trab_de_1_mes_a_menos_de_1_ano,trab_de_1_ano_a_menos_de_2_anos,trab_x2_anos_ou_mais,asset_MLCX,asset_ibrx100,asset_ifix,asset_ifnc,asset_imat,asset_imob,asset_indx,asset_smll,titulo_0_25ano,titulo_1ano,titulo_2ano,titulo_3ano,titulo_5ano,retorno_mensal
2015-09-01,3.8956818255511196,4.375631830909035,5.970522750507701,0.4160336377945813,0.03242590904913165,14.15,14.13,27700,836933,118016,298707,148671,1493068,7.26,19.07,166345,26246,5945,1539,507,234,82,1034,126,530,7161,10437,14005,6184,117.7,116.3,118.1,83.2,107.6,78.1,90.15,97.07,40519303,101354,89435,9,90.9,4.442000096471553,0.54,0.95,0.42,0.22,0.51,2.70015310440579,210.3,189,79.64,966.0964723778256,5061.2681668801815,1573.3297083570635,1551.961206280812,-0.03086256049857461,-0.031037543067844897,-0.039571231646012284,-0.04443999294534151,0.049362348644127474,-0.015443658389975523,0.04400385741444435,-0.027345336401786824,0.1446439129886915,0.15423906920437905,0.15826945037130297,0.15869287331442894,0.15737313412096773,0.01190800035058115
2015-10-01,3.8719047591799782,4.3481332915169855,5.934580939156668,0.4089842864445278,0.032237618984211056,14.15,14.13,27466,830688,117158,297401,146890,1496614,7.38,19.2,161592,23684,5784,1091,515,224,81,1051,125,545,7631,11133,14155,6343,122,120.6,122.4,84.9,111.3,78.1,97.5,98.16,40352635,101640,89668,9.1,90.7,4.362805484558732,0.82,1.89,0.76,0.36,0.77,1.75610020334009,213.08,189.09,77.24,980.6319089316484,4855.715754708251,1724.9014904612934,1664.3236600924677,0.009132888660851712,0.013566367001586421,0.021243475218325703,0.015927594386377475,0.0099667288216152,0.07417930775372183,-0.027102452921534792,0.055369983762467934,0.14367668420519286,0.15210899567684963,0.15676215892606607,0.15837141050011486,0.15901853090670046,0.01174114272022142
2015-11-01,3.7786523614610945,4.063571419034686,5.7470809618632,0.3937004747844878,0.030846666544675827,14.15,14.14,27416,834365,117228,299389,147440,1508221,7.5,19.5,165963,23376,4733,1121,497,217,83,956,124,480,7791,11132,13909,6373,113.8,105.9,115.6,78.6,101,77.7,96.54,95.72,40218733,101574,89690,9.1,89.1,4.3511538277620145,1.01,1.52,1,0.34,1.11,-0.0954338052244985,205.23,172.25,71.83,979.4832825440051,4856.722043349539,1721.2932169243663,1661.2628852306873,-0.01584073396153929,-0.016615935896619916,0.015718301192856776,0.016038990604484438,0.039263528287406535,0.005071592523772983,2.779224751556786e-4,-0.02034200057146629,0.14574060695307434,0.15650704907706792,0.16084140549740103,0.16110311095555155,0.15930392407922594,0.009939552662673767
2015-12-01,3.8680956674658735,4.210126068281091,5.806530454884404,0.353583046923513,0.03177869562869486,14.15,14.14,27998,848177,116873,305637,149525,1518662,7.34,18.97,193186,27404,5578,1556,584,227,77,913,127,530,7852,11084,13406,6284,98.1,85.8,101,58.2,87,77.6,122.27,102.69,39604340,101588,89823,9.1,86.5,4.284093864162376,0.96,0.49,0.88,0.1,0.9,-0.179174782683544,209.86,175.48,64.25,984.8751624364774,4873.466437436027,1726.8633991169627,1667.6945090618865,-0.036140705363703174,-0.03790786006206459,-0.030041441218178977,-0.04523600337305356,-0.058324799186295406,-0.05457076364269087,-0.02280892240278709,-0.053094466194765655,0.1479961728050973,0.15839388366225834,0.16387442726300175,0.1655676835495254,0.16593271648442906,0.011997144567932105
2016-01-01,4.042838073912121,4.393799963451567,5.836909543900263,0.29900476194563363,0.03418761899783498,14.15,14.14,27696,838489,115801,295437,150037,1521900,7.44,19.45,131253,18424,4346,1254,492,203,76,800,134,428,7761,11830,12656,6190,93.2,89.5,94.1,61.6,87,77.2,90.24,89.88,39512067,101575,89335,9.6,88.3,4.052020982032981,1.27,1.14,1.78,0.39,1.51,1.10582417155005,216.68,179.01,64.82,1299.969991118889,5909.4298946716035,2038.0240269098474,2040.2744453124976,-0.06051979608366276,-0.06253977427512958,-0.061077912307845095,-0.04012623985572594,-0.1732571817502533,0.025720069936504997,-0.06433653297837016,-0.08456344035066932,0.13374442934349365,0.14362753201717518,0.15075325290748096,0.154508807770087,0.15801068857030118,0.0069553816311653804
2016-02-01,3.9581380912235806,4.398909500667027,5.672785713559105,0.2704361932618277,0.03442428580352238,14.15,14.13,27463,832020,114841,289611,148268,1522813,7.57,19.87,122734,19367,3823,892,548,222,67,929,124,450,7714,11352,13520,6165,92,84,94,71.4,86.8,77.6,85.16,87.59,39415733,101844,88838,10.3,87.7,3.757482222001058,0.9,1.29,0.76,0.54,0.95,-0.63467241138514,210.97,189.38,60.98,1299.2190471423557,5908.818495736602,2037.8989749113907,2040.488819031576,0.05375594294770214,0.05294152596163082,0.028799056660821165,0.05238043622261568,0.07999105145413865,0.12127125106535663,0.0330279808368108,0.04660161507402427,0.13758681373800857,0.14244899016630816,0.14788339359111,0.15187691990624005,0.15673169616702562,0.007164290555178088
2016-03-01,3.704458345969518,4.121408363183339,5.271470844745636,0.2479933351278305,0.03280749979118506,14.15,14.13,26973,823190,114109,286263,142546,1527590,7.65,19.9,147641,25617,4822,1199,553,226,59,964,117,434,7798,11316,13957,6402,105.3,109.9,104.2,82,96.6,77.1,91.46,94.87,39301211,101990,88394,11.1,87.2,3.4715654864591037,0.43,0.51,0.5,0.64,0.44,-1.38239116512161,197.22,184.86,58.96,1294.5887292498749,5912.749503046034,2039.6437083395638,2046.3357091714165,0.15715574805991706,0.15414349794323745,0.09161976694635077,0.23340527945690215,0.04408852505199312,0.11579621146960584,0.004751019308103066,0.1140553707665104,0.1396290421473404,0.13619861002287717,0.13527231879686533,0.13568863397310912,0.1369811071845114,0.01340596314185416
2016-04-01,3.5515400171279907,4.025694978237152,5.0758599758148195,0.2468875005841255,0.03236450012773275,14.15,14.13,26762,815961,113029,281077,139948,1526375,7.69,20.21,132062,25548,4191,1145,547,222,63,959,112,445,8046,11782,14014,6464,102.6,96.4,104.1,76.7,95.7,77.11,86.82,91.18,39245389,102127,88303,11.3,88.4,3.4007101690407855,0.61,0.33,0.49,0.55,0.64,-0.697321441111798,188.81,181.15,61.1,1076.9331981580071,6150.234328075702,2139.9856091681795,2352.9269397517064,0.07291764143194324,0.071386319872905,0.04604377557613604,0.07169181778368316,0.18404888500912642,0.07762360618120545,0.007262116612582581,0.054951885190405836,0.14465667411920138,0.13247369422878852,0.1270430153313689,0.1261414212838562,0.12726091112644883,0.012811039094781318
2016-05-01,3.530852172685706,3.9911174152208413,5.128882615462594,0.25011521577835083,0.0324321739051653,14.15,14.13,26280,816935,112406,283030,140625,1533354,7.65,20.43,137429,24719,4059,1280,508,232,51,913,112,456,7379,10932,13973,6397,104.4,101.2,105.1,79.4,98.8,76.82,88.14,91.58,39179003,102287,88541,11.3,85.5,3.3896471761608473,0.78,0.82,0.64,0.08,0.98,0.592591854056046,190.48,178.85,65.37,1079.5297807512934,6145.988413767136,2137.995309118593,2348.2059468667076,-0.09770326582033151,-0.09406496630419658,0.03744120656041483,-0.10474122481208092,-0.16395222584147662,-0.08376031408038309,-0.049092934436664626,-0.04181045366551639,0.14194163399608806,0.1320591481525253,0.12781348944631354,0.12726116962470502,0.12843300077220657,0.013668109681786555
2016-06-01,3.4135454784740102,3.8411272655833852,4.857068256898359,0.24195227162404495,0.03238136338239366,14.15,14.13,26107,806430,111578,284491,136128,1536798,7.74,20.53,139567,26849,4188,1198,516,250,54,968,114,455,6848,10614,13916,6207,105.4,98.5,107.1,82.8,101,77.05,86.74,92.82,39091283,102389,88481,11.4,87.6,3.349051081933315,0.35,1.69,0.26,1.93,0.47,0.559792789538793,190.51,176.96,70.83,1079.693198544674,6149.47419293292,2139.8316304304,2350.63136745074,0.06154143575202986,0.06477070122460593,0.016001389267905397,0.07079416656995874,-0.062297578964245814,0.07967027979011188,-0.03185114728679517,0.09044293651316515,0.14292735399155257,0.13179932117660947,0.12569491551182446,0.12359942382120473,0.12276683206424022,0.01412830412094479
2016-07-01,3.27619997660319,3.622409525371733,4.304833344050816,0.2200104757433846,0.03151857125617209,14.15,14.13,26046,801257,110621,277789,135565,1538189,7.76,20.56,146578,28192,4682,1947,510,236,43,953,120,455,6686,10381,14120,6106,105.5,101.9,106.3,77.2,102.8,76.59,88.22,92.75,39007043,102304,88232,11.7,87.2,3.2588513637250736,0.52,0.18,0.37,0.49,0.64,-0.208472916972768,177.69,180.87,69.11,1185.9415188845444,6323.808630079502,2241.747901400997,2411.963148800695,0.1101297071976366,0.11314238019605538,0.059725545734238494,0.10477004165296888,0.13870341714471368,0.11547969393761037,0.10329889742780196,0.14627785441693253,0.14338467510451453,0.13226489378261072,0.1256052753477973,0.12288895813106966,0.12114922660986864,0.013150634528492633
2016-08-01,3.2057652266129204,3.5919912898022197,4.200221766596255,0.21605173789936563,0.031648695387918015,14.15,14.13,26221,795971,109746,275567,133897,1546795,7.77,20.73,148967,29121,4385,1414,526,250,47,995,117,469,6750,10428,14270,6281,113.7,112.8,113.9,83.8,107.2,76.9,88.14,93.4,38984957,102239,87996,11.9,84.9,3.204302474322606,0.44,0.15,0.32,0.29,0.31,-0.378665200287953,173.26,179.93,68.67,1183.6826634017543,6320.7257106772095,2239.729828650735,2410.862873404396,0.013060160586203295,0.011197655107004989,0.017920506912442402,0.016998978132025444,0.02514396402213337,-0.07391605861424333,0.01804921408382243,0.0018535111298512152,0.14189821434710329,0.13015727461809093,0.12408822904951665,0.12229241735235699,0.12202253052274428,0.015119167748764317
2016-09-01,3.25082380431039,3.639280943643479,4.278304713112967,0.21496904818784623,0.03192428588157609,14.15,14.13,26168,789133,109542,277385,132256,1550208,7.85,20.96,130997,23974,4154,828,549,238,54,1001,114,485,6998,10890,14086,6398,112.7,107.5,114,79.9,104.3,76.78,84.99,92.34,38952688,101978,87759,11.9,85.5,3.209844403744357,0.08,0.2,0.07,0.33,0.08,0.244391610839179,174.84,184.53,73.58,1183.1612821348306,6320.720073203471,2239.323315833229,2410.686461452384,0.00632444492425055,0.006028676158807977,0.027694936930921177,-0.012401490622518274,0.018433888473875948,0.006202282309658136,0.016363799108670918,0.0012713833527695506,0.1374633004730763,0.12399046899630527,0.11759239378366194,0.11615902777648322,0.11676076943647737,0.01307873005339788
2016-10-01,3.188033308301653,3.5170094966888428,3.942214295977638,0.209902381613141,0.030742380768060684,14.05,14.03,26042,779428,108945,275056,130855,1547944,7.97,21.15,132346,22510,3419,757,536,222,65,940,114,442,7031,10856,13969,6373,113.2,110.8,113.8,77.9,103.4,76.54,89.62,90.69,38873923,102068,87837,11.9,84,3.200529273119288,0.26,0.16,0.34,0.21,0.17,0.152805071927742,172.03,182.41,80.67,1311.416412985548,6364.2359737146235,2339.2999788567217,2462.2097033164614,0.11145281112829553,0.10753457152323165,0.03847361030808627,0.1409927918894105,0.17796762525259058,0.03712991425335699,0.010293986998288984,0.0699861638965269,0.13558881065135175,0.12333509522332019,0.1167669746285679,0.1146290226652254,0.11395708496406581,0.012687830654764642
2016-11-01,3.3439272858879785,3.6112863800742407,4.1566044959154995,0.2184904536063021,0.03092363654551181,13.9,13.88,26434,776474,108539,273794,127812,1558281,7.97,21.15,148675,24872,3788,803,567,230,50,923,112,421,7335,11134,13946,6366,110.8,113.6,110.1,81.1,98.9,76.58,92.86,91.29,38755889,102427,88040,12,84.5,3.1531309290193668,0.18,-0.03,0.17,0.16,0.07,0.755568094770753,181.96,203.21,79.63,1312.3993689271667,6365.763356149686,2339.7855652089147,2463.110149621903,-0.04711806058266188,-0.05002293053765006,-0.025870662594383753,-0.07750944828304485,0.14172776499172812,-0.11350128695109563,-0.022889345985915077,-0.08471510647701042,0.13219662873640525,0.12089294701215379,0.11686070298070525,0.11714687868481598,0.11982891705842127,0.012169776423406553
2016-12-01,3.3582363562150435,3.5397136319767344,4.192109107971191,0.21187363700433212,0.028955454684116623,13.65,13.63,26655,765963,106919,281365,120517,1569164,7.88,20.52,169971,29002,4446,927,625,232,58,853,118,463,7526,11357,13539,6366,96.4,90.7,97.7,68,86,76.73,116.32,96.83,38277782,102650,88055,12.2,85.7,3.056525197032731,0.3,0.54,0.33,0.34,0.14,0.702788165542367,181.07,204.77,90.46,1311.0633252397824,6364.095487456162,2339.0319507337426,2462.0567932085332,-0.02681736840328175,-0.025515507283068728,0.014963557287726026,-0.015224414740029557,-0.03476043053528177,0.015115522004610193,-0.017146175252536255,-0.005633299056645891,0.12813960690560833,0.11491366301515606,0.11041595792994727,0.11099215904292302,0.1144766551193776,0.01285924643448122
2017-01-01,3.196445432576266,3.3958045460961084,3.944381843913685,0.20115772837942297,0.027774090878665447,13.17,13.15,25549,753354,105138,267760,118918,1574530,8.04,20.9,121378,22175,2940,707,551,205,48,803,124,384,7778,11906,13188,6516,96,93.6,96.6,65.5,87.3,76.93,89.14,86.7,38246707,102775,87582,12.7,84.5,2.930237637833583,0.38,0.64,0.69,0.41,0.42,0.237863910110114,177.15,197.06,85.96,1767.8829237220407,7067.904772621952,2566.483123767533,2882.0295656276326,0.06847021883755011,0.07208436003814733,0.03758406538597692,0.0879388895781541,0.08821639467765707,0.16502565524892532,0.03260940533120582,0.11500382177060398,0.11830857299451235,0.10755695132758855,0.1041427156420396,0.10487333398726086,0.10807714910299865,0.013509237375510574
2017-02-01,3.1017299771308897,3.300600016117096,3.877085030078888,0.1989090010523796,0.027443999983370305,12.82,12.8,25527,752305,104352,266681,118550,1575512,8.09,21.21,112374,20017,2611,647,582,217,45,906,113,410,7684,11370,13487,6332,94.6,101,93.1,74.1,85.9,76.56,82.01,82.92,38296336,102906,87070,13.3,84.4,2.798110663516701,0.33,0.08,0.31,0.65,0.24,-0.268517131275559,170.8,194.84,81.6,1774.1089444987465,7078.991243242613,2569.384385732642,2889.833657343628,0.03096967974996967,0.03303948429474923,0.04866904429627317,0.05782655641911005,0.016294471282330525,0.03740626115938572,0.0033565145915470662,0.05692210913431284,0.11006143454307328,0.1011882368827442,0.09848749119037324,0.09921539460467031,0.10203342372600578,0.010377501477428552
2017-03-01,3.12468263377314,3.335060876348744,3.8556217525316323,0.2011743479448816,0.02765739126049954,12.15,12.13,25260,750741,103458,267329,117340,1584667,7.89,21.09,158055,25761,4120,1169,585,240,60,984,115,422,7965,12149,13931,6538,108.1,119.9,105.3,85.8,97.6,76.87,88.52,89.89,38238742,103151,86649,13.9,84.4,2.6669529457722416,0.25,0.01,0.47,0.16,0.32,-0.0600676071900064,166.61,196.18,78.11,1765.2984878246098,7070.323510031041,2564.3643842422102,2888.761193373539,-0.025346456692913466,-0.023548340447945515,0.001951835020651993,-0.020353355540302043,-0.0790040471229364,0.003915550328447148,-0.024658132203738914,-0.014528584073497552,0.10321066556926817,0.09669121334170498,0.09563504125956519,0.09720294206390072,0.10078191529676084,0.012856374433843465
2017-04-01,3.1378999891735257,3.3590666566576277,3.9642904713040306,0.20456952424276442,0.028493333341819898,11.59,11.57,25107,744027,102308,263909,118820,1586373,7.96,20.57,131499,20858,3488,1062,559,216,49,869,109,413,7697,11135,14179,6454,94.6,96.9,94.1,72.4,90,76.64,88.31,85.94,38313124,103332,87003,13.7,84,2.7064011092019746,0.14,-1.1,0.12,-0.02,0.08,-0.177230050405097,165.4,193.74,81.35,1465.3857439764267,6814.394911475341,2385.1496937846327,2921.302549407542,0.005719779287612692,0.008780732376796108,0.001495459509449848,0.014956372024605535,-0.029601631543167972,0.01980141438674199,0.008484432075691828,0.034309474401461815,0.09592440331252783,0.0934735787774437,0.09530419313874158,0.098370388331111,0.10332799363765376,0.008902112673376372
2017-05-01,3.20310434051182,3.5409087098163106,4.138443459635195,0.20399347789909528,0.02855347841978073,11.15,11.13,25170,737068,101184,259749,118699,1596592,7.86,20.41,163284,26831,4119,1317,561,238,44,936,110,419,7248,10939,13662,6342,110.1,122,107.4,85.7,103.1,77.16,90.43,89.81,38357968,103515,87464,13.4,85,2.7653334544492436,0.31,-0.93,0.52,0.63,0.36,0.535164656097042,171.68,195.29,80.8,1471.5675418307671,6823.924751831322,2389.5668317983286,2921.3517808825245,-0.03940107158062156,-0.03656857161875304,0.01026101991296069,-0.07586344141362156,0.020887508967001533,-0.09607598660708017,0.008327108966525998,-0.010847513456456515,0.09367560686980039,0.0921859249363887,0.09564588850419903,0.10012243666793239,0.106951347948728,0.010771767171945612
2017-06-01,3.2881428627740767,3.6923095158168246,4.206380934942336,0.20448904732863107,0.029656666464039257,10.15,10.14,25281,734640,100017,265251,117948,1604318,7.85,20.17,161030,28025,4179,1562,576,246,44,981,111,433,7010,10791,14014,6328,105.3,104,105.6,83.4,101.1,77.1,89.24,90.06,38374819,103791,87997,13.1,84.4,2.8223791043377617,-0.23,-0.67,-0.32,0.93,-0.3,0.0181272517269182,171.84,198.8,78.17,1470.4753168763132,6812.352172864984,2387.025025815491,2920.005391370938,0.002575595397377617,0.0029827750593789393,0.008455086908958354,0.01968815577063321,0.021190278822347475,0.02115524696619797,-0.03587086056281952,0.003943086354347924,0.08930111462110976,0.08858076677421357,0.0928051565142214,0.097808731012716,0.10525491478865613,0.008875150850786495
2017-07-01,3.1944714387257895,3.685323817389352,4.155133406321208,0.18670636415481567,0.028449047445541338,10.01,10,24947,725000,98401,257375,115977,1609007,7.87,20.21,151677,27132,4524,1467,549,242,50,978,120,418,6655,10429,14057,6168,110.8,110.7,110.8,83.1,105.6,77.39,90.94,89.75,38425600,104012,88344,12.9,84.4,2.8638317522694905,0.24,-0.72,0.38,0.3,0.17,-0.982249008175518,168.11,199.63,77.91,1524.306210297327,6354.231629553821,2329.718507133417,2847.286353916788,0.04494878724185081,0.04910482449141118,-0.0038329138823800513,0.0408196258116007,0.046070562684457084,0.0994566537153958,0.03257064326357417,0.08136387965413006,0.08269831459197959,0.08026058683470265,0.08432228941072606,0.08986898433427762,0.09845034880870385,0.009446215528840174
2017-08-01,3.1517174243927,3.718826096990834,4.084278272545856,0.1810165216093478,0.028703043723235958,9.15,9.14,25252,722873,96298,248158,115215,1620808,7.8,20.14,180881,28974,4821,1844,547,250,80,1015,117,450,6719,10475,14325,6368,121.2,133.7,118.2,91.6,111.6,77.31,91.28,91.01,38475042,104213,88728,12.7,84.1,2.9070565727325115,0.19,0.1,0.13,0.36,-0.03,0.106597147349552,160.08,207.01,79.41,1522.7987116631114,6367.964174845701,2331.3483600868753,2849.4339634555486,0.07216577134601421,0.0734714707243842,0.008619730034507889,0.06714775276260698,0.1362769735185443,0.025924545492193696,0.0955232964951156,0.08545495106104117,0.07703947119508933,0.07707087906956789,0.08286238161490704,0.08929505961461366,0.09868122203099816,0.009157849585311073
2017-09-01,3.136870002746582,3.7274449944496153,4.177290034294129,0.1815964996814728,0.028328999783843754,8.35,8.34,24984,715495,94822,252656,115408,1624211,7.76,19.82,168008,25562,4542,1105,536,236,81,1018,115,473,7115,11097,14303,6521,115.7,124.7,113.5,85,107.1,77.52,90.29,89.39,38524325,104336,88987,12.5,84.8,2.95386635485355,0.16,0.47,-0.02,0.06,-0.02,1.06155751647776,161.96,211.02,84.12,1522.992789058249,6365.31057667188,2331.036114855744,2849.0421590970122,0.04909843510370582,0.04691772093829316,0.06576295585412684,0.06500100312213553,0.004540787944298463,0.03751396009095931,0.046394550476861696,0.03675611103261356,0.07301430813644437,0.07263398193793164,0.07847922900543858,0.08514375035956795,0.0949478880296272,0.007165254131275445
2017-10-01,3.187127265063199,3.743295441974293,4.209190888838335,0.1825409077785232,0.02822772709822113,8.01,8,24978,708080,92871,250670,115468,1636329,7.77,20.11,166842,29777,5055,1170,524,223,87,997,117,473,7309,11175,14260,6639,121.4,130.6,119.2,89.8,109.6,77.69,91.94,90.36,38611250,104456,89357,12.3,83.9,3.0052136940531535,0.42,0.2,0.33,0.31,0.37,1.50623803686731,166.48,217.08,88.01,1541.4574660851401,5852.063317943684,2270.5051761182235,2783.6122115442895,-4.541680563735495e-4,-0.001287303313783572,0.0023457373764659284,-0.015144239648358093,0.06731319025172078,-0.05562400300880588,0.00652142326583105,-0.01483661142945647,0.07113391768217336,0.07360066081309133,0.08126069035631901,0.08874813879298417,0.09919250987227425,0.00708780016610322
2017-11-01,3.2556476025354293,3.818966649827503,4.305395194462368,0.18634181943806735,0.028846190532758123,7.4,7.39,24778,702502,91708,254987,115336,1650998,7.86,20.03,168888,28366,5496,1446,526,230,72,973,119,475,7491,11462,14406,6503,116.5,130.8,113.1,87.7,104.2,77.84,98.43,90.67,38606449,104733,89732,12.1,84.8,3.046428174343054,0.28,0.52,0.36,0.31,0.18,1.59309362367452,176.05,218.67,95.52,1541.4130898748754,5856.089410135994,2270.970983603637,2784.155690256712,-0.03415617700723439,-0.03378733027115344,-0.005920242918616814,-0.039207891085024205,-0.04307312011203801,-0.015806531352138165,-0.04726454912600353,-0.02425328554360806,0.06878319935415483,0.07218202064985434,0.08147063793645462,0.09038060078720223,0.10272107850372303,0.006109641691321777
2017-12-01,3.2932428405398415,3.8956190517970493,4.4138238316490535,0.18682285504681723,0.02916095255031472,7,6.99,24668,694729,91569,270076,116161,1660162,7.78,19.29,171978,32865,6174,1603,571,223,39,863,125,515,7620,11441,14179,6389,100.7,109.9,98.5,74.9,91.4,77.7,120.93,97.37,38265818,104682,89967,11.9,86.8,3.0717935824527554,0.44,0.89,0.21,0.07,0.26,0.262540937017586,173.02,219.7,96.01,1544.0881231040432,5859.646171827494,2271.124476334416,2785.5772431845467,0.062157274959203646,0.06346157145149256,0.006045872720371603,0.0436652926113299,0.07948389030685332,0.061702038595169206,0.0682559035271062,0.07030862327853415,0.05382556106226954,0.06763739619007421,0.08073915918059942,0.08948346771406025,0.09947724284287256,0.005698339469027314
2018-01-01,3.216039160023565,3.910813051721324,4.433517331662386,0.1695182602042737,0.028937825933098793,6.9,6.89,24420,680733,89366,257130,115641,1670402,7.83,19.53,149041,26496,4593,1115,502,211,43,839,132,465,7612,11957,13900,6602,101.3,112.3,98.7,77.1,93.1,77.71,91.96,85.42,38356885,104707,89589,12.3,85.6,2.9782592710700806,0.29,0.76,0.69,0.31,0.23,0.442883519498838,171.89,226.95,99.46,2043.294311690687,6484.603936904861,2288.0560745956955,3049.4862683385304,0.1144237290481529,0.10744338309716595,0.02639616251807797,0.19278606034764345,0.12074386847542895,0.038336684671897325,0.0495957327083687,0.04335181806687016,0.05335986062742746,0.06842202825629465,0.08033882902866095,0.08723758240484387,0.09428842857084105,0.007039515334260837
2018-02-01,3.243725025653839,4.0056949853897095,4.536615037918091,0.16370550096035003,0.030049499962478875,6.72,6.71,24588,676286,88222,256988,115938,1669009,7.85,19.94,129782,21857,4107,1134,514,223,43,926,121,469,7572,11659,13563,6413,96.8,116.4,92.2,79.4,88.5,77.84,83.25,81.03,38433916,104602,89093,12.7,84.2,2.8931498426657205,0.32,0.07,0.17,0.13,0.18,0.304761570037893,174.84,231.79,94.14,2047.6907847487257,6489.6300373967515,2286.3242397195486,3052.7517254186137,0.00553306175170154,0.004164175920152724,0.011456177277560764,-0.0055544115971598584,0.061278921479322124,-0.03856669113738187,5.039125844275016e-4,-0.0036933801930945087,0.05599844008217726,0.06711396803100206,0.07770372800103838,0.08478868614527257,0.09289604316463607,0.005357493524360768
2018-03-01,3.274922728538513,4.037113601511175,4.5755954655733975,0.16199318251826547,0.03087954536419023,6.58,6.57,24700,678625,87096,263609,116793,1678623,7.73,19.81,172842,27204,5968,1339,537,222,45,979,118,477,7866,11950,14733,6592,109.9,138.6,103.1,93.4,99.1,77.96,95.64,89.08,38509034,104751,88637,13.2,84.5,2.785034090945252,0.09,0.64,0.17,0.24,0.07,0.938218797749735,171.09,224.14,96.08,2042.3392132787067,6479.146711211909,2273.8800753816295,3055.924231013613,0.0021924000914015362,7.889932315532366e-4,0.019957515109824575,0.017330195511260582,0.02860595740005767,-0.008820547927171352,0.0078010307963993775,7.472066634615082e-4,0.05673083153770596,0.06379485664960102,0.0732122196241796,0.08069973159956802,0.09020040535429832,0.006313890007850986
2018-04-01,3.4026863791725854,4.175727280703458,4.787931832400235,0.1681627258658409,0.03163681814277714,6.4,6.39,24649,674150,84898,261261,117597,1688992,7.64,19.96,178803,31137,6222,1160,516,229,35,968,120,461,7847,11933,14381,6563,108.6,131.8,103.2,89.3,99.6,77.97,88.95,87.68,38640494,104653,88845,13,85.7,2.8401915781752,0.22,0.57,0.34,0.29,0.21,1.44111575339325,174.02,236.5,105.4,1901.5987328998476,6180.142322874856,1871.7084690564532,3179.528696261602,0.005465928838166434,0.008173596271521477,-0.008606428735037364,-0.04122881605470052,0.08121495327102801,-0.05618350622268853,0.00883034834158547,0.023730697103697462,0.05922377558931253,0.06356895585805034,0.07235009608251955,0.08027729889220288,0.0909637611831709,0.006164011683573056
2018-05-01,3.628860857175744,4.2825956137283985,4.885313034057617,0.15420043598050656,0.033087826293447746,6.4,6.39,25523,673611,83255,260926,121243,1698149,7.47,19.66,164415,30496,5717,1242,454,210,26,765,118,435,7418,11401,13863,6634,99.4,108.4,97.3,80.2,95.5,75.47,92.9,86.42,38683556,104594,89000,12.8,84.3,2.8894131714056255,0.4,1.38,0.41,0.23,0.43,2.62996381827325,188.25,250.89,121.01,1907.9834727658624,6192.051048346539,1883.120382415579,3175.681569497619,-0.10794594428952287,-0.10908080183638358,-0.052685848753877385,-0.14526620013663982,-0.02177926231431293,-0.09269761747280425,-0.06300896536397194,-0.11307046903975759,0.06421614614603163,0.07006896287485816,0.08120284028825124,0.09112172769543853,0.10443016270242261,0.006030237454738074
2018-06-01,3.7768449902534487,4.407089972496033,5.019715023040772,0.1425209991633892,0.03430299963802099,6.4,6.39,25648,672901,82120,269023,122819,1706124,7.42,19.58,163497,31531,5730,1205,482,266,30,1051,121,492,6885,11066,13778,6504,109.9,119.2,107.7,90.8,104.5,77.71,90.66,90.94,38691953,104610,89297,12.6,85.6,2.93546498483407,1.26,1.87,1.19,0.97,1.43,2.11839093057611,192.98,260.76,125.79,1900.5614402530964,6180.436735857578,1879.4559820738734,3178.073569816517,-0.05366466967132011,-0.05194729995984748,-0.040147056830961536,-0.06710574257325885,-0.008085156070020805,-0.04940129048269015,-0.03536648144553323,-0.03662198083800272,0.06183243596502809,0.07382352435879598,0.08741322581225788,0.09747372555654842,0.10976066612450751,0.00346390066639346
