ref.date,cambio_usd,cambio_eur,cambio_gbp,cambio_ars,cambio_jpy,juros_selic,juros_cdi,credito_agro,credito_industria_total,credito_construcao,credito_comercio,credito_transporte,credito_pessoa_fisica,spread_icc_juridica,spread_icc_fisica,veiculos_automoveis,veiculos_leves,veiculos_caminhoes,veiculos_onibus,consumo_gasolina,consumo_glp,consumo_oleo_combustivel,consumo_oleo_diesel,consumo_demais_derivados,consumo_alcool,consumo_eletricidade_comecial,consumo_eletricidade_residencial,consumo_eletricidade_industrial,consumo_eletricidade_outros,producao_bens_consumo,producao_bens_duraveis,producao_bens_nao_duraveis,producao_bens_capital,producao_transformacao,capacidade_instalada_industria,vendas_varejo,vendas_servicos,trab_caged,trab_pop_forca_trab,trab_pop_ocupada,trab_tx_desemprego,trab_hrs_trabalhadas_industria,trab_razao_vagas_desempregados,price_ipca,price_igp_m,price_ipc,price_incc,price_inpc,price_ipp,indice_commodity_agro,indice_commodity_metal,indice_commodity_energia,trab_menos_de_1_mes,trab_de_1_mes_a_menos_de_1_ano,trab_de_1_ano_a_menos_de_2_anos,trab_x2_anos_ou_mais,asset_MLCX,asset_ibrx100,asset_ifix,asset_ifnc,asset_imat,asset_imob,asset_indx,asset_smll,titulo_0_25ano,titulo_1ano,titulo_2ano,titulo_3ano,titulo_5ano,retorno_mensal
2018-07-01,3.8250043703162153,4.467326102049454,5.038169549859089,0.1382943482502647,0.03432726066397584,6.4,6.39,25794,666643,80007,263447,121786,1713564,7.35,19.34,176047,32438,6666,2325,444,232,31,1011,131,491,6747,10791,14523,6483,115.7,129.7,112.4,89.2,110.3,77.71,90.07,89.67,38750098,104967,89726,12.4,84.6,2.9771336736553455,0.33,0.51,0.17,0.61,0.25,1.07201631782676,195.08,244.25,126.38,1701.9877128414314,5879.085744394622,1880.272196052458,3219.9289906952013,0.09182451122033375,0.0883583488303481,0.01374916479235111,0.11844790351832679,0.08578655170768168,0.06154649436258919,0.06083712343387937,0.050864168122386255,0.06309544320832869,0.07275552827100469,0.08443002685377844,0.09334274154745476,0.10441962223373297,0.006871188110694426
2018-08-01,3.923204552043568,4.527477242729881,5.0505499839782715,0.13181318207220596,0.035342318429188294,6.4,6.39,26394,669529,78586,266373,126748,1731984,7.19,19.25,203896,35273,7439,1990,474,246,67,1055,125,545,6895,10809,14682,6671,123.1,147.2,117.4,100.3,113.7,77.9,95,92.53,38873842,105283,90172,12.3,84.5,3.001885355992509,-0.09,0.7,0.07,0.15,0,0.824955766948032,196.26,242.48,129.56,1707.1781617393767,5891.304328482415,1879.8244018967546,3219.164606522216,-0.028592516739921137,-0.031254312298414466,-0.006985573977460358,-0.047319961333977756,0.02325663167086156,-0.04950890729952817,0.0014677281096799888,-0.04248339262664114,0.06608403535352754,0.08086457827083236,0.09560758805023319,0.10577664787222589,0.11766832164828214,0.006580600985316876
2018-09-01,4.104123796735491,4.7827047393435524,5.3557952245076494,0.10658295168763116,0.03665328593481155,6.4,6.39,26375,670581,77960,274034,126142,1740771,7.29,19.13,173174,31508,6703,1938,442,229,58,998,125,541,7031,11130,14164,6754,112.9,119.5,111.4,88.5,104.3,77.6,90.44,89.81,39024848,105624,90704,12,84.2,3.0789126208689943,0.48,1.52,0.45,0.23,0.3,2.44612293391557,206.97,249.44,142.21,1707.7355960897094,5885.577040453034,1880.1672828087806,3218.616838927916,0.03571110761248275,0.03229526374750291,-0.0021454713726810626,0.02617834249490758,0.029732314670576576,-0.011562469678838228,-0.006511377131696916,-0.01962280032616981,0.06448288085274051,0.07807337525779606,0.09160618780590979,0.10092983724931864,0.11182373507462305,0.0055012755767660515
2018-10-01,3.7642499967054888,4.3234591050581495,4.901345469734886,0.10148813677105037,0.033381454477255997,6.4,6.4,26208,661476,76517,269154,123261,1759757,7.36,19.21,208650,35887,7919,2109,452,229,33,1026,123,586,7431,11527,14659,6811,123.2,139.9,119.3,99.1,110.1,77.6,93.74,91.72,39091453,105878,91062,11.9,84.2,3.1026238221539586,0.45,0.89,0.48,0.35,0.4,-0.601398504192452,194.34,232.99,133.95,1857.5268252103633,5492.186592454259,1909.4302583748947,3152.2548507238753,0.10158222410215068,0.10419901107746576,0.05042158516020234,0.16554522555303697,-0.064560802449395,0.2326620093909002,-0.022786266421735646,0.12590888358241004,0.06394411084954144,0.07004835317773928,0.07844801309669894,0.08521758066415046,0.09387738030890039,0.006422578458464612
2018-11-01,3.772268208590421,4.290686325593428,4.874877279455012,0.10394636338407343,0.033294318413192574,6.4,6.4,26197,664831,75509,273311,124978,1784716,7.41,19.26,192120,29119,7759,1911,462,230,34,993,125,579,7574,11759,14409,6700,115.2,127.7,112.2,89.9,102.5,77.4,102.88,91.48,39154621,106031,91380,11.7,84.5,3.156198473483041,-0.21,-0.49,-0.17,0.13,-0.25,-1.679373700417,195.76,229.03,119.66,1854.6250278893829,5496.741733505656,1908.966591580706,3152.888213360665,0.026014543185581607,0.026617838553418594,0.02587806139740656,0.06955547991181499,-0.022239530535134167,0.014228073901040528,0.028021457747069878,0.04789252628756979,0.06446240957065544,0.06972518032946534,0.07790558387212537,0.08478719640519158,0.09378025085760129,0.005714446264824202
2018-12-01,3.8831619194575717,4.415252344948905,4.916938055129278,0.10275285691022873,0.034583285805724916,6.4,6.4,26218,674029,75049,289875,127173,1803027,7.24,18.89,189373,35468,7603,2061,512,216,34,894,132,606,7783,11719,13796,6758,96.3,95.4,96.5,71.3,86.7,77.6,121.74,97.76,38812263,105947,91360,11.7,85.1,3.1310819899548226,0.15,-1.08,0.29,0.13,0.14,-1.22605139188792,201.44,235.59,110.42,1858.978229959381,5505.368968769281,1909.1782554862805,3155.4729907354204,-0.01572404275723338,-0.012886349742208258,0.022221546031897743,0.004039226300776688,-0.042596274878231144,0.06532663316582932,-0.022218868354727195,0.020978543895755264,0.06426781683209283,0.06617139512904498,0.07276779694419688,0.07930202615959492,0.08845566567411835,0.006037221229324041
2019-01-01,3.744713036910347,4.281273924786111,4.824073936628259,0.10019947847594386,0.03437408707712008,6.4,6.4,25829,663171,72989,274377,125173,1814074,7.36,19.26,163779,26861,6932,2203,463,207,31,891,137,549,8125,12938,13927,6820,98.9,107.4,96.9,71.4,90.8,77.5,93.69,87.09,38856929,105941,90893,12.2,85.5,3.0063848560310635,0.32,0.01,0.57,0.49,0.36,-0.455490000000003,195.69,230.31,103.37,2164.1516660866896,6206.3759137240495,1920.0024658405262,3361.113490414523,0.10581441633050725,0.10713449901374084,0.024706687815478023,0.13772621837238308,0.06466661585559508,0.1042649371069182,0.10871196889609358,0.09410637918745546,0.06003851365403721,0.06377375318706956,0.07077374589196873,0.07697785604289827,0.08527335128106028,0.006545335017883458
2019-02-01,3.713704991340637,4.2169650316238405,4.830080032348633,0.0970577497035265,0.03365980014204979,6.4,6.4,26241,659253,72538,275962,126901,1823184,7.35,19.68,162508,27324,6816,1986,485,224,39,983,128,568,8209,12627,13574,6915,102.3,131.4,95.4,84.8,92.1,77.4,86.57,84.12,39049432,105940,90477,12.6,86.9,2.9253929298105246,0.43,0.88,0.35,0.09,0.54,0.150816956153599,194.25,237.39,104.24,2163.938799582742,6207.369139628121,1919.7999558414065,3361.6707301869046,-0.01643439672494007,-0.01762757324030584,0.010320829650287022,-0.025333374994358282,0.028614040059059542,-0.05704369493637074,-0.02140265674966424,-0.01818468679383567,0.060489953127499274,0.06513143451379809,0.07217258090223817,0.07803764936808726,0.08565322708096973,0.005885291724977426
2019-03-01,3.8290227109735664,4.331554499539462,5.047149983319369,0.09309868209741333,0.034453136677091774,6.4,6.4,26850,654673,73106,284232,130372,1836305,7.35,19.75,170450,29066,7628,2004,461,213,33,924,122,527,8055,12384,14070,6801,101.6,117.2,98,82.5,94.1,77.2,91.39,87.01,39010820,106273,90410,12.8,83.4,2.867821847976438,0.75,1.26,0.65,0.31,0.77,1.13246810460421,196.56,247.03,110.08,2150.9708646527783,6197.606376525478,1916.6596733754861,3362.5096451199765,-0.0018790113341526915,-0.0011436493070828835,0.01986395899053628,-0.020057561747084507,0.016587018048531466,-0.03534352585881473,0.008237859963707628,0.0010056450902229397,0.06137851341943819,0.06553509389563117,0.07213100026621952,0.07770675265451325,0.0849993383553973,0.005294209472619382
2019-04-01,3.8960227099331943,4.372090881521052,5.075249975377863,0.09061559120362456,0.034887000410394234,6.4,6.4,26847,646331,72330,277790,130639,1852546,7.45,20.02,189076,32216,8488,2142,489,228,35,976,117,562,7782,11569,13930,6604,108.3,133.1,102.4,89.3,98.6,79.1,90.53,87.08,39147204,106674,91036,12.6,84.6,2.9125381558589276,0.57,0.92,0.63,0.38,0.6,1.1341188302546,198.98,247.49,114,1823.445305984604,5955.617316057992,1834.6719298863345,3380.9974083965317,0.00957691907777014,0.010568733469799918,0.010282248320525822,0.012535849166336321,-0.06471497683758909,0.016717213716186397,0.052057293180628905,0.01662825923720246,0.061316892814571346,0.06646018112256345,0.07342341072714037,0.07899211135552053,0.08607813439008144,0.006079521907870422
2019-05-01,3.995723849251157,4.470199996774847,5.137577273628929,0.08914150026711551,0.03633152356459981,6.4,6.4,27060,645444,71613,278813,130619,1870663,7.36,20.08,198756,35391,9197,2096,465,230,32,973,112,551,7768,11927,14235,6728,114.9,139,109.2,97,106.7,78,93.82,90.57,39187878,107027,91538,12.4,85.3,2.952818206560479,0.13,0.45,0.22,0.03,0.15,1.14240758613242,193.74,242.52,113.97,1834.8788478591766,5963.487968459423,1838.8151149798334,3382.9042884445603,0.010380472785815442,0.011412716135082546,0.01763638900516251,0.04360554602737832,-0.053623113263653654,0.05965912507968585,-0.026072696168329856,0.01969783410419934,0.06303866381789844,0.06309559761448533,0.06775218720196054,0.07289664175438511,0.08037372214822505,0.005767810423660702
2019-06-01,3.860190471013387,4.357080936431885,4.89313809076945,0.08828938113791603,0.035711380697432016,6.4,6.4,25437,633696,70759,289627,129526,1882338,7.47,20.3,181272,32144,7804,1971,452,225,28,976,111,530,7141,11050,13864,6557,104.4,112.4,102.6,86.2,99.8,77.8,90.77,87.73,39247408,107170,91897,12.1,83.4,3.0265815414915824,0.01,0.8,-0.02,0.88,0.01,-1.1824556085847,189.84,231.93,98.31,1831.7995360287182,5963.64293394046,1834.1417436105835,3375.826983462138,0.03787634927788153,0.04098293292990651,0.028757898530569648,0.03243219535854891,0.032085182356372366,0.14997900089671856,0.031896678591671446,0.06985108625607572,0.06109863431451801,0.058112892233178476,0.06060202109368118,0.06461492182691513,0.07104248736747343,0.004872200714271191
2019-07-01,3.779360874839451,4.236143443895423,4.710704347361689,0.0889858260102894,0.03491200020779734,6.4,6.4,24689,624603,69938,280558,128604,1899265,7.51,20.26,195828,36375,9000,2396,478,248,34,1052,124,555,6915,10952,14133,6507,117.5,131.6,114.1,94.6,108.5,77.3,93.91,91.29,39299033,107207,92118,12,83.3,3.0547626709698683,0.19,0.4,0.31,0.58,0.1,-1.19095302342695,187.91,225.68,99.68,1846.7968902291934,6023.276666297269,1735.7175391018336,3184.164084913004,0.0055413117194607064,0.01167681677831478,0.012737519515631623,-0.01253853477479705,-0.043315482974504604,0.08613984523057483,0.06254886361488521,0.067541066275693007,0.0564746429954252,0.05358461633489805,0.05637964282546663,0.06068980248269277,0.06752778675648431,0.006054454452695035
2019-08-01,4.020128590720041,4.473214308420817,4.885995274498349,0.07759761881260645,0.037877095419736134,5.9,5.9,25442,628078,69569,284284,132762,1921792,7.42,20.38,195905,34788,9579,2709,482,240,31,1072,118,558,6946,10987,14223,6680,121.4,139.6,117.1,96,111.3,76.9,96.31,91.32,39426864,107332,92265,11.9,83.6,3.086853733033481,0.11,-0.67,0.17,0.42,0.12,0.561138929502314,187.31,232.67,98.98,1845.540876278053,6027.166571553574,1739.9429242820427,3193.7417406959134,-2.364698141141819e-4,-0.0016385186872446278,-0.0010753698934030664,0.011796006026220551,-0.08231853595010186,-0.005325384636356123,0.005962362887485195,0.004767507468365961,0.0540126936567161,0.05478012615376088,0.05943243306793621,0.06427102146524014,0.071157574539787,0.005108407367488077
2019-09-01,4.121104543859309,4.53480449589816,5.087704485112971,0.07276772741567004,0.03835222717713226,5.71,5.71,25560,626549,69319,295950,134822,1941277,7.38,20.37,187780,35371,9300,2323,473,229,32,1025,118,568,7244,11379,13901,6942,116.8,130,113.7,89.6,106.1,76.8,92.44,91.27,39588898,107535,92537,11.9,82.8,3.093688707174877,-0.04,-0.01,0,0.46,-0.05,1.11094948709722,194.95,243.61,107.86,1846.6271544275548,6014.812256940855,1738.25940103658,3187.945912388769,0.03254285743667795,0.03213124404821577,0.01037757510285342,0.020893394582607305,0.05706674443914905,0.007564890866399221,0.04211718156379973,0.020799143308622314,0.04974717174743981,0.04925289016670911,0.053715594535626375,0.05887277062922657,0.06647198731413896,0.004687423905097798
2019-10-01,4.086862043900923,4.514963605187156,5.164856455542824,0.07003827291456136,0.037797408855774185,5.38,5.38,25165,618517,68247,292970,134674,1964732,7.38,20.33,204500,36642,9498,2700,492,234,33,1099,118,599,7755,11973,14436,7120,128.8,150,123.8,96.8,112.9,76.6,97.72,94.29,39663056,107699,92881,11.8,83.1,3.120990846900519,0.1,0.68,-0.09,0.18,0.04,0.868112358360995,204.22,242.26,104.1,1906.905893493911,5345.587324037299,1682.8838161595113,2951.6136680380605,0.02253860595286139,0.022019187362766646,0.04013024073673943,0.04906858217554322,-0.024084224126618814,0.05143225034230747,-0.05089631462821065,0.02284444709785527,0.04652531231438694,0.04423815976797781,0.04770407505539664,0.05250655389444833,0.05994303506182215,6.279261736805708e-4
2019-11-01,4.147523857298351,4.58520998954773,5.343908264523461,0.06955804711296446,0.0381101430172012,4.9,4.9,25663,619940,67490,300460,138378,1987974,7.44,20.23,196737,34148,9163,2229,493,224,32,1008,120,598,8095,12424,14218,7258,116.5,129.3,113.5,87,101.9,76.8,106.08,93.19,39763653,107550,93282,11.3,83.7,3.2718803766924625,0.51,0.3,0.49,0.04,0.54,0.69296683397293,216.67,242.82,109.9,1903.6866047666113,5358.0642534423905,1684.2077036625124,2956.1451136921382,0.006813190024204108,0.0096816034403302,0.035200825220810916,-0.023406198111966425,0.13149847094801226,0.019964985813217373,0.07563763196075013,0.05143085851510909,0.045563239708514405,0.046685491863468494,0.051929620143463556,0.057277469060695974,0.0648372168368681,-6.8399180840506e-4
2019-12-01,4.110700954090465,4.567986379970204,5.381827506152066,0.06882499971173027,0.037653090940280395,4.59,4.59,25802,621535,66572,319016,139124,2017046,7.38,19.68,215154,36621,8328,2434,528,228,30,870,127,629,8048,12201,13604,7093,97.5,97,97.6,66.8,87.2,76.1,124.93,99.25,39456342,107418,93406,11.1,83,3.309152474823033,1.15,2.09,0.77,0.21,1.22,0.801195461055904,220.39,239.4,108.41,1913.9940236684859,5368.762251880096,1683.3183648467298,2958.802812937106,0.06791753734231087,0.0727374745895093,0.10632953436715042,0.053823326151469786,0.09982632011944292,0.17433287110630102,0.06713366948268562,0.12651075371145803,0.044420588788316104,0.04634716917950363,0.05209103271517398,0.05765765780480336,0.06537938947780406,0.004329742019165028
2020-01-01,4.132255906644075,4.588565204454505,5.407187565513279,0.06899217483790024,0.03781330455904421,4.4,4.4,25392,610706,65548,303316,139139,2033634,7.55,19.31,154556,29556,7181,2158,469,210,31,899,132,559,8020,12909,13534,6871,98.9,110,96.3,74.3,92.2,76.2,95.02,88.52,39568471,107307,93111,11.4,84.9,3.2345685824521513,0.21,0.48,0.59,0.38,0.19,0.102226020242591,224.73,244.1,104.95,2373.5611852819993,6023.073473384212,1646.6775495891527,3112.739907759304,-0.013429840970753282,-0.012537950365913653,-0.03762220179010378,-0.037657527231855004,-0.005366364502759291,0.03857840243077071,0.011297880414364192,0.004540702647335193,0.040143450227074294,0.04367796262410609,0.049818566423832616,0.05514129350263698,0.06217466453263906,0.005026984689117553
2020-02-01,4.339968609809875,4.732205009460449,5.629451060295105,0.07088780067861081,0.039439699798822406,4.19,4.19,25641,612168,65645,308233,142038,2042663,7.56,19.61,165109,27501,6516,1841,488,220,30,979,123,565,8039,12383,13899,6678,98.3,117.5,93.7,80.6,91.8,76.5,90.61,84.61,39785804,107283,92661,11.8,85.6,3.1427889834221134,0.25,-0.04,-0.01,0.33,0.17,0.57528706221166,226.97,244.69,98.43,2370.5138729068094,6021.102407456278,1646.6901154149064,3111.4266409874576,-0.08159330064459247,-0.08220491653720685,-0.03687347267716923,-0.05298725837802298,-0.10183697060011421,-0.10584149080724337,-0.10022901515084326,-0.08272976694803913,0.04040411357778883,0.042040351194370405,0.04806507973272767,0.05405612787213,0.0624383780392358,0.003082453660947948
2020-03-01,4.87292132170304,5.389891272005827,6.019560440726902,0.07724047743755838,0.04522765217267949,3.95,3.95,26812,656587,67466,333995,149302,2049113,7.38,19.69,131230,24554,6512,1295,399,239,31,956,87,448,7816,12432,14133,6763,93.6,105.4,90.8,78.3,90,76.4,90.34,84.58,39490825,106263,91138,12.4,80.4,2.997039375523845,0.07,1.24,0.34,0.26,0.18,1.78051622851698,222.98,252.59,78.1,2350.5664835312646,6061.89178431738,1641.8718776467747,3097.113113912698,-0.2959958008398321,-0.300888789348673,-0.1584818190099907,-0.3263284398674715,-0.21031526977491355,-0.412701489412841,-0.2782166267181285,-0.35068397911199223,0.031713262890196686,0.03544739141987993,0.04580928280828574,0.055735467999861864,0.06943338347601555,-0.04867654343763994
2020-04-01,5.31448635188016,5.766036358746615,6.594884525645863,0.08094250038266182,0.049307499419559135,3.65,3.65,27243,674728,69317,333872,152736,2029785,7.05,19.68,39487,11857,3902,460,350,237,33,840,18,383,6388,12318,12174,6383,65.2,20,75.9,42.5,67.3,73,75.02,72.05,38509429,103296,88191,12.7,65.5,2.935484920942735,-0.31,0.8,-0.18,0.22,-0.23,-0.0545353934517379,226.36,268.85,74.99,1526.372631124514,7733.74315146401,1452.9625108830846,2518.018639877907,0.10120074700523318,0.1026658084891483,0.04391163145022259,0.0362060299031155,0.09987550905799214,0.07490626815229451,0.1294616549912182,0.10192615428060425,0.0280094669770257,0.0302319961971311,0.04096823720956786,0.05194759006083846,0.06748295220843262,0.004881615999788647
2020-05-01,5.614943754105341,6.133366698310489,6.899011407579694,0.08322019023554665,0.052362904662177676,3.01,3.01,27127,679852,70287,337130,154991,2027853,6.71,19.15,44133,12494,4724,822,370,223,33,885,22,394,5774,11756,12320,6279,79.3,42.1,88.1,59.5,81.5,75.2,86.9,73.06,38111183,99800,84798,13.1,68.9,2.915080772231486,-0.38,0.28,-0.54,0.2,-0.25,0.809591096696183,254.25,294,85.56,1542.3753322848568,7697.79024040056,1453.8324294239096,2525.8414073360123,0.08872137786060197,0.08517203313923494,0.020763398652645204,0.043818870113996766,0.12643312897893022,0.010255213578639788,0.04928760626415274,0.05073117602148414,0.022630620631006956,0.025508906697704344,0.036334145874455874,0.04713498888973197,0.06227741059628225,0.007784947671141129
2020-06-01,5.190213918685913,5.841131773861972,6.4966793927279385,0.07469086349010468,0.04823695444925265,2.58,2.58,29505,681999,70528,357943,156869,2041232,6.54,18.54,102379,20366,8749,1300,417,245,27,985,28,434,5611,11396,12556,6211,92.7,73.3,97.3,66.9,90.2,75.3,91.21,77,38057772,97279,82157,13.6,74.6,2.8766389336190685,0.26,1.56,0.36,0.34,0.3,0.450709831718621,234.64,289.79,89.74,1535.2184795262626,7721.735814537,1458.826742936625,2528.9302646278193,0.08226131248519297,0.0896877646277765,0.055913428253213215,0.1306412462938431,0.051629426998310635,0.18561338244769443,0.08531795721034707,0.14429658084480423,0.019502128753467934,0.02408239780664776,0.03552771852257035,0.046303173545950135,0.06107289962068007,0.01016272113750527
2020-07-01,5.284039540724321,6.053086345846003,6.6885224689136855,0.07409300011667339,0.049492363733324135,2.15,2.15,29242,692286,71477,362225,156499,2060528,6.33,18.21,134927,28128,9506,1893,442,252,29,1061,34,470,5935,11707,13916,6316,108.9,109.9,108.6,79.7,105.1,76.4,99.06,80.35,38166241,96314,80824,14.1,79.5,2.810417595403451,0.36,2.23,0.49,1.17,0.44,2.6675656545541,249.4,315.48,97.08,1435.4955426566867,8453.371031738545,1813.189322507561,2921.2338791250204,0.08045247333482908,0.08414662713718113,-0.026070099918753642,0.09313486966377038,0.10003707421172092,0.07207382722378863,0.09081995130285536,0.09503066149795059,0.018593265536410372,0.022508027010789432,0.03293065148866585,0.04285008691000051,0.05650511144885331,0.014662009066239046
2020-08-01,5.447845480658791,6.442022757096724,7.156451658769087,0.07440058988603679,0.05138022740456191,1.94,1.94,30259,701951,72391,370169,161085,2092254,6.26,17.77,142019,31496,8073,1777,434,243,29,1048,40,479,6250,11852,14543,6601,112.7,125.6,109.7,82.1,108.5,77,102.25,82.16,38380842,96908,80610,14.8,81.9,2.6760433969694297,0.24,2.74,0.53,0.72,0.36,3.02247307684487,268.54,355.27,109.12,1436.9787752816223,8441.285686458366,1804.7567800203565,2911.3793552477027,-0.03776021881173075,-0.03375338700239783,0.017920910900362852,-0.07901403868679824,0.1025411282455968,-0.07913614017636816,0.01746730035121047,-0.012335666377401688,0.01939733526863472,0.02519944918114987,0.03746919952783705,0.04865521877421806,0.06379413336265433,0.0085433997744222
2020-09-01,5.399122693321922,6.360572706569325,6.99250340461731,0.07184309072115204,0.05112959071993828,1.9,1.9,31182,713908,74216,393188,165476,2123244,6.03,17.4,161071,37694,7387,1536,479,239,24,1098,49,534,6666,12240,14656,6792,119.2,132.7,116,90.2,111.4,77.6,99.18,84.88,38680554,98037,81415,14.9,85.4,2.647990386864622,0.64,4.34,0.82,1.16,0.87,2.38710993680928,273.79,350.69,106.04,1436.719879135105,8443.47378071959,1805.2776865094463,2911.8711161061397,-0.046427161468614364,-0.04580789630547166,0.004593652277056881,-0.06491303734375886,0.005209019357371947,-0.08006855006231817,-0.017687946704092905,-0.05437263918541624,0.021322798575882113,0.02918815585614016,0.0434380868617556,0.055968328589517044,0.07267550157855003,0.005260780257811959
2020-10-01,5.621433348882766,6.615152381715321,7.292076996394566,0.07255399972200394,0.05341095211250441,1.9,1.9,31718,717046,75202,402257,168155,2159264,5.98,17.19,168441,36776,7965,1842,502,234,40,1124,61,565,7353,13090,15270,7164,123.1,137.9,119.7,98.9,114.2,78.2,105.89,87.34,39046536,99842,83259,14.6,86.2,2.678652544993693,0.86,3.23,0.65,1.73,0.89,3.0460026099663,289.01,364.31,113.71,1533.7218861533552,7639.0034594901335,2008.3978714430762,3229.9746279350816,-0.002826308961938584,-0.005470996825523322,-0.010061254866040925,-3.45651585342166e-4,0.06714135607886784,-0.024838829865305834,0.015831546969621746,-0.022829404690057564,0.020357840431844076,0.03317581870615641,0.04838417364162759,0.05989220212651393,0.074119310150549,0.0031137126808700177
2020-11-01,5.451847553253174,6.444714273725237,7.1913881074814565,0.06839809531257265,0.05220595268266542,1.9,1.9,33944,729277,76550,417180,167837,2205910,5.99,16.92,177550,36686,9020,1744,492,227,58,1028,68,539,7150,12778,14761,6729,115.6,132.6,111.7,97.9,106.1,78.4,109.85,88.55,39422818,101087,84514,14.4,87,2.708256941490443,0.89,3.28,0.94,1.28,0.95,1.59164051807674,290.4,367.6,110.59,1533.6606295679771,7642.085288050368,2008.1778534359205,3229.012251150523,0.15253289637572465,0.15457969581012865,0.015107924070031364,0.16932186044121678,0.14010777699521793,0.16468490581329376,0.10317871106066345,0.16637859405755817,0.02129636699491294,0.03304644081170756,0.04791555018391652,0.059500574718361385,0.07405974947507926,0.001926519135039939
2020-12-01,5.153822422027588,6.265317377836808,6.916396016659944,0.062480609863996506,0.04963904343869375,1.9,1.9,33999,730951,77339,413865,169669,2239719,5.9,16.5,194626,38118,9638,1551,551,237,50,950,80,596,7520,13313,14675,6659,101.6,110.6,99.5,90.6,96.2,79.3,126.51,96.18,39266192,101637,85171,14.2,89.9,2.7206871402465587,1.35,0.96,1.07,0.7,1.46,0.477539838596952,282.23,368.73,113.29,1534.1607761586304,7642.3797901746075,2009.003041643409,3229.2570408391475,0.09445861371681619,0.09152159067076426,0.021929387301677705,0.12389741054549286,0.1049649771289578,0.04559868780754517,0.06961709841337171,0.07517980678389669,0.021197556005626245,0.029780568051304412,0.04172201817735747,0.05137850898484966,0.06374382779006153,0.004791588823155335
2021-01-01,5.338946524120512,6.49508573895409,7.281231267111642,0.06225576198526791,0.05149780958890915,1.9,1.9,34242,722492,76383,406931,170507,2253131,6.13,16.72,130778,31753,7259,1324,471,214,59,918,83,520,7654,13654,14825,6938,97.3,105.8,95.3,87.1,94.6,79.6,94.64,84.06,39520584,101958,85161,14.5,90.2,2.6732159489607286,0.25,2.58,0.27,0.89,0.27,3.05236588597035,314.23,395.29,126.03,1863.4603286940705,7209.906899070165,2594.872157870313,3581.9755437445842,-0.0268099691481285,-0.030271355443335923,0.003240248767486076,-0.06504622653036296,0.002269379378072145,-0.07025916981993119,-0.005974314807142944,-0.03433969082940347,0.011626493808098035,0.03463715524329184,0.05190877642572588,0.06141101860906823,0.07067211652282393,0.003733083223900424
2021-02-01,5.402634477615356,6.534319996833801,7.483278369903564,0.06105720046907663,0.051315249688923356,1.9,1.9,34850,724676,76671,410025,171139,2270532,6.19,16.98,128068,30133,7712,1428,454,226,42,997,70,538,7531,12876,14389,6684,95.1,107.8,92.1,92.8,92.8,79.4,87.09,83.05,39918394,102217,85256,14.6,88.4,2.6748354729080934,0.86,2.53,0.54,1.89,0.82,3.71590320691961,331.74,429.96,139.53,1866.0557971929543,7200.05883555395,2605.4198186348717,3587.970360384398,-0.035061374315683125,-0.03453004917073754,0.002458802896386336,-0.06856967614454124,0.10529821374508042,-0.1010818880890052,0.01647241186061832,-0.018382150601547576,0.014366700865023957,0.0402332384132646,0.05900223212318861,0.06896727727079002,0.07833593840881589,0.0050929924608020816
2021-03-01,5.640379905700684,6.715829173723857,7.817456324895223,0.062025416331986584,0.05192904158805808,2.23,2.23,36261,734847,75928,425934,172360,2297064,6.09,16.91,141914,35166,10792,1500,418,236,38,1115,61,468,8034,13256,15592,6778,100.2,118.1,96,102.1,100.8,80,92.36,88.47,40072540,102339,85067,14.9,88,2.627964133678364,0.93,2.94,1,1.3,0.86,4.64493986305961,346.53,454.64,150.32,1855.863355190233,7181.4431505241055,2615.9219100115406,3592.8399684771184,0.06161819617812969,0.06035704381762619,-0.013774324188558618,0.06364653369401307,0.06116716634959207,0.09737563561491114,0.059931757539547936,0.04564976059386172,0.02881327870045181,0.052289883065312064,0.0695290009982386,0.07879811686414082,0.0876252380121357,0.006307058500540252
2021-04-01,5.5714143344334195,6.666980925060454,7.707886128198533,0.060152857253948845,0.05110747633235795,2.65,2.65,35318,735422,75663,429379,171863,2322034,6.05,16.89,127431,36436,9811,1396,419,231,34,1066,51,473,7287,13359,15207,6798,93.1,106.5,89.9,94.6,94.4,82,92.81,86.56,40162777,102665,85474,14.8,88.7,2.6432583145654784,0.31,1.51,0.23,0.9,0.38,2.41575044686517,350.9,463.45,149.86,1517.691786267677,6422.949668064377,3064.353517185248,3816.0700651246034,0.032654822066876976,0.028360945491480605,0.005051338885825096,0.007909344176949773,0.1208848798863631,-0.02018306778483836,0.036801136297858195,0.043778373547810556,0.03458859795833103,0.05325010319331202,0.06775456714795679,0.07601300723409354,0.08432785254374409,0.005570534337825617
