Índice,Data de Referência,Número Índice,Variação Diária (%),Variação no Mês (%),Variação no Ano (%),Variação 12 Meses (%)
IDkA - Pré 1A,18/04/2006,"1,059.061192",0.1161,0.8223,5.9061,
IDkA - Pré 1A,19/04/2006,"1,059.932260",0.0822,0.9052,5.9932,
IDkA - Pré 1A,20/04/2006,"1,059.710636",-0.0209,0.8841,5.9711,
IDkA - Pré 1A,24/04/2006,"1,059.833908",0.0116,0.8959,5.9834,
IDkA - Pré 1A,25/04/2006,"1,060.484448",0.0614,0.9578,6.0484,
IDkA - Pré 1A,26/04/2006,"1,061.423444",0.0885,1.0472,6.1423,
IDkA - Pré 1A,27/04/2006,"1,061.101274",-0.0304,1.0165,6.1101,
IDkA - Pré 1A,28/04/2006,"1,062.148743",0.0987,1.1162,6.2149,
IDkA - Pré 1A,02/05/2006,"1,063.266651",0.1052,0.1052,6.3267,
IDkA - Pré 1A,03/05/2006,"1,063.476602",0.0197,0.1250,6.3477,
IDkA - Pré 1A,04/05/2006,"1,064.014073",0.0505,0.1756,6.4014,
IDkA - Pré 1A,05/05/2006,"1,064.404166",0.0367,0.2123,6.4404,
IDkA - Pré 1A,08/05/2006,"1,065.017880",0.0577,0.2701,6.5018,
IDkA - Pré 1A,09/05/2006,"1,065.847337",0.0779,0.3482,6.5847,
IDkA - Pré 1A,10/05/2006,"1,066.459837",0.0575,0.4059,6.6460,
IDkA - Pré 1A,11/05/2006,"1,066.541127",0.0076,0.4135,6.6541,
IDkA - Pré 1A,12/05/2006,"1,066.362019",-0.0168,0.3967,6.6362,
IDkA - Pré 1A,15/05/2006,"1,066.587608",0.0212,0.4179,6.6588,
IDkA - Pré 1A,16/05/2006,"1,068.005761",0.1330,0.5514,6.8006,
IDkA - Pré 1A,17/05/2006,"1,067.443902",-0.0526,0.4985,6.7444,
IDkA - Pré 1A,18/05/2006,"1,068.565891",0.1051,0.6042,6.8566,
IDkA - Pré 1A,19/05/2006,"1,068.301117",-0.0248,0.5792,6.8301,
IDkA - Pré 1A,22/05/2006,"1,066.970276",-0.1246,0.4539,6.6970,
IDkA - Pré 1A,23/05/2006,"1,066.577387",-0.0368,0.4170,6.6577,
IDkA - Pré 1A,24/05/2006,"1,058.239123",-0.7818,-0.3681,5.8239,
IDkA - Pré 1A,25/05/2006,"1,064.931395",0.6324,0.2620,6.4931,
IDkA - Pré 1A,26/05/2006,"1,068.739822",0.3576,0.6205,6.8740,
IDkA - Pré 1A,29/05/2006,"1,067.612864",-0.1054,0.5144,6.7613,
IDkA - Pré 1A,30/05/2006,"1,064.805996",-0.2629,0.2502,6.4806,
IDkA - Pré 1A,31/05/2006,"1,067.291540",0.2334,0.4842,6.7292,
IDkA - Pré 1A,01/06/2006,"1,069.480761",0.2051,0.2051,6.9481,
IDkA - Pré 1A,02/06/2006,"1,069.907315",0.0399,0.2451,6.9907,
IDkA - Pré 1A,05/06/2006,"1,070.868569",0.0898,0.3352,7.0869,
IDkA - Pré 1A,06/06/2006,"1,071.225937",0.0334,0.3686,7.1226,
IDkA - Pré 1A,07/06/2006,"1,072.076342",0.0794,0.4483,7.2076,
IDkA - Pré 1A,08/06/2006,"1,073.029404",0.0889,0.5376,7.3029,
IDkA - Pré 1A,09/06/2006,"1,074.203758",0.1094,0.6476,7.4204,
IDkA - Pré 1A,12/06/2006,"1,074.110398",-0.0087,0.6389,7.4110,
IDkA - Pré 1A,13/06/2006,"1,074.309425",0.0185,0.6575,7.4309,
IDkA - Pré 1A,14/06/2006,"1,075.763128",0.1353,0.7937,7.5763,
IDkA - Pré 1A,16/06/2006,"1,077.868724",0.1957,0.9910,7.7869,
IDkA - Pré 1A,19/06/2006,"1,078.271994",0.0374,1.0288,7.8272,
IDkA - Pré 1A,20/06/2006,"1,079.342950",0.0993,1.1292,7.9343,
IDkA - Pré 1A,21/06/2006,"1,080.770390",0.1323,1.2629,8.0770,
IDkA - Pré 1A,22/06/2006,"1,081.094024",0.0299,1.2932,8.1094,
IDkA - Pré 1A,23/06/2006,"1,081.975532",0.0815,1.3758,8.1976,
IDkA - Pré 1A,26/06/2006,"1,082.879331",0.0835,1.4605,8.2879,
IDkA - Pré 1A,27/06/2006,"1,083.336742",0.0422,1.5034,8.3337,
IDkA - Pré 1A,28/06/2006,"1,084.516268",0.1089,1.6139,8.4516,
IDkA - Pré 1A,29/06/2006,"1,086.637823",0.1956,1.8127,8.6638,
IDkA - Pré 1A,30/06/2006,"1,087.770557",0.1042,1.9188,8.7771,
IDkA - Pré 1A,03/07/2006,"1,089.199310",0.1313,0.1313,8.9199,
IDkA - Pré 1A,04/07/2006,"1,090.217497",0.0935,0.2250,9.0217,
IDkA - Pré 1A,05/07/2006,"1,089.647813",-0.0523,0.1726,8.9648,
IDkA - Pré 1A,06/07/2006,"1,091.239884",0.1461,0.3189,9.1240,
IDkA - Pré 1A,07/07/2006,"1,092.417651",0.1079,0.4272,9.2418,
IDkA - Pré 1A,10/07/2006,"1,093.667885",0.1144,0.5421,9.3668,
IDkA - Pré 1A,11/07/2006,"1,094.092939",0.0389,0.5812,9.4093,
IDkA - Pré 1A,12/07/2006,"1,094.385881",0.0268,0.6082,9.4386,
IDkA - Pré 1A,13/07/2006,"1,094.538708",0.0140,0.6222,9.4539,
IDkA - Pré 1A,14/07/2006,"1,095.613618",0.0982,0.7210,9.5614,
IDkA - Pré 1A,17/07/2006,"1,097.010978",0.1275,0.8495,9.7011,
IDkA - Pré 1A,18/07/2006,"1,097.736605",0.0661,0.9162,9.7737,
IDkA - Pré 1A,19/07/2006,"1,098.994239",0.1146,1.0318,9.8994,
IDkA - Pré 1A,20/07/2006,"1,099.702938",0.0645,1.0970,9.9703,
IDkA - Pré 1A,21/07/2006,"1,100.033859",0.0301,1.1274,10.0034,
IDkA - Pré 1A,24/07/2006,"1,100.816664",0.0712,1.1993,10.0817,
IDkA - Pré 1A,25/07/2006,"1,101.420274",0.0548,1.2548,10.1420,
IDkA - Pré 1A,26/07/2006,"1,102.372152",0.0864,1.3423,10.2372,
IDkA - Pré 1A,27/07/2006,"1,102.556243",0.0167,1.3593,10.2556,
IDkA - Pré 1A,28/07/2006,"1,103.545866",0.0898,1.4502,10.3546,
IDkA - Pré 1A,31/07/2006,"1,104.048017",0.0455,1.4964,10.4048,
IDkA - Pré 1A,01/08/2006,"1,104.300205",0.0228,0.0228,10.4300,
IDkA - Pré 1A,02/08/2006,"1,105.075440",0.0702,0.0931,10.5075,
IDkA - Pré 1A,03/08/2006,"1,105.939059",0.0782,0.1713,10.5939,
IDkA - Pré 1A,04/08/2006,"1,106.804321",0.0782,0.2497,10.6804,
IDkA - Pré 1A,07/08/2006,"1,107.650980",0.0765,0.3263,10.7651,
IDkA - Pré 1A,08/08/2006,"1,108.804215",0.1041,0.4308,10.8804,
IDkA - Pré 1A,09/08/2006,"1,109.255370",0.0407,0.4717,10.9255,
IDkA - Pré 1A,10/08/2006,"1,109.953629",0.0629,0.5349,10.9954,
IDkA - Pré 1A,11/08/2006,"1,110.405454",0.0407,0.5758,11.0405,
IDkA - Pré 1A,14/08/2006,"1,110.874501",0.0422,0.6183,11.0875,
IDkA - Pré 1A,15/08/2006,"1,111.844448",0.0873,0.7062,11.1844,
IDkA - Pré 1A,16/08/2006,"1,112.819708",0.0877,0.7945,11.2820,
IDkA - Pré 1A,17/08/2006,"1,113.630512",0.0729,0.8679,11.3631,
IDkA - Pré 1A,18/08/2006,"1,114.148955",0.0466,0.9149,11.4149,
IDkA - Pré 1A,21/08/2006,"1,115.082594",0.0838,0.9995,11.5083,
IDkA - Pré 1A,22/08/2006,"1,115.973954",0.0799,1.0802,11.5974,
IDkA - Pré 1A,23/08/2006,"1,116.228626",0.0228,1.1033,11.6229,
IDkA - Pré 1A,24/08/2006,"1,116.640402",0.0369,1.1406,11.6640,
IDkA - Pré 1A,25/08/2006,"1,117.568905",0.0832,1.2247,11.7569,
IDkA - Pré 1A,28/08/2006,"1,118.338098",0.0688,1.2943,11.8338,
IDkA - Pré 1A,29/08/2006,"1,119.333482",0.0890,1.3845,11.9333,
IDkA - Pré 1A,30/08/2006,"1,120.088044",0.0674,1.4528,12.0088,
IDkA - Pré 1A,31/08/2006,"1,122.929023",0.2536,1.7102,12.2929,
IDkA - Pré 1A,01/09/2006,"1,124.165906",0.1101,0.1101,12.4166,
IDkA - Pré 1A,04/09/2006,"1,125.277939",0.0989,0.2092,12.5278,
IDkA - Pré 1A,05/09/2006,"1,125.851413",0.0510,0.2602,12.5851,
IDkA - Pré 1A,06/09/2006,"1,127.005691",0.1025,0.3630,12.7006,
IDkA - Pré 1A,08/09/2006,"1,128.468363",0.1298,0.4933,12.8468,
IDkA - Pré 1A,11/09/2006,"1,128.819290",0.0311,0.5245,12.8819,
IDkA - Pré 1A,12/09/2006,"1,129.709186",0.0788,0.6038,12.9709,
IDkA - Pré 1A,13/09/2006,"1,130.401614",0.0613,0.6655,13.0402,
IDkA - Pré 1A,14/09/2006,"1,130.978142",0.0510,0.7168,13.0978,
IDkA - Pré 1A,15/09/2006,"1,132.241128",0.1117,0.8293,13.2241,
IDkA - Pré 1A,18/09/2006,"1,133.242885",0.0885,0.9185,13.3243,
IDkA - Pré 1A,19/09/2006,"1,133.324691",0.0072,0.9258,13.3325,
IDkA - Pré 1A,20/09/2006,"1,133.358070",0.0029,0.9287,13.3358,
IDkA - Pré 1A,21/09/2006,"1,132.533377",-0.0728,0.8553,13.2533,
IDkA - Pré 1A,22/09/2006,"1,134.509628",0.1745,1.0313,13.4510,
IDkA - Pré 1A,25/09/2006,"1,135.130860",0.0548,1.0866,13.5131,
IDkA - Pré 1A,26/09/2006,"1,136.385295",0.1105,1.1983,13.6385,
IDkA - Pré 1A,27/09/2006,"1,137.015742",0.0555,1.2545,13.7016,
IDkA - Pré 1A,28/09/2006,"1,137.642371",0.0551,1.3103,13.7642,
IDkA - Pré 1A,29/09/2006,"1,138.531611",0.0782,1.3895,13.8532,
IDkA - Pré 1A,02/10/2006,"1,140.202248",0.1467,0.1467,14.0202,
IDkA - Pré 1A,03/10/2006,"1,140.821960",0.0544,0.2012,14.0822,
IDkA - Pré 1A,04/10/2006,"1,141.832613",0.0886,0.2899,14.1833,
IDkA - Pré 1A,05/10/2006,"1,142.437285",0.0530,0.3430,14.2437,
IDkA - Pré 1A,06/10/2006,"1,142.953858",0.0452,0.3884,14.2954,
IDkA - Pré 1A,09/10/2006,"1,144.394033",0.1260,0.5149,14.4394,
IDkA - Pré 1A,10/10/2006,"1,145.309648",0.0800,0.5953,14.5310,
IDkA - Pré 1A,11/10/2006,"1,145.758422",0.0392,0.6347,14.5758,
IDkA - Pré 1A,13/10/2006,"1,146.893037",0.0990,0.7344,14.6893,
IDkA - Pré 1A,16/10/2006,"1,147.188351",0.0257,0.7603,14.7188,
IDkA - Pré 1A,17/10/2006,"1,147.440530",0.0220,0.7825,14.7441,
IDkA - Pré 1A,18/10/2006,"1,147.947210",0.0442,0.8270,14.7947,
IDkA - Pré 1A,19/10/2006,"1,149.121679",0.1023,0.9302,14.9122,
IDkA - Pré 1A,20/10/2006,"1,149.718901",0.0520,0.9826,14.9719,
IDkA - Pré 1A,23/10/2006,"1,150.531759",0.0707,1.0540,15.0532,
IDkA - Pré 1A,24/10/2006,"1,151.072995",0.0470,1.1015,15.1073,
IDkA - Pré 1A,25/10/2006,"1,152.759867",0.1465,1.2497,15.2760,
IDkA - Pré 1A,26/10/2006,"1,153.448040",0.0597,1.3101,15.3448,
IDkA - Pré 1A,27/10/2006,"1,154.536576",0.0944,1.4058,15.4537,
IDkA - Pré 1A,30/10/2006,"1,155.282327",0.0646,1.4713,15.5282,
IDkA - Pré 1A,31/10/2006,"1,156.154154",0.0755,1.5478,15.6154,
IDkA - Pré 1A,01/11/2006,"1,157.441614",0.1114,0.1114,15.7442,
IDkA - Pré 1A,03/11/2006,"1,158.081470",0.0553,0.1667,15.8081,
IDkA - Pré 1A,06/11/2006,"1,158.486445",0.0350,0.2017,15.8486,
IDkA - Pré 1A,07/11/2006,"1,159.130216",0.0556,0.2574,15.9130,
IDkA - Pré 1A,08/11/2006,"1,159.186419",0.0048,0.2623,15.9186,
IDkA - Pré 1A,09/11/2006,"1,159.538970",0.0304,0.2928,15.9539,
IDkA - Pré 1A,10/11/2006,"1,159.809755",0.0234,0.3162,15.9810,
IDkA - Pré 1A,13/11/2006,"1,160.323988",0.0443,0.3607,16.0324,
IDkA - Pré 1A,14/11/2006,"1,161.762525",0.1240,0.4851,16.1763,
IDkA - Pré 1A,16/11/2006,"1,162.452568",0.0594,0.5448,16.2453,
IDkA - Pré 1A,17/11/2006,"1,162.273660",-0.0154,0.5293,16.2274,
IDkA - Pré 1A,20/11/2006,"1,162.839362",0.0487,0.5782,16.2839,
IDkA - Pré 1A,21/11/2006,"1,163.737488",0.0772,0.6559,16.3737,
IDkA - Pré 1A,22/11/2006,"1,164.487284",0.0644,0.7208,16.4487,
IDkA - Pré 1A,23/11/2006,"1,165.042774",0.0477,0.7688,16.5043,
IDkA - Pré 1A,24/11/2006,"1,165.824594",0.0671,0.8364,16.5825,
IDkA - Pré 1A,27/11/2006,"1,166.408679",0.0501,0.8870,16.6409,
IDkA - Pré 1A,28/11/2006,"1,167.287260",0.0753,0.9629,16.7287,
IDkA - Pré 1A,29/11/2006,"1,168.017005",0.0625,1.0261,16.8017,
IDkA - Pré 1A,30/11/2006,"1,169.932120",0.1640,1.1917,16.9932,
IDkA - Pré 1A,01/12/2006,"1,170.787942",0.0732,0.0732,17.0788,
IDkA - Pré 1A,04/12/2006,"1,171.097118",0.0264,0.0996,17.1097,
IDkA - Pré 1A,05/12/2006,"1,172.547984",0.1239,0.2236,17.2548,
IDkA - Pré 1A,06/12/2006,"1,173.212478",0.0567,0.2804,17.3212,
IDkA - Pré 1A,07/12/2006,"1,174.607689",0.1189,0.3996,17.4608,
IDkA - Pré 1A,08/12/2006,"1,175.719862",0.0947,0.4947,17.5720,
IDkA - Pré 1A,11/12/2006,"1,176.334468",0.0523,0.5472,17.6334,
IDkA - Pré 1A,12/12/2006,"1,176.497354",0.0138,0.5612,17.6497,
IDkA - Pré 1A,13/12/2006,"1,177.261473",0.0649,0.6265,17.7261,
IDkA - Pré 1A,14/12/2006,"1,177.804346",0.0461,0.6729,17.7804,
IDkA - Pré 1A,15/12/2006,"1,178.880376",0.0914,0.7649,17.8880,
IDkA - Pré 1A,18/12/2006,"1,179.764353",0.0750,0.8404,17.9764,
IDkA - Pré 1A,19/12/2006,"1,179.982136",0.0185,0.8590,17.9982,
IDkA - Pré 1A,20/12/2006,"1,180.492756",0.0433,0.9027,18.0493,
IDkA - Pré 1A,21/12/2006,"1,180.827128",0.0283,0.9313,18.0827,
IDkA - Pré 1A,22/12/2006,"1,181.364183",0.0455,0.9772,18.1364,
IDkA - Pré 1A,26/12/2006,"1,182.400561",0.0877,1.0657,18.2401,
IDkA - Pré 1A,27/12/2006,"1,183.269487",0.0735,1.1400,18.3269,
IDkA - Pré 1A,28/12/2006,"1,184.381211",0.0940,1.2350,18.4381,
IDkA - Pré 1A,29/12/2006,"1,184.933281",0.0466,1.2822,18.4933,
IDkA - Pré 1A,02/01/2007,"1,186.240089",0.1103,0.1103,0.1103,18.5544
IDkA - Pré 1A,03/01/2007,"1,186.857260",0.0520,0.1624,0.1624,18.5374
IDkA - Pré 1A,04/01/2007,"1,186.684326",-0.0146,0.1478,0.1478,18.4241
IDkA - Pré 1A,05/01/2007,"1,186.482111",-0.0170,0.1307,0.1307,18.3323
IDkA - Pré 1A,08/01/2007,"1,186.622520",0.0118,0.1426,0.1426,18.2510
IDkA - Pré 1A,09/01/2007,"1,187.382467",0.0640,0.2067,0.2067,18.2062
IDkA - Pré 1A,10/01/2007,"1,188.125267",0.0626,0.2694,0.2694,18.0892
IDkA - Pré 1A,11/01/2007,"1,188.790936",0.0560,0.3256,0.3256,18.0666
IDkA - Pré 1A,12/01/2007,"1,189.112172",0.0270,0.3527,0.3527,18.0054
IDkA - Pré 1A,15/01/2007,"1,189.142885",0.0026,0.3553,0.3553,17.8631
IDkA - Pré 1A,16/01/2007,"1,190.256130",0.0936,0.4492,0.4492,17.8263
IDkA - Pré 1A,17/01/2007,"1,191.084648",0.0696,0.5191,0.5191,17.8135
IDkA - Pré 1A,18/01/2007,"1,192.029906",0.0794,0.5989,0.5989,17.8766
IDkA - Pré 1A,19/01/2007,"1,192.528516",0.0418,0.6410,0.6410,17.6986
IDkA - Pré 1A,22/01/2007,"1,193.408084",0.0738,0.7152,0.7152,17.6835
IDkA - Pré 1A,23/01/2007,"1,193.791883",0.0322,0.7476,0.7476,17.6991
IDkA - Pré 1A,24/01/2007,"1,193.813756",0.0018,0.7494,0.7494,17.6739
IDkA - Pré 1A,25/01/2007,"1,194.363388",0.0460,0.7958,0.7958,17.6514
IDkA - Pré 1A,26/01/2007,"1,194.713314",0.0293,0.8254,0.8254,17.5972
IDkA - Pré 1A,29/01/2007,"1,195.491735",0.0652,0.8911,0.8911,17.5710
IDkA - Pré 1A,30/01/2007,"1,196.125711",0.0530,0.9446,0.9446,17.5900
IDkA - Pré 1A,31/01/2007,"1,197.179592",0.0881,1.0335,1.0335,17.6230
IDkA - Pré 1A,01/02/2007,"1,197.791994",0.0512,0.0512,1.0852,17.6108
IDkA - Pré 1A,02/02/2007,"1,198.322692",0.0443,0.0955,1.1300,17.5626
IDkA - Pré 1A,05/02/2007,"1,199.351022",0.0858,0.1814,1.2168,17.4879
IDkA - Pré 1A,06/02/2007,"1,200.298673",0.0790,0.2605,1.2967,17.4213
IDkA - Pré 1A,07/02/2007,"1,201.171016",0.0727,0.3334,1.3704,17.4800
IDkA - Pré 1A,08/02/2007,"1,201.886022",0.0595,0.3931,1.4307,17.4607
IDkA - Pré 1A,09/02/2007,"1,202.787538",0.0750,0.4684,1.5068,17.4796
IDkA - Pré 1A,12/02/2007,"1,203.680922",0.0743,0.5431,1.5822,17.4611
IDkA - Pré 1A,13/02/2007,"1,204.350178",0.0556,0.5990,1.6386,17.4015
IDkA - Pré 1A,14/02/2007,"1,205.347820",0.0828,0.6823,1.7228,17.3974
IDkA - Pré 1A,15/02/2007,"1,206.286753",0.0779,0.7607,1.8021,17.4033
IDkA - Pré 1A,16/02/2007,"1,206.831355",0.0451,0.8062,1.8480,17.3261
IDkA - Pré 1A,21/02/2007,"1,207.988913",0.0959,0.9029,1.9457,17.1511
IDkA - Pré 1A,22/02/2007,"1,208.459781",0.0390,0.9422,1.9855,17.0554
IDkA - Pré 1A,23/02/2007,"1,208.648566",0.0156,0.9580,2.0014,16.9674
IDkA - Pré 1A,26/02/2007,"1,209.535046",0.0733,1.0320,2.0762,16.9799
IDkA - Pré 1A,27/02/2007,"1,209.106218",-0.0355,0.9962,2.0400,16.9384
IDkA - Pré 1A,28/02/2007,"1,209.439836",0.0276,1.0241,2.0682,16.9706
IDkA - Pré 1A,01/03/2007,"1,209.707812",0.0222,0.0222,2.0908,16.8542
IDkA - Pré 1A,02/03/2007,"1,210.621669",0.0755,0.0977,2.1679,16.8316
IDkA - Pré 1A,05/03/2007,"1,210.806742",0.0153,0.1130,2.1835,16.7469
IDkA - Pré 1A,06/03/2007,"1,212.482615",0.1384,0.2516,2.3250,16.8570
IDkA - Pré 1A,07/03/2007,"1,213.683469",0.0990,0.3509,2.4263,16.9565
IDkA - Pré 1A,08/03/2007,"1,213.669771",-0.0011,0.3497,2.4252,16.9723
IDkA - Pré 1A,09/03/2007,"1,214.482670",0.0670,0.4170,2.4938,16.8873
IDkA - Pré 1A,12/03/2007,"1,215.511200",0.0847,0.5020,2.5806,16.7812
IDkA - Pré 1A,13/03/2007,"1,215.676933",0.0136,0.5157,2.5945,16.6513
IDkA - Pré 1A,14/03/2007,"1,216.556726",0.0724,0.5884,2.6688,16.6565
IDkA - Pré 1A,15/03/2007,"1,216.945555",0.0320,0.6206,2.7016,16.5662
IDkA - Pré 1A,16/03/2007,"1,217.376233",0.0354,0.6562,2.7380,16.5668
IDkA - Pré 1A,19/03/2007,"1,218.054365",0.0557,0.7123,2.7952,16.6036
IDkA - Pré 1A,20/03/2007,"1,218.638045",0.0479,0.7605,2.8444,16.6369
IDkA - Pré 1A,21/03/2007,"1,219.681643",0.0856,0.8468,2.9325,16.7702
IDkA - Pré 1A,22/03/2007,"1,220.308390",0.0514,0.8986,2.9854,16.7042
IDkA - Pré 1A,23/03/2007,"1,220.707015",0.0327,0.9316,3.0191,16.7104
IDkA - Pré 1A,26/03/2007,"1,221.306174",0.0491,0.9811,3.0696,16.7334
IDkA - Pré 1A,27/03/2007,"1,221.754284",0.0367,1.0182,3.1074,16.7998
IDkA - Pré 1A,28/03/2007,"1,222.198547",0.0364,1.0549,3.1449,16.7813
IDkA - Pré 1A,29/03/2007,"1,222.884770",0.0561,1.1117,3.2028,16.7015
IDkA - Pré 1A,30/03/2007,"1,224.057547",0.0959,1.2086,3.3018,16.6311
IDkA - Pré 1A,02/04/2007,"1,224.751541",0.0567,0.0567,3.3604,16.5960
IDkA - Pré 1A,03/04/2007,"1,225.495477",0.0607,0.1175,3.4232,16.4804
IDkA - Pré 1A,04/04/2007,"1,225.931212",0.0356,0.1531,3.4599,16.4507
IDkA - Pré 1A,05/04/2007,"1,226.547626",0.0503,0.2034,3.5120,16.3950
