Índice,Data de Referência,Número Índice,Variação Diária (%),Variação no Mês (%),Variação no Ano (%),Variação 12 Meses (%)
IDkA - Pré 3A,13/03/2006,"1,061.772703",0.1258,0.0669,6.1773,
IDkA - Pré 3A,14/03/2006,"1,063.606212",0.1727,0.2396,6.3606,
IDkA - Pré 3A,15/03/2006,"1,068.710156",0.4799,0.7207,6.8710,
IDkA - Pré 3A,16/03/2006,"1,069.083184",0.0349,0.7558,6.9083,
IDkA - Pré 3A,17/03/2006,"1,068.677652",-0.0379,0.7176,6.8678,
IDkA - Pré 3A,20/03/2006,"1,065.731077",-0.2757,0.4399,6.5731,
IDkA - Pré 3A,21/03/2006,"1,059.406710",-0.5934,-0.1561,5.9407,
IDkA - Pré 3A,22/03/2006,"1,063.816285",0.4162,0.2594,6.3816,
IDkA - Pré 3A,23/03/2006,"1,061.311923",-0.2354,0.0234,6.1312,
IDkA - Pré 3A,24/03/2006,"1,059.315314",-0.1881,-0.1647,5.9315,
IDkA - Pré 3A,27/03/2006,"1,053.769744",-0.5235,-0.6874,5.3770,
IDkA - Pré 3A,28/03/2006,"1,051.296555",-0.2347,-0.9205,5.1297,
IDkA - Pré 3A,29/03/2006,"1,055.442623",0.3944,-0.5297,5.5443,
IDkA - Pré 3A,30/03/2006,"1,057.856366",0.2287,-0.3022,5.7856,
IDkA - Pré 3A,31/03/2006,"1,060.282562",0.2294,-0.0736,6.0283,
IDkA - Pré 3A,03/04/2006,"1,061.507066",0.1155,0.1155,6.1507,
IDkA - Pré 3A,04/04/2006,"1,060.046224",-0.1376,-0.0223,6.0046,
IDkA - Pré 3A,05/04/2006,"1,065.607756",0.5246,0.5022,6.5608,
IDkA - Pré 3A,06/04/2006,"1,066.597554",0.0929,0.5956,6.6598,
IDkA - Pré 3A,07/04/2006,"1,062.255997",-0.4070,0.1861,6.2256,
IDkA - Pré 3A,10/04/2006,"1,056.858627",-0.5081,-0.3229,5.6859,
IDkA - Pré 3A,11/04/2006,"1,056.570393",-0.0273,-0.3501,5.6570,
IDkA - Pré 3A,12/04/2006,"1,058.165732",0.1510,-0.1996,5.8166,
IDkA - Pré 3A,13/04/2006,"1,060.574295",0.2276,0.0275,6.0574,
IDkA - Pré 3A,17/04/2006,"1,061.425951",0.0803,0.1078,6.1426,
IDkA - Pré 3A,18/04/2006,"1,070.344372",0.8402,0.9490,7.0344,
IDkA - Pré 3A,19/04/2006,"1,070.544314",0.0187,0.9678,7.0544,
IDkA - Pré 3A,20/04/2006,"1,066.142018",-0.4112,0.5526,6.6142,
IDkA - Pré 3A,24/04/2006,"1,062.228354",-0.3671,0.1835,6.2228,
IDkA - Pré 3A,25/04/2006,"1,062.147890",-0.0076,0.1759,6.2148,
IDkA - Pré 3A,26/04/2006,"1,065.270300",0.2940,0.4704,6.5270,
IDkA - Pré 3A,27/04/2006,"1,065.714123",0.0417,0.5123,6.5714,
IDkA - Pré 3A,28/04/2006,"1,069.537154",0.3587,0.8728,6.9537,
IDkA - Pré 3A,02/05/2006,"1,072.711906",0.2968,0.2968,7.2712,
IDkA - Pré 3A,03/05/2006,"1,070.349735",-0.2202,0.0760,7.0350,
IDkA - Pré 3A,04/05/2006,"1,069.623030",-0.0679,0.0080,6.9623,
IDkA - Pré 3A,05/05/2006,"1,068.695857",-0.0867,-0.0787,6.8696,
IDkA - Pré 3A,08/05/2006,"1,067.171911",-0.1426,-0.2211,6.7172,
IDkA - Pré 3A,09/05/2006,"1,069.971618",0.2623,0.0406,6.9972,
IDkA - Pré 3A,10/05/2006,"1,070.788508",0.0763,0.1170,7.0789,
IDkA - Pré 3A,11/05/2006,"1,067.170279",-0.3379,-0.2213,6.7170,
IDkA - Pré 3A,12/05/2006,"1,061.654177",-0.5169,-0.7370,6.1654,
IDkA - Pré 3A,15/05/2006,"1,060.311534",-0.1265,-0.8626,6.0312,
IDkA - Pré 3A,16/05/2006,"1,066.250474",0.5601,-0.3073,6.6250,
IDkA - Pré 3A,17/05/2006,"1,059.016060",-0.6785,-0.9837,5.9016,
IDkA - Pré 3A,18/05/2006,"1,060.233285",0.1149,-0.8699,6.0233,
IDkA - Pré 3A,19/05/2006,"1,055.645886",-0.4327,-1.2988,5.5646,
IDkA - Pré 3A,22/05/2006,"1,045.453856",-0.9655,-2.2517,4.5454,
IDkA - Pré 3A,23/05/2006,"1,044.940478",-0.0491,-2.2997,4.4940,
IDkA - Pré 3A,24/05/2006,"1,021.828454",-2.2118,-4.4607,2.1828,
IDkA - Pré 3A,25/05/2006,"1,042.995742",2.0715,-2.4816,4.2996,
IDkA - Pré 3A,26/05/2006,"1,056.220018",1.2679,-1.2451,5.6220,
IDkA - Pré 3A,29/05/2006,"1,050.180634",-0.5718,-1.8098,5.0181,
IDkA - Pré 3A,30/05/2006,"1,031.595069",-1.7697,-3.5475,3.1595,
IDkA - Pré 3A,31/05/2006,"1,039.475544",0.7639,-2.8107,3.9476,
IDkA - Pré 3A,01/06/2006,"1,048.044922",0.8244,0.8244,4.8045,
IDkA - Pré 3A,02/06/2006,"1,050.412684",0.2259,1.0522,5.0413,
IDkA - Pré 3A,05/06/2006,"1,048.594374",-0.1731,0.8773,4.8594,
IDkA - Pré 3A,06/06/2006,"1,048.249823",-0.0329,0.8441,4.8250,
IDkA - Pré 3A,07/06/2006,"1,047.480574",-0.0734,0.7701,4.7481,
IDkA - Pré 3A,08/06/2006,"1,049.408567",0.1841,0.9556,4.9409,
IDkA - Pré 3A,09/06/2006,"1,050.526272",0.1065,1.0631,5.0526,
IDkA - Pré 3A,12/06/2006,"1,045.273037",-0.5001,0.5577,4.5273,
IDkA - Pré 3A,13/06/2006,"1,041.342314",-0.3760,0.1796,4.1342,
IDkA - Pré 3A,14/06/2006,"1,043.004266",0.1596,0.3395,4.3004,
IDkA - Pré 3A,16/06/2006,"1,051.157738",0.7817,1.1239,5.1158,
IDkA - Pré 3A,19/06/2006,"1,050.213550",-0.0898,1.0330,5.0214,
IDkA - Pré 3A,20/06/2006,"1,051.544232",0.1267,1.1610,5.1544,
IDkA - Pré 3A,21/06/2006,"1,057.853740",0.6000,1.7680,5.7854,
IDkA - Pré 3A,22/06/2006,"1,057.712791",-0.0133,1.7545,5.7713,
IDkA - Pré 3A,23/06/2006,"1,058.530730",0.0773,1.8332,5.8531,
IDkA - Pré 3A,26/06/2006,"1,058.000546",-0.0501,1.7821,5.8001,
IDkA - Pré 3A,27/06/2006,"1,057.023109",-0.0924,1.6881,5.7023,
IDkA - Pré 3A,28/06/2006,"1,059.959238",0.2778,1.9706,5.9959,
IDkA - Pré 3A,29/06/2006,"1,068.790438",0.8332,2.8202,6.8790,
IDkA - Pré 3A,30/06/2006,"1,076.435679",0.7153,3.5557,7.6436,
IDkA - Pré 3A,03/07/2006,"1,080.776448",0.4033,0.4033,8.0776,
IDkA - Pré 3A,04/07/2006,"1,086.293011",0.5104,0.9157,8.6293,
IDkA - Pré 3A,05/07/2006,"1,079.796347",-0.5981,0.3122,7.9796,
IDkA - Pré 3A,06/07/2006,"1,085.563902",0.5341,0.8480,8.5564,
IDkA - Pré 3A,07/07/2006,"1,088.132210",0.2366,1.0866,8.8132,
IDkA - Pré 3A,10/07/2006,"1,090.161077",0.1865,1.2751,9.0161,
IDkA - Pré 3A,11/07/2006,"1,090.190275",0.0027,1.2778,9.0190,
IDkA - Pré 3A,12/07/2006,"1,088.223383",-0.1804,1.0951,8.8223,
IDkA - Pré 3A,13/07/2006,"1,084.987253",-0.2974,0.7944,8.4987,
IDkA - Pré 3A,14/07/2006,"1,086.998426",0.1854,0.9813,8.6998,
IDkA - Pré 3A,17/07/2006,"1,089.130811",0.1962,1.1794,8.9131,
IDkA - Pré 3A,18/07/2006,"1,089.188997",0.0053,1.1848,8.9189,
IDkA - Pré 3A,19/07/2006,"1,096.942280",0.7118,1.9050,9.6942,
IDkA - Pré 3A,20/07/2006,"1,096.911257",-0.0028,1.9022,9.6911,
IDkA - Pré 3A,21/07/2006,"1,096.239991",-0.0612,1.8398,9.6240,
IDkA - Pré 3A,24/07/2006,"1,098.425298",0.1993,2.0428,9.8425,
IDkA - Pré 3A,25/07/2006,"1,103.700035",0.4802,2.5328,10.3700,
IDkA - Pré 3A,26/07/2006,"1,106.595286",0.2623,2.8018,10.6595,
IDkA - Pré 3A,27/07/2006,"1,104.817785",-0.1606,2.6367,10.4818,
IDkA - Pré 3A,28/07/2006,"1,108.550547",0.3379,2.9834,10.8551,
IDkA - Pré 3A,31/07/2006,"1,109.146841",0.0538,3.0388,10.9147,
IDkA - Pré 3A,01/08/2006,"1,106.749901",-0.2161,-0.2161,10.6750,
IDkA - Pré 3A,02/08/2006,"1,107.522305",0.0698,-0.1465,10.7522,
IDkA - Pré 3A,03/08/2006,"1,109.311516",0.1616,0.0148,10.9312,
IDkA - Pré 3A,04/08/2006,"1,112.119279",0.2531,0.2680,11.2119,
IDkA - Pré 3A,07/08/2006,"1,115.843339",0.3349,0.6038,11.5843,
IDkA - Pré 3A,08/08/2006,"1,122.029140",0.5544,1.1615,12.2029,
IDkA - Pré 3A,09/08/2006,"1,122.682206",0.0582,1.2203,12.2682,
IDkA - Pré 3A,10/08/2006,"1,124.410666",0.1540,1.3762,12.4411,
IDkA - Pré 3A,11/08/2006,"1,125.140082",0.0649,1.4419,12.5140,
IDkA - Pré 3A,14/08/2006,"1,121.902901",-0.2877,1.1501,12.1903,
IDkA - Pré 3A,15/08/2006,"1,125.683806",0.3370,1.4910,12.5684,
IDkA - Pré 3A,16/08/2006,"1,127.224806",0.1369,1.6299,12.7225,
IDkA - Pré 3A,17/08/2006,"1,130.522063",0.2925,1.9272,13.0522,
IDkA - Pré 3A,18/08/2006,"1,130.686436",0.0145,1.9420,13.0686,
IDkA - Pré 3A,21/08/2006,"1,133.203296",0.2226,2.1689,13.3203,
IDkA - Pré 3A,22/08/2006,"1,134.817618",0.1425,2.3145,13.4818,
IDkA - Pré 3A,23/08/2006,"1,131.169622",-0.3215,1.9856,13.1170,
IDkA - Pré 3A,24/08/2006,"1,130.074647",-0.0968,1.8868,13.0075,
IDkA - Pré 3A,25/08/2006,"1,129.087105",-0.0874,1.7978,12.9087,
IDkA - Pré 3A,28/08/2006,"1,131.290537",0.1952,1.9965,13.1291,
IDkA - Pré 3A,29/08/2006,"1,132.842174",0.1372,2.1364,13.2842,
IDkA - Pré 3A,30/08/2006,"1,134.688697",0.1630,2.3028,13.4689,
IDkA - Pré 3A,31/08/2006,"1,141.301691",0.5828,2.8991,14.1302,
IDkA - Pré 3A,01/09/2006,"1,145.143623",0.3366,0.3366,14.5144,
IDkA - Pré 3A,04/09/2006,"1,148.593241",0.3012,0.6389,14.8593,
IDkA - Pré 3A,05/09/2006,"1,147.070448",-0.1326,0.5055,14.7070,
IDkA - Pré 3A,06/09/2006,"1,146.488159",-0.0508,0.4544,14.6488,
IDkA - Pré 3A,08/09/2006,"1,150.509553",0.3508,0.8068,15.0510,
IDkA - Pré 3A,11/09/2006,"1,148.098624",-0.2096,0.5955,14.8099,
IDkA - Pré 3A,12/09/2006,"1,150.799040",0.2352,0.8322,15.0799,
IDkA - Pré 3A,13/09/2006,"1,153.268146",0.2146,1.0485,15.3268,
IDkA - Pré 3A,14/09/2006,"1,154.924921",0.1437,1.1937,15.4925,
IDkA - Pré 3A,15/09/2006,"1,159.047253",0.3569,1.5549,15.9047,
IDkA - Pré 3A,18/09/2006,"1,160.793145",0.1506,1.7078,16.0793,
IDkA - Pré 3A,19/09/2006,"1,159.095169",-0.1463,1.5591,15.9095,
IDkA - Pré 3A,20/09/2006,"1,156.237992",-0.2465,1.3087,15.6238,
IDkA - Pré 3A,21/09/2006,"1,148.329434",-0.6840,0.6158,14.8329,
IDkA - Pré 3A,22/09/2006,"1,156.983292",0.7536,1.3740,15.6983,
IDkA - Pré 3A,25/09/2006,"1,155.818676",-0.1007,1.2720,15.5819,
IDkA - Pré 3A,26/09/2006,"1,159.939187",0.3565,1.6330,15.9939,
IDkA - Pré 3A,27/09/2006,"1,159.206525",-0.0632,1.5688,15.9207,
IDkA - Pré 3A,28/09/2006,"1,158.823239",-0.0331,1.5352,15.8823,
IDkA - Pré 3A,29/09/2006,"1,161.406716",0.2229,1.7616,16.1407,
IDkA - Pré 3A,02/10/2006,"1,167.908112",0.5598,0.5598,16.7908,
IDkA - Pré 3A,03/10/2006,"1,167.480252",-0.0366,0.5229,16.7480,
IDkA - Pré 3A,04/10/2006,"1,171.652195",0.3573,0.8822,17.1652,
IDkA - Pré 3A,05/10/2006,"1,173.625824",0.1684,1.0521,17.3626,
IDkA - Pré 3A,06/10/2006,"1,175.712986",0.1778,1.2318,17.5713,
IDkA - Pré 3A,09/10/2006,"1,177.830460",0.1801,1.4141,17.7830,
IDkA - Pré 3A,10/10/2006,"1,180.155726",0.1974,1.6143,18.0156,
IDkA - Pré 3A,11/10/2006,"1,179.031942",-0.0952,1.5176,17.9032,
IDkA - Pré 3A,13/10/2006,"1,182.207148",0.2693,1.7910,18.2207,
IDkA - Pré 3A,16/10/2006,"1,182.628426",0.0356,1.8272,18.2628,
IDkA - Pré 3A,17/10/2006,"1,182.482587",-0.0123,1.8147,18.2483,
IDkA - Pré 3A,18/10/2006,"1,181.942254",-0.0457,1.7682,18.1942,
IDkA - Pré 3A,19/10/2006,"1,183.694685",0.1483,1.9190,18.3695,
IDkA - Pré 3A,20/10/2006,"1,185.617408",0.1624,2.0846,18.5617,
IDkA - Pré 3A,23/10/2006,"1,184.792393",-0.0696,2.0136,18.4792,
IDkA - Pré 3A,24/10/2006,"1,183.356043",-0.1212,1.8899,18.3356,
IDkA - Pré 3A,25/10/2006,"1,185.264691",0.1613,2.0542,18.5265,
IDkA - Pré 3A,26/10/2006,"1,187.983102",0.2294,2.2883,18.7983,
IDkA - Pré 3A,27/10/2006,"1,191.705895",0.3134,2.6088,19.1706,
IDkA - Pré 3A,30/10/2006,"1,189.625066",-0.1746,2.4297,18.9625,
IDkA - Pré 3A,31/10/2006,"1,192.543621",0.2453,2.6810,19.2544,
IDkA - Pré 3A,01/11/2006,"1,196.775731",0.3549,0.3549,19.6776,
IDkA - Pré 3A,03/11/2006,"1,200.396285",0.3025,0.6585,20.0396,
IDkA - Pré 3A,06/11/2006,"1,199.928833",-0.0389,0.6193,19.9929,
IDkA - Pré 3A,07/11/2006,"1,201.316171",0.1156,0.7356,20.1316,
IDkA - Pré 3A,08/11/2006,"1,198.823140",-0.2075,0.5266,19.8823,
IDkA - Pré 3A,09/11/2006,"1,197.646989",-0.0981,0.4279,19.7647,
IDkA - Pré 3A,10/11/2006,"1,199.463826",0.1517,0.5803,19.9464,
IDkA - Pré 3A,13/11/2006,"1,200.911004",0.1207,0.7016,20.0911,
IDkA - Pré 3A,14/11/2006,"1,204.652460",0.3116,1.0154,20.4652,
IDkA - Pré 3A,16/11/2006,"1,204.756618",0.0086,1.0241,20.4757,
IDkA - Pré 3A,17/11/2006,"1,201.625427",-0.2599,0.7615,20.1625,
IDkA - Pré 3A,20/11/2006,"1,202.211621",0.0488,0.8107,20.2212,
IDkA - Pré 3A,21/11/2006,"1,205.540217",0.2769,1.0898,20.5540,
IDkA - Pré 3A,22/11/2006,"1,207.138929",0.1326,1.2239,20.7139,
IDkA - Pré 3A,23/11/2006,"1,207.834697",0.0576,1.2822,20.7835,
IDkA - Pré 3A,24/11/2006,"1,209.006915",0.0971,1.3805,20.9007,
IDkA - Pré 3A,27/11/2006,"1,207.501936",-0.1245,1.2543,20.7502,
IDkA - Pré 3A,28/11/2006,"1,210.619825",0.2582,1.5158,21.0620,
IDkA - Pré 3A,29/11/2006,"1,212.685002",0.1706,1.6889,21.2685,
IDkA - Pré 3A,30/11/2006,"1,214.450254",0.1456,1.8370,21.4450,
IDkA - Pré 3A,01/12/2006,"1,215.621577",0.0964,0.0964,21.5622,
IDkA - Pré 3A,04/12/2006,"1,215.621830",0.0000,0.0965,21.5622,
IDkA - Pré 3A,05/12/2006,"1,219.370857",0.3084,0.4052,21.9371,
IDkA - Pré 3A,06/12/2006,"1,221.416628",0.1678,0.5736,22.1417,
IDkA - Pré 3A,07/12/2006,"1,224.437789",0.2473,0.8224,22.4438,
IDkA - Pré 3A,08/12/2006,"1,228.451971",0.3278,1.1529,22.8452,
IDkA - Pré 3A,11/12/2006,"1,232.644927",0.3413,1.4982,23.2645,
IDkA - Pré 3A,12/12/2006,"1,231.741879",-0.0733,1.4238,23.1742,
IDkA - Pré 3A,13/12/2006,"1,234.563577",0.2291,1.6562,23.4564,
IDkA - Pré 3A,14/12/2006,"1,237.340803",0.2250,1.8848,23.7341,
IDkA - Pré 3A,15/12/2006,"1,240.742964",0.2750,2.1650,24.0743,
IDkA - Pré 3A,18/12/2006,"1,242.984463",0.1807,2.3496,24.2984,
IDkA - Pré 3A,19/12/2006,"1,242.183414",-0.0644,2.2836,24.2183,
IDkA - Pré 3A,20/12/2006,"1,243.593053",0.1135,2.3997,24.3593,
IDkA - Pré 3A,21/12/2006,"1,243.453968",-0.0112,2.3882,24.3454,
IDkA - Pré 3A,22/12/2006,"1,244.590071",0.0914,2.4818,24.4590,
IDkA - Pré 3A,26/12/2006,"1,246.141042",0.1246,2.6095,24.6141,
IDkA - Pré 3A,27/12/2006,"1,248.038424",0.1523,2.7657,24.8038,
IDkA - Pré 3A,28/12/2006,"1,250.876640",0.2274,2.9994,25.0877,
IDkA - Pré 3A,29/12/2006,"1,251.453342",0.0461,3.0469,25.1453,
IDkA - Pré 3A,02/01/2007,"1,258.620502",0.5727,0.5727,0.5727,25.8360
IDkA - Pré 3A,03/01/2007,"1,258.641134",0.0016,0.5744,0.5744,25.7228
IDkA - Pré 3A,04/01/2007,"1,255.876381",-0.2197,0.3534,0.3534,24.7202
IDkA - Pré 3A,05/01/2007,"1,254.006628",-0.1489,0.2040,0.2040,24.4081
IDkA - Pré 3A,08/01/2007,"1,252.111170",-0.1512,0.0526,0.0526,24.1265
IDkA - Pré 3A,09/01/2007,"1,251.864770",-0.0197,0.0329,0.0329,23.9900
IDkA - Pré 3A,10/01/2007,"1,253.680328",0.1450,0.1780,0.1780,23.9503
IDkA - Pré 3A,11/01/2007,"1,254.975798",0.1033,0.2815,0.2815,23.8450
IDkA - Pré 3A,12/01/2007,"1,253.155039",-0.1451,0.1360,0.1360,23.4345
IDkA - Pré 3A,15/01/2007,"1,251.654547",-0.1197,0.0161,0.0161,22.9568
IDkA - Pré 3A,16/01/2007,"1,253.565773",0.1527,0.1688,0.1688,22.5401
IDkA - Pré 3A,17/01/2007,"1,255.679165",0.1686,0.3377,0.3377,22.8826
IDkA - Pré 3A,18/01/2007,"1,259.323291",0.2902,0.6289,0.6289,23.4803
IDkA - Pré 3A,19/01/2007,"1,260.628968",0.1037,0.7332,0.7332,23.3866
IDkA - Pré 3A,22/01/2007,"1,262.113453",0.1178,0.8518,0.8518,23.4556
IDkA - Pré 3A,23/01/2007,"1,262.191758",0.0062,0.8581,0.8581,23.8654
IDkA - Pré 3A,24/01/2007,"1,262.566825",0.0297,0.8880,0.8880,23.9037
IDkA - Pré 3A,25/01/2007,"1,263.167791",0.0476,0.9361,0.9361,23.8854
IDkA - Pré 3A,26/01/2007,"1,260.259928",-0.2302,0.7037,0.7037,23.1701
IDkA - Pré 3A,29/01/2007,"1,262.292047",0.1612,0.8661,0.8661,23.1155
IDkA - Pré 3A,30/01/2007,"1,262.835078",0.0430,0.9095,0.9095,22.9986
IDkA - Pré 3A,31/01/2007,"1,266.387658",0.2813,1.1934,1.1934,23.2909
IDkA - Pré 3A,01/02/2007,"1,267.928555",0.1217,0.1217,1.3165,23.4735
IDkA - Pré 3A,02/02/2007,"1,268.563546",0.0501,0.1718,1.3672,23.3486
IDkA - Pré 3A,05/02/2007,"1,271.593993",0.2389,0.4111,1.6094,23.1559
IDkA - Pré 3A,06/02/2007,"1,272.376905",0.0616,0.4729,1.6719,22.6508
IDkA - Pré 3A,07/02/2007,"1,273.207615",0.0653,0.5385,1.7383,22.7024
IDkA - Pré 3A,08/02/2007,"1,273.926405",0.0565,0.5953,1.7958,22.4951
IDkA - Pré 3A,09/02/2007,"1,275.775183",0.1451,0.7413,1.9435,22.2721
IDkA - Pré 3A,12/02/2007,"1,278.444360",0.2092,0.9521,2.1568,21.8068
IDkA - Pré 3A,13/02/2007,"1,279.452036",0.0788,1.0316,2.2373,21.2118
IDkA - Pré 3A,14/02/2007,"1,283.879179",0.3460,1.3812,2.5911,21.5734
IDkA - Pré 3A,15/02/2007,"1,286.150947",0.1769,1.5606,2.7726,22.0019
IDkA - Pré 3A,16/02/2007,"1,286.448520",0.0231,1.5841,2.7964,21.3808
IDkA - Pré 3A,21/02/2007,"1,290.715044",0.3317,1.9210,3.1373,21.8023
IDkA - Pré 3A,22/02/2007,"1,293.403064",0.2083,2.1333,3.3521,21.7305
IDkA - Pré 3A,23/02/2007,"1,290.857836",-0.1968,1.9323,3.1487,21.5187
IDkA - Pré 3A,26/02/2007,"1,293.359936",0.1938,2.1299,3.3486,21.8928
IDkA - Pré 3A,27/02/2007,"1,286.379794",-0.5397,1.5787,2.7909,21.2350
IDkA - Pré 3A,28/02/2007,"1,287.521203",0.0887,1.6688,2.8821,21.3425
IDkA - Pré 3A,01/03/2007,"1,284.514407",-0.2335,-0.2335,2.6418,20.5436
IDkA - Pré 3A,02/03/2007,"1,281.816762",-0.2100,-0.4431,2.4263,19.9891
IDkA - Pré 3A,05/03/2007,"1,281.818961",0.0002,-0.4429,2.4264,19.9044
IDkA - Pré 3A,06/03/2007,"1,290.513412",0.6783,0.2324,3.1212,21.0769
IDkA - Pré 3A,07/03/2007,"1,292.700514",0.1695,0.4023,3.2959,22.0176
IDkA - Pré 3A,08/03/2007,"1,292.761834",0.0047,0.4070,3.3008,22.6459
IDkA - Pré 3A,09/03/2007,"1,295.755692",0.2316,0.6396,3.5401,22.6475
IDkA - Pré 3A,12/03/2007,"1,298.973849",0.2484,0.8895,3.7972,22.4941
IDkA - Pré 3A,13/03/2007,"1,294.643595",-0.3334,0.5532,3.4512,21.9323
IDkA - Pré 3A,14/03/2007,"1,297.634787",0.2310,0.7855,3.6902,22.0033
IDkA - Pré 3A,15/03/2007,"1,298.711095",0.0829,0.8691,3.7762,21.5214
IDkA - Pré 3A,16/03/2007,"1,298.227194",-0.0373,0.8315,3.7376,21.4337
IDkA - Pré 3A,19/03/2007,"1,300.873671",0.2039,1.0371,3.9490,21.7274
IDkA - Pré 3A,20/03/2007,"1,301.741832",0.0667,1.1045,4.0184,22.1454
IDkA - Pré 3A,21/03/2007,"1,307.451434",0.4386,1.5480,4.4746,23.4136
IDkA - Pré 3A,22/03/2007,"1,309.275004",0.1395,1.6896,4.6204,23.0734
IDkA - Pré 3A,23/03/2007,"1,308.494370",-0.0596,1.6290,4.5580,23.2903
IDkA - Pré 3A,26/03/2007,"1,309.522436",0.0786,1.7088,4.6401,23.6197
IDkA - Pré 3A,27/03/2007,"1,310.153869",0.0482,1.7578,4.6906,24.3302
IDkA - Pré 3A,28/03/2007,"1,309.342585",-0.0619,1.6948,4.6258,24.5455
IDkA - Pré 3A,29/03/2007,"1,311.440459",0.1602,1.8578,4.7934,24.2550
IDkA - Pré 3A,30/03/2007,"1,314.562247",0.2380,2.1002,5.0428,24.2666
IDkA - Pré 3A,02/04/2007,"1,316.738864",0.1656,0.1656,5.2168,24.1875
