Índice,Data de Referência,Número Índice,Variação Diária (%),Variação no Mês (%),Variação no Ano (%),Variação 12 Meses (%)
IDkA - Pré 3M,30/12/2005,"1,000.000000",,,,
IDkA - Pré 3M,02/01/2006,"1,000.710558",0.0711,0.0711,0.0711,
IDkA - Pré 3M,03/01/2006,"1,001.426516",0.0715,0.1427,0.1427,
IDkA - Pré 3M,04/01/2006,"1,002.243577",0.0816,0.2244,0.2244,
IDkA - Pré 3M,05/01/2006,"1,002.882549",0.0638,0.2883,0.2883,
IDkA - Pré 3M,06/01/2006,"1,003.563403",0.0679,0.3563,0.3563,
IDkA - Pré 3M,09/01/2006,"1,004.180880",0.0615,0.4181,0.4181,
IDkA - Pré 3M,10/01/2006,"1,004.974668",0.0790,0.4975,0.4975,
IDkA - Pré 3M,11/01/2006,"1,005.585310",0.0608,0.5585,0.5585,
IDkA - Pré 3M,12/01/2006,"1,006.314125",0.0725,0.6314,0.6314,
IDkA - Pré 3M,13/01/2006,"1,006.949804",0.0632,0.6950,0.6950,
IDkA - Pré 3M,16/01/2006,"1,007.656294",0.0702,0.7656,0.7656,
IDkA - Pré 3M,17/01/2006,"1,008.340293",0.0679,0.8340,0.8340,
IDkA - Pré 3M,18/01/2006,"1,008.927465",0.0582,0.8927,0.8927,
IDkA - Pré 3M,19/01/2006,"1,009.917239",0.0981,0.9917,0.9917,
IDkA - Pré 3M,20/01/2006,"1,010.583719",0.0660,1.0584,1.0584,
IDkA - Pré 3M,23/01/2006,"1,011.178475",0.0589,1.1178,1.1178,
IDkA - Pré 3M,24/01/2006,"1,011.808488",0.0623,1.1808,1.1808,
IDkA - Pré 3M,25/01/2006,"1,012.439179",0.0623,1.2439,1.2439,
IDkA - Pré 3M,26/01/2006,"1,013.091018",0.0644,1.3091,1.3091,
IDkA - Pré 3M,27/01/2006,"1,013.739811",0.0640,1.3740,1.3740,
IDkA - Pré 3M,30/01/2006,"1,014.405879",0.0657,1.4406,1.4406,
IDkA - Pré 3M,31/01/2006,"1,015.099239",0.0684,1.5099,1.5099,
IDkA - Pré 3M,01/02/2006,"1,015.749094",0.0640,0.0640,1.5749,
IDkA - Pré 3M,02/02/2006,"1,016.417699",0.0658,0.1299,1.6418,
IDkA - Pré 3M,03/02/2006,"1,017.066411",0.0638,0.1938,1.7066,
IDkA - Pré 3M,06/02/2006,"1,017.723812",0.0646,0.2586,1.7724,
IDkA - Pré 3M,07/02/2006,"1,018.312701",0.0579,0.3166,1.8313,
IDkA - Pré 3M,08/02/2006,"1,019.028693",0.0703,0.3871,1.9029,
IDkA - Pré 3M,09/02/2006,"1,019.657131",0.0617,0.4490,1.9657,
IDkA - Pré 3M,10/02/2006,"1,020.308324",0.0639,0.5132,2.0308,
IDkA - Pré 3M,13/02/2006,"1,020.985839",0.0664,0.5799,2.0986,
IDkA - Pré 3M,14/02/2006,"1,021.628926",0.0630,0.6433,2.1629,
IDkA - Pré 3M,15/02/2006,"1,022.285746",0.0643,0.7080,2.2286,
IDkA - Pré 3M,16/02/2006,"1,022.983556",0.0683,0.7767,2.2984,
IDkA - Pré 3M,17/02/2006,"1,023.713376",0.0713,0.8486,2.3713,
IDkA - Pré 3M,20/02/2006,"1,024.410666",0.0681,0.9173,2.4411,
IDkA - Pré 3M,21/02/2006,"1,025.072142",0.0646,0.9825,2.5072,
IDkA - Pré 3M,22/02/2006,"1,025.726909",0.0639,1.0470,2.5727,
IDkA - Pré 3M,23/02/2006,"1,026.389805",0.0646,1.1123,2.6390,
IDkA - Pré 3M,24/02/2006,"1,026.986383",0.0581,1.1710,2.6986,
IDkA - Pré 3M,01/03/2006,"1,027.729389",0.0723,0.0723,2.7729,
IDkA - Pré 3M,02/03/2006,"1,028.417438",0.0669,0.1393,2.8417,
IDkA - Pré 3M,03/03/2006,"1,029.068440",0.0633,0.2027,2.9068,
IDkA - Pré 3M,06/03/2006,"1,029.692916",0.0607,0.2635,2.9693,
IDkA - Pré 3M,07/03/2006,"1,030.243658",0.0535,0.3172,3.0244,
IDkA - Pré 3M,08/03/2006,"1,030.802334",0.0542,0.3716,3.0802,
IDkA - Pré 3M,09/03/2006,"1,031.636567",0.0809,0.4528,3.1637,
IDkA - Pré 3M,10/03/2006,"1,032.274877",0.0619,0.5150,3.2275,
IDkA - Pré 3M,13/03/2006,"1,032.918908",0.0624,0.5777,3.2919,
IDkA - Pré 3M,14/03/2006,"1,033.579524",0.0640,0.6420,3.3580,
IDkA - Pré 3M,15/03/2006,"1,034.292512",0.0690,0.7114,3.4293,
IDkA - Pré 3M,16/03/2006,"1,034.845832",0.0535,0.7653,3.4846,
IDkA - Pré 3M,17/03/2006,"1,035.429428",0.0564,0.8221,3.5429,
IDkA - Pré 3M,20/03/2006,"1,036.017598",0.0568,0.8794,3.6018,
IDkA - Pré 3M,21/03/2006,"1,036.561456",0.0525,0.9323,3.6561,
IDkA - Pré 3M,22/03/2006,"1,037.243682",0.0658,0.9988,3.7244,
IDkA - Pré 3M,23/03/2006,"1,037.838316",0.0573,1.0567,3.7838,
IDkA - Pré 3M,24/03/2006,"1,038.508166",0.0645,1.1219,3.8508,
IDkA - Pré 3M,27/03/2006,"1,039.137699",0.0606,1.1832,3.9138,
IDkA - Pré 3M,28/03/2006,"1,039.814042",0.0651,1.2491,3.9814,
IDkA - Pré 3M,29/03/2006,"1,040.410995",0.0574,1.3072,4.0411,
IDkA - Pré 3M,30/03/2006,"1,041.063452",0.0627,1.3707,4.1063,
IDkA - Pré 3M,31/03/2006,"1,041.733890",0.0644,1.4360,4.1734,
IDkA - Pré 3M,03/04/2006,"1,042.397685",0.0637,0.0637,4.2398,
IDkA - Pré 3M,04/04/2006,"1,043.082829",0.0657,0.1295,4.3083,
IDkA - Pré 3M,05/04/2006,"1,043.770595",0.0659,0.1955,4.3771,
IDkA - Pré 3M,06/04/2006,"1,044.401593",0.0605,0.2561,4.4402,
IDkA - Pré 3M,07/04/2006,"1,044.996173",0.0569,0.3132,4.4996,
IDkA - Pré 3M,10/04/2006,"1,045.623212",0.0600,0.3734,4.5623,
IDkA - Pré 3M,11/04/2006,"1,046.237507",0.0587,0.4323,4.6238,
IDkA - Pré 3M,12/04/2006,"1,046.959368",0.0690,0.5016,4.6959,
IDkA - Pré 3M,13/04/2006,"1,047.646961",0.0657,0.5676,4.7647,
IDkA - Pré 3M,17/04/2006,"1,048.265864",0.0591,0.6270,4.8266,
IDkA - Pré 3M,18/04/2006,"1,049.015583",0.0715,0.6990,4.9016,
IDkA - Pré 3M,19/04/2006,"1,049.659537",0.0614,0.7608,4.9660,
IDkA - Pré 3M,20/04/2006,"1,050.248604",0.0561,0.8174,5.0249,
IDkA - Pré 3M,24/04/2006,"1,050.772825",0.0499,0.8677,5.0773,
IDkA - Pré 3M,25/04/2006,"1,051.403149",0.0600,0.9282,5.1403,
IDkA - Pré 3M,26/04/2006,"1,052.085807",0.0649,0.9937,5.2086,
IDkA - Pré 3M,27/04/2006,"1,052.621478",0.0509,1.0451,5.2621,
IDkA - Pré 3M,28/04/2006,"1,053.242442",0.0590,1.1047,5.3242,
IDkA - Pré 3M,02/05/2006,"1,053.875070",0.0601,0.0601,5.3875,
IDkA - Pré 3M,03/05/2006,"1,054.461323",0.0556,0.1157,5.4461,
IDkA - Pré 3M,04/05/2006,"1,055.034281",0.0543,0.1701,5.5034,
IDkA - Pré 3M,05/05/2006,"1,055.610803",0.0546,0.2249,5.5611,
IDkA - Pré 3M,08/05/2006,"1,056.217473",0.0575,0.2825,5.6217,
IDkA - Pré 3M,09/05/2006,"1,056.873719",0.0621,0.3448,5.6874,
IDkA - Pré 3M,10/05/2006,"1,057.492804",0.0586,0.4036,5.7493,
IDkA - Pré 3M,11/05/2006,"1,058.077035",0.0552,0.4590,5.8077,
IDkA - Pré 3M,12/05/2006,"1,058.648399",0.0540,0.5133,5.8648,
IDkA - Pré 3M,15/05/2006,"1,059.222695",0.0542,0.5678,5.9223,
IDkA - Pré 3M,16/05/2006,"1,059.853992",0.0596,0.6277,5.9854,
IDkA - Pré 3M,17/05/2006,"1,060.425301",0.0539,0.6820,6.0425,
IDkA - Pré 3M,18/05/2006,"1,061.055335",0.0594,0.7418,6.1055,
IDkA - Pré 3M,19/05/2006,"1,061.648028",0.0559,0.7981,6.1648,
IDkA - Pré 3M,22/05/2006,"1,062.058991",0.0387,0.8371,6.2059,
IDkA - Pré 3M,23/05/2006,"1,062.591441",0.0501,0.8876,6.2591,
IDkA - Pré 3M,24/05/2006,"1,062.706774",0.0109,0.8986,6.2707,
IDkA - Pré 3M,25/05/2006,"1,063.675394",0.0911,0.9906,6.3675,
IDkA - Pré 3M,26/05/2006,"1,064.392146",0.0674,1.0586,6.4392,
IDkA - Pré 3M,29/05/2006,"1,064.902420",0.0479,1.1071,6.4902,
IDkA - Pré 3M,30/05/2006,"1,065.549406",0.0608,1.1685,6.5549,
IDkA - Pré 3M,31/05/2006,"1,066.418037",0.0815,1.2510,6.6418,
IDkA - Pré 3M,01/06/2006,"1,067.295351",0.0823,0.0823,6.7295,
IDkA - Pré 3M,02/06/2006,"1,067.892340",0.0559,0.1382,6.7892,
IDkA - Pré 3M,05/06/2006,"1,068.504175",0.0573,0.1956,6.8504,
IDkA - Pré 3M,06/06/2006,"1,069.096777",0.0555,0.2512,6.9097,
IDkA - Pré 3M,07/06/2006,"1,069.729692",0.0592,0.3105,6.9730,
IDkA - Pré 3M,08/06/2006,"1,070.426629",0.0652,0.3759,7.0427,
IDkA - Pré 3M,09/06/2006,"1,071.061524",0.0593,0.4354,7.1062,
IDkA - Pré 3M,12/06/2006,"1,071.680851",0.0578,0.4935,7.1681,
IDkA - Pré 3M,13/06/2006,"1,072.272883",0.0552,0.5490,7.2273,
IDkA - Pré 3M,14/06/2006,"1,072.839577",0.0528,0.6022,7.2840,
IDkA - Pré 3M,16/06/2006,"1,073.470715",0.0588,0.6613,7.3471,
IDkA - Pré 3M,19/06/2006,"1,074.043725",0.0534,0.7151,7.4044,
IDkA - Pré 3M,20/06/2006,"1,074.622251",0.0539,0.7693,7.4622,
IDkA - Pré 3M,21/06/2006,"1,075.248111",0.0582,0.8280,7.5248,
IDkA - Pré 3M,22/06/2006,"1,075.842552",0.0553,0.8838,7.5843,
IDkA - Pré 3M,23/06/2006,"1,076.425614",0.0542,0.9384,7.6426,
IDkA - Pré 3M,26/06/2006,"1,077.080957",0.0609,0.9999,7.7081,
IDkA - Pré 3M,27/06/2006,"1,077.695593",0.0571,1.0575,7.7696,
IDkA - Pré 3M,28/06/2006,"1,078.311891",0.0572,1.1153,7.8312,
IDkA - Pré 3M,29/06/2006,"1,078.966578",0.0607,1.1767,7.8967,
IDkA - Pré 3M,30/06/2006,"1,079.546173",0.0537,1.2310,7.9546,
IDkA - Pré 3M,03/07/2006,"1,080.156154",0.0565,0.0565,8.0156,
IDkA - Pré 3M,04/07/2006,"1,080.792627",0.0589,0.1155,8.0793,
IDkA - Pré 3M,05/07/2006,"1,081.291082",0.0461,0.1616,8.1291,
IDkA - Pré 3M,06/07/2006,"1,081.893543",0.0557,0.2174,8.1894,
IDkA - Pré 3M,07/07/2006,"1,082.531235",0.0589,0.2765,8.2531,
IDkA - Pré 3M,10/07/2006,"1,083.221568",0.0638,0.3405,8.3222,
IDkA - Pré 3M,11/07/2006,"1,083.807610",0.0541,0.3947,8.3808,
IDkA - Pré 3M,12/07/2006,"1,084.447381",0.0590,0.4540,8.4447,
IDkA - Pré 3M,13/07/2006,"1,085.033511",0.0540,0.5083,8.5034,
IDkA - Pré 3M,14/07/2006,"1,085.633821",0.0553,0.5639,8.5634,
IDkA - Pré 3M,17/07/2006,"1,086.327609",0.0639,0.6282,8.6328,
IDkA - Pré 3M,18/07/2006,"1,086.952575",0.0575,0.6861,8.6953,
IDkA - Pré 3M,19/07/2006,"1,087.604939",0.0600,0.7465,8.7605,
IDkA - Pré 3M,20/07/2006,"1,088.319174",0.0657,0.8127,8.8319,
IDkA - Pré 3M,21/07/2006,"1,088.895283",0.0529,0.8660,8.8895,
IDkA - Pré 3M,24/07/2006,"1,089.566747",0.0617,0.9282,8.9567,
IDkA - Pré 3M,25/07/2006,"1,090.160480",0.0545,0.9832,9.0160,
IDkA - Pré 3M,26/07/2006,"1,090.735004",0.0527,1.0364,9.0735,
IDkA - Pré 3M,27/07/2006,"1,091.237368",0.0461,1.0830,9.1237,
IDkA - Pré 3M,28/07/2006,"1,091.816501",0.0531,1.1366,9.1817,
IDkA - Pré 3M,31/07/2006,"1,092.406282",0.0540,1.1913,9.2406,
IDkA - Pré 3M,01/08/2006,"1,092.994593",0.0539,0.0539,9.2995,
IDkA - Pré 3M,02/08/2006,"1,093.565011",0.0522,0.1061,9.3565,
IDkA - Pré 3M,03/08/2006,"1,094.154477",0.0539,0.1600,9.4154,
IDkA - Pré 3M,04/08/2006,"1,094.767205",0.0560,0.2161,9.4767,
IDkA - Pré 3M,07/08/2006,"1,095.402630",0.0580,0.2743,9.5403,
IDkA - Pré 3M,08/08/2006,"1,095.990667",0.0537,0.3281,9.5991,
IDkA - Pré 3M,09/08/2006,"1,096.582902",0.0540,0.3823,9.6583,
IDkA - Pré 3M,10/08/2006,"1,097.179768",0.0544,0.4370,9.7180,
IDkA - Pré 3M,11/08/2006,"1,097.773187",0.0541,0.4913,9.7773,
IDkA - Pré 3M,14/08/2006,"1,098.360131",0.0535,0.5450,9.8360,
IDkA - Pré 3M,15/08/2006,"1,098.895331",0.0487,0.5940,9.8895,
IDkA - Pré 3M,16/08/2006,"1,099.511443",0.0561,0.6504,9.9511,
IDkA - Pré 3M,17/08/2006,"1,100.143930",0.0575,0.7083,10.0144,
IDkA - Pré 3M,18/08/2006,"1,100.734089",0.0536,0.7623,10.0734,
IDkA - Pré 3M,21/08/2006,"1,101.365184",0.0573,0.8201,10.1365,
IDkA - Pré 3M,22/08/2006,"1,101.961970",0.0542,0.8747,10.1962,
IDkA - Pré 3M,23/08/2006,"1,102.514022",0.0501,0.9253,10.2514,
IDkA - Pré 3M,24/08/2006,"1,103.136401",0.0565,0.9822,10.3136,
IDkA - Pré 3M,25/08/2006,"1,103.785875",0.0589,1.0417,10.3786,
IDkA - Pré 3M,28/08/2006,"1,104.460389",0.0611,1.1034,10.4460,
IDkA - Pré 3M,29/08/2006,"1,105.109411",0.0588,1.1629,10.5109,
IDkA - Pré 3M,30/08/2006,"1,105.722028",0.0554,1.2189,10.5722,
IDkA - Pré 3M,31/08/2006,"1,106.741012",0.0922,1.3122,10.6741,
IDkA - Pré 3M,01/09/2006,"1,107.362978",0.0562,0.0562,10.7363,
IDkA - Pré 3M,04/09/2006,"1,107.999827",0.0575,0.1137,10.8000,
IDkA - Pré 3M,05/09/2006,"1,108.561161",0.0507,0.1645,10.8561,
IDkA - Pré 3M,06/09/2006,"1,109.239982",0.0612,0.2258,10.9240,
IDkA - Pré 3M,08/09/2006,"1,109.885888",0.0582,0.2842,10.9886,
IDkA - Pré 3M,11/09/2006,"1,110.416343",0.0478,0.3321,11.0416,
IDkA - Pré 3M,12/09/2006,"1,111.041170",0.0563,0.3885,11.1041,
IDkA - Pré 3M,13/09/2006,"1,111.635198",0.0535,0.4422,11.1635,
IDkA - Pré 3M,14/09/2006,"1,112.242089",0.0546,0.4971,11.2242,
IDkA - Pré 3M,15/09/2006,"1,112.877530",0.0571,0.5545,11.2878,
IDkA - Pré 3M,18/09/2006,"1,113.472561",0.0535,0.6082,11.3473,
IDkA - Pré 3M,19/09/2006,"1,114.098007",0.0562,0.6647,11.4098,
IDkA - Pré 3M,20/09/2006,"1,114.661687",0.0506,0.7157,11.4662,
IDkA - Pré 3M,21/09/2006,"1,115.183082",0.0468,0.7628,11.5183,
IDkA - Pré 3M,22/09/2006,"1,115.832784",0.0583,0.8215,11.5833,
IDkA - Pré 3M,25/09/2006,"1,116.462756",0.0565,0.8784,11.6463,
IDkA - Pré 3M,26/09/2006,"1,117.043311",0.0520,0.9309,11.7043,
IDkA - Pré 3M,27/09/2006,"1,117.651473",0.0544,0.9858,11.7651,
IDkA - Pré 3M,28/09/2006,"1,118.248163",0.0534,1.0397,11.8248,
IDkA - Pré 3M,29/09/2006,"1,118.827245",0.0518,1.0921,11.8827,
IDkA - Pré 3M,02/10/2006,"1,119.462555",0.0568,0.0568,11.9463,
IDkA - Pré 3M,03/10/2006,"1,120.064138",0.0537,0.1106,12.0064,
IDkA - Pré 3M,04/10/2006,"1,120.701075",0.0569,0.1675,12.0701,
IDkA - Pré 3M,05/10/2006,"1,121.313186",0.0546,0.2222,12.1313,
IDkA - Pré 3M,06/10/2006,"1,121.888431",0.0513,0.2736,12.1888,
IDkA - Pré 3M,09/10/2006,"1,122.499977",0.0545,0.3283,12.2500,
IDkA - Pré 3M,10/10/2006,"1,123.086015",0.0522,0.3806,12.3086,
IDkA - Pré 3M,11/10/2006,"1,123.661983",0.0513,0.4321,12.3662,
IDkA - Pré 3M,13/10/2006,"1,124.325151",0.0590,0.4914,12.4325,
IDkA - Pré 3M,16/10/2006,"1,124.901325",0.0512,0.5429,12.4901,
IDkA - Pré 3M,17/10/2006,"1,125.467301",0.0503,0.5935,12.5467,
IDkA - Pré 3M,18/10/2006,"1,126.021294",0.0492,0.6430,12.6021,
IDkA - Pré 3M,19/10/2006,"1,126.794881",0.0687,0.7121,12.6795,
IDkA - Pré 3M,20/10/2006,"1,127.391195",0.0529,0.7654,12.7391,
IDkA - Pré 3M,23/10/2006,"1,128.015123",0.0553,0.8212,12.8015,
IDkA - Pré 3M,24/10/2006,"1,128.585507",0.0506,0.8722,12.8586,
IDkA - Pré 3M,25/10/2006,"1,129.199081",0.0544,0.9270,12.9199,
IDkA - Pré 3M,26/10/2006,"1,129.759628",0.0496,0.9771,12.9760,
IDkA - Pré 3M,27/10/2006,"1,130.331156",0.0506,1.0282,13.0331,
IDkA - Pré 3M,30/10/2006,"1,130.941954",0.0540,1.0828,13.0942,
IDkA - Pré 3M,31/10/2006,"1,131.498665",0.0492,1.1326,13.1499,
IDkA - Pré 3M,01/11/2006,"1,132.044794",0.0483,0.0483,13.2045,
IDkA - Pré 3M,03/11/2006,"1,132.624954",0.0512,0.0995,13.2625,
IDkA - Pré 3M,06/11/2006,"1,133.195892",0.0504,0.1500,13.3196,
IDkA - Pré 3M,07/11/2006,"1,133.778406",0.0514,0.2015,13.3778,
IDkA - Pré 3M,08/11/2006,"1,134.309570",0.0468,0.2484,13.4310,
IDkA - Pré 3M,09/11/2006,"1,134.841614",0.0469,0.2954,13.4842,
IDkA - Pré 3M,10/11/2006,"1,135.445230",0.0532,0.3488,13.5445,
IDkA - Pré 3M,13/11/2006,"1,136.035351",0.0520,0.4009,13.6035,
IDkA - Pré 3M,14/11/2006,"1,136.664232",0.0554,0.4565,13.6664,
IDkA - Pré 3M,16/11/2006,"1,137.208352",0.0479,0.5046,13.7208,
IDkA - Pré 3M,17/11/2006,"1,137.735608",0.0464,0.5512,13.7736,
IDkA - Pré 3M,20/11/2006,"1,138.299880",0.0496,0.6011,13.8300,
IDkA - Pré 3M,21/11/2006,"1,138.896189",0.0524,0.6538,13.8896,
IDkA - Pré 3M,22/11/2006,"1,139.517155",0.0545,0.7087,13.9517,
IDkA - Pré 3M,23/11/2006,"1,140.095590",0.0508,0.7598,14.0096,
IDkA - Pré 3M,24/11/2006,"1,140.713843",0.0542,0.8144,14.0714,
IDkA - Pré 3M,27/11/2006,"1,141.293265",0.0508,0.8656,14.1293,
IDkA - Pré 3M,28/11/2006,"1,141.971580",0.0594,0.9256,14.1972,
IDkA - Pré 3M,29/11/2006,"1,142.549035",0.0506,0.9766,14.2549,
IDkA - Pré 3M,30/11/2006,"1,143.342411",0.0694,1.0467,14.3342,
IDkA - Pré 3M,01/12/2006,"1,143.922541",0.0507,0.0507,14.3923,
IDkA - Pré 3M,04/12/2006,"1,144.477316",0.0485,0.0993,14.4477,
IDkA - Pré 3M,05/12/2006,"1,145.080848",0.0527,0.1520,14.5081,
IDkA - Pré 3M,06/12/2006,"1,145.674336",0.0518,0.2040,14.5674,
IDkA - Pré 3M,07/12/2006,"1,146.278129",0.0527,0.2568,14.6278,
IDkA - Pré 3M,08/12/2006,"1,146.850113",0.0499,0.3068,14.6850,
IDkA - Pré 3M,11/12/2006,"1,147.435937",0.0511,0.3580,14.7436,
IDkA - Pré 3M,12/12/2006,"1,147.979180",0.0473,0.4055,14.7979,
IDkA - Pré 3M,13/12/2006,"1,148.549230",0.0497,0.4554,14.8549,
IDkA - Pré 3M,14/12/2006,"1,149.148961",0.0522,0.5079,14.9149,
IDkA - Pré 3M,15/12/2006,"1,149.705352",0.0484,0.5565,14.9705,
IDkA - Pré 3M,18/12/2006,"1,150.294907",0.0513,0.6081,15.0295,
IDkA - Pré 3M,19/12/2006,"1,150.832670",0.0468,0.6551,15.0833,
IDkA - Pré 3M,20/12/2006,"1,151.426488",0.0516,0.7071,15.1426,
IDkA - Pré 3M,21/12/2006,"1,151.987236",0.0487,0.7561,15.1987,
IDkA - Pré 3M,22/12/2006,"1,152.546779",0.0486,0.8050,15.2547,
IDkA - Pré 3M,26/12/2006,"1,153.184290",0.0553,0.8608,15.3184,
IDkA - Pré 3M,27/12/2006,"1,153.777965",0.0515,0.9127,15.3778,
IDkA - Pré 3M,28/12/2006,"1,154.330918",0.0479,0.9611,15.4331,
IDkA - Pré 3M,29/12/2006,"1,154.881716",0.0477,1.0093,15.4882,
IDkA - Pré 3M,02/01/2007,"1,155.432159",0.0477,0.0477,0.0477,15.4612
IDkA - Pré 3M,03/01/2007,"1,156.021299",0.0510,0.0987,0.0987,15.4375
IDkA - Pré 3M,04/01/2007,"1,156.533855",0.0443,0.1431,0.1431,15.3945
IDkA - Pré 3M,05/01/2007,"1,157.108947",0.0497,0.1929,0.1929,15.3783
IDkA - Pré 3M,08/01/2007,"1,157.644246",0.0463,0.2392,0.2392,15.3534
IDkA - Pré 3M,09/01/2007,"1,158.160284",0.0446,0.2839,0.2839,15.3338
IDkA - Pré 3M,10/01/2007,"1,158.735878",0.0497,0.3337,0.3337,15.3000
IDkA - Pré 3M,11/01/2007,"1,159.311544",0.0497,0.3836,0.3836,15.2872
IDkA - Pré 3M,12/01/2007,"1,159.886507",0.0496,0.4334,0.4334,15.2609
IDkA - Pré 3M,15/01/2007,"1,160.430931",0.0469,0.4805,0.4805,15.2422
IDkA - Pré 3M,16/01/2007,"1,161.050585",0.0534,0.5342,0.5342,15.2229
IDkA - Pré 3M,17/01/2007,"1,161.662559",0.0527,0.5871,0.5871,15.2054
IDkA - Pré 3M,18/01/2007,"1,162.246663",0.0503,0.6377,0.6377,15.1963
IDkA - Pré 3M,19/01/2007,"1,162.820535",0.0494,0.6874,0.6874,15.1402
IDkA - Pré 3M,22/01/2007,"1,163.378510",0.0480,0.7357,0.7357,15.1195
IDkA - Pré 3M,23/01/2007,"1,163.942398",0.0485,0.7846,0.7846,15.1075
IDkA - Pré 3M,24/01/2007,"1,164.480607",0.0462,0.8312,0.8312,15.0890
IDkA - Pré 3M,25/01/2007,"1,165.048208",0.0487,0.8803,0.8803,15.0734
IDkA - Pré 3M,26/01/2007,"1,165.352133",0.0261,0.9066,0.9066,15.0294
IDkA - Pré 3M,29/01/2007,"1,165.946884",0.0510,0.9581,0.9581,15.0144
IDkA - Pré 3M,30/01/2007,"1,166.566917",0.0532,1.0118,1.0118,15.0000
IDkA - Pré 3M,31/01/2007,"1,167.125301",0.0479,1.0602,1.0602,14.9765
IDkA - Pré 3M,01/02/2007,"1,167.662379",0.0460,0.0460,1.1067,14.9558
IDkA - Pré 3M,02/02/2007,"1,168.240134",0.0495,0.0955,1.1567,14.9370
IDkA - Pré 3M,05/02/2007,"1,168.759568",0.0445,0.1400,1.2017,14.9148
IDkA - Pré 3M,06/02/2007,"1,169.372788",0.0525,0.1926,1.2548,14.9008
IDkA - Pré 3M,07/02/2007,"1,169.963064",0.0505,0.2431,1.3059,14.8923
IDkA - Pré 3M,08/02/2007,"1,170.524570",0.0480,0.2913,1.3545,14.8667
IDkA - Pré 3M,09/02/2007,"1,171.118283",0.0507,0.3421,1.4059,14.8541
IDkA - Pré 3M,12/02/2007,"1,171.678006",0.0478,0.3901,1.4544,14.8357
IDkA - Pré 3M,13/02/2007,"1,172.254890",0.0492,0.4395,1.5043,14.8160
IDkA - Pré 3M,14/02/2007,"1,172.897345",0.0548,0.4946,1.5600,14.8066
IDkA - Pré 3M,15/02/2007,"1,173.476563",0.0494,0.5442,1.6101,14.7895
IDkA - Pré 3M,16/02/2007,"1,174.050858",0.0489,0.5934,1.6598,14.7673
IDkA - Pré 3M,21/02/2007,"1,174.624398",0.0489,0.6425,1.7095,14.5894
IDkA - Pré 3M,22/02/2007,"1,175.143786",0.0442,0.6870,1.7545,14.5669
IDkA - Pré 3M,23/02/2007,"1,175.683279",0.0459,0.7333,1.8012,14.5455
IDkA - Pré 3M,26/02/2007,"1,176.252614",0.0484,0.7820,1.8505,14.5344
IDkA - Pré 3M,27/02/2007,"1,176.756751",0.0429,0.8252,1.8941,14.5835
IDkA - Pré 3M,28/02/2007,"1,177.276398",0.0442,0.8698,1.9391,14.6341
IDkA - Pré 3M,01/03/2007,"1,177.812109",0.0455,0.0455,1.9855,14.6033
IDkA - Pré 3M,02/03/2007,"1,178.485670",0.0572,0.1027,2.0438,14.5922
IDkA - Pré 3M,05/03/2007,"1,179.066860",0.0493,0.1521,2.0942,14.5761
IDkA - Pré 3M,06/03/2007,"1,179.654441",0.0498,0.2020,2.1450,14.5637
IDkA - Pré 3M,07/03/2007,"1,180.268679",0.0521,0.2542,2.1982,14.5621
IDkA - Pré 3M,08/03/2007,"1,180.720471",0.0383,0.2925,2.2374,14.5438
IDkA - Pré 3M,09/03/2007,"1,181.280519",0.0474,0.3401,2.2858,14.5055
IDkA - Pré 3M,12/03/2007,"1,181.871817",0.0501,0.3903,2.3370,14.4920
IDkA - Pré 3M,13/03/2007,"1,182.410666",0.0456,0.4361,2.3837,14.4727
IDkA - Pré 3M,14/03/2007,"1,182.943334",0.0450,0.4814,2.4298,14.4511
IDkA - Pré 3M,15/03/2007,"1,183.510780",0.0480,0.5296,2.4790,14.4271
IDkA - Pré 3M,16/03/2007,"1,184.049102",0.0455,0.5753,2.5256,14.4179
IDkA - Pré 3M,19/03/2007,"1,184.608454",0.0472,0.6228,2.5740,14.4075
IDkA - Pré 3M,20/03/2007,"1,185.152519",0.0459,0.6690,2.6211,14.3950
IDkA - Pré 3M,21/03/2007,"1,185.681783",0.0447,0.7140,2.6669,14.3861
IDkA - Pré 3M,22/03/2007,"1,186.207613",0.0443,0.7586,2.7125,14.3615
IDkA - Pré 3M,23/03/2007,"1,186.805819",0.0504,0.8094,2.7643,14.3536
IDkA - Pré 3M,26/03/2007,"1,187.362186",0.0469,0.8567,2.8124,14.3334
IDkA - Pré 3M,27/03/2007,"1,187.936531",0.0484,0.9055,2.8622,14.3195
IDkA - Pré 3M,28/03/2007,"1,188.527309",0.0497,0.9557,2.9133,14.3019
IDkA - Pré 3M,29/03/2007,"1,189.108541",0.0489,1.0050,2.9637,14.2922
IDkA - Pré 3M,30/03/2007,"1,189.804006",0.0585,1.0641,3.0239,14.2874
IDkA - Pré 3M,02/04/2007,"1,190.346108",0.0456,0.0456,3.0708,14.2659
IDkA - Pré 3M,03/04/2007,"1,190.996375",0.0546,0.1002,3.1271,14.2555
IDkA - Pré 3M,04/04/2007,"1,191.561275",0.0474,0.1477,3.1760,14.2346
IDkA - Pré 3M,05/04/2007,"1,192.246174",0.0575,0.2053,3.2353,14.2249
IDkA - Pré 3M,09/04/2007,"1,192.829652",0.0489,0.2543,3.2859,14.1468
IDkA - Pré 3M,10/04/2007,"1,193.254054",0.0356,0.2900,3.3226,14.1189
