Índice,Data de Referência,Número Índice,Variação Diária (%),Variação no Mês (%),Variação no Ano (%),Variação 12 Meses (%)
IDkA - Pré 5A,15/02/2006,"1,090.254061",-0.4932,5.0937,9.0254,
IDkA - Pré 5A,16/02/2006,"1,100.365183",0.9274,6.0684,10.0365,
IDkA - Pré 5A,17/02/2006,"1,106.845462",0.5889,6.6930,10.6845,
IDkA - Pré 5A,20/02/2006,"1,106.352950",-0.0445,6.6455,10.6353,
IDkA - Pré 5A,21/02/2006,"1,096.243760",-0.9137,5.6711,9.6244,
IDkA - Pré 5A,22/02/2006,"1,100.396569",0.3788,6.0714,10.0397,
IDkA - Pré 5A,23/02/2006,"1,098.328399",-0.1879,5.8720,9.8328,
IDkA - Pré 5A,24/02/2006,"1,096.031940",-0.2091,5.6507,9.6032,
IDkA - Pré 5A,01/03/2006,"1,101.304679",0.4811,0.4811,10.1305,
IDkA - Pré 5A,02/03/2006,"1,106.034639",0.4295,0.9126,10.6035,
IDkA - Pré 5A,03/03/2006,"1,106.192846",0.0143,0.9271,10.6193,
IDkA - Pré 5A,06/03/2006,"1,098.751415",-0.6727,0.2481,9.8751,
IDkA - Pré 5A,07/03/2006,"1,083.224311",-1.4132,-1.1685,8.3224,
IDkA - Pré 5A,08/03/2006,"1,074.277632",-0.8259,-1.9848,7.4278,
IDkA - Pré 5A,09/03/2006,"1,076.915901",0.2456,-1.7441,7.6916,
IDkA - Pré 5A,10/03/2006,"1,080.829006",0.3634,-1.3871,8.0829,
IDkA - Pré 5A,13/03/2006,"1,080.583238",-0.0227,-1.4095,8.0583,
IDkA - Pré 5A,14/03/2006,"1,082.033657",0.1342,-1.2772,8.2034,
IDkA - Pré 5A,15/03/2006,"1,096.502361",1.3372,0.0429,9.6502,
IDkA - Pré 5A,16/03/2006,"1,095.471965",-0.0940,-0.0511,9.5472,
IDkA - Pré 5A,17/03/2006,"1,094.640696",-0.0759,-0.1269,9.4641,
IDkA - Pré 5A,20/03/2006,"1,089.556484",-0.4645,-0.5908,8.9556,
IDkA - Pré 5A,21/03/2006,"1,078.109675",-1.0506,-1.6352,7.8110,
IDkA - Pré 5A,22/03/2006,"1,088.156498",0.9319,-0.7185,8.8156,
IDkA - Pré 5A,23/03/2006,"1,084.977715",-0.2921,-1.0086,8.4978,
IDkA - Pré 5A,24/03/2006,"1,080.134322",-0.4464,-1.4505,8.0134,
IDkA - Pré 5A,27/03/2006,"1,070.698304",-0.8736,-2.3114,7.0698,
IDkA - Pré 5A,28/03/2006,"1,055.704628",-1.4004,-3.6794,5.5705,
IDkA - Pré 5A,29/03/2006,"1,061.444532",0.5437,-3.1557,6.1445,
IDkA - Pré 5A,30/03/2006,"1,062.058718",0.0579,-3.0997,6.2059,
IDkA - Pré 5A,31/03/2006,"1,064.976636",0.2747,-2.8334,6.4977,
IDkA - Pré 5A,03/04/2006,"1,064.539705",-0.0410,-0.0410,6.4540,
IDkA - Pré 5A,04/04/2006,"1,062.020208",-0.2367,-0.2776,6.2020,
IDkA - Pré 5A,05/04/2006,"1,071.826299",0.9233,0.6432,7.1826,
IDkA - Pré 5A,06/04/2006,"1,073.444826",0.1510,0.7952,7.3445,
IDkA - Pré 5A,07/04/2006,"1,066.552871",-0.6420,0.1480,6.6553,
IDkA - Pré 5A,10/04/2006,"1,055.787243",-1.0094,-0.8629,5.5787,
IDkA - Pré 5A,11/04/2006,"1,049.358373",-0.6089,-1.4665,4.9358,
IDkA - Pré 5A,12/04/2006,"1,049.228890",-0.0123,-1.4787,4.9229,
IDkA - Pré 5A,13/04/2006,"1,054.684293",0.5199,-0.9664,5.4684,
IDkA - Pré 5A,17/04/2006,"1,056.161062",0.1400,-0.8278,5.6161,
IDkA - Pré 5A,18/04/2006,"1,073.842590",1.6741,0.8325,7.3843,
IDkA - Pré 5A,19/04/2006,"1,073.348379",-0.0460,0.7861,7.3348,
IDkA - Pré 5A,20/04/2006,"1,065.453830",-0.7355,0.0448,6.5454,
IDkA - Pré 5A,24/04/2006,"1,056.587792",-0.8321,-0.7877,5.6588,
IDkA - Pré 5A,25/04/2006,"1,057.325015",0.0698,-0.7185,5.7325,
IDkA - Pré 5A,26/04/2006,"1,062.177618",0.4590,-0.2628,6.2178,
IDkA - Pré 5A,27/04/2006,"1,065.723765",0.3339,0.0702,6.5724,
IDkA - Pré 5A,28/04/2006,"1,073.909582",0.7681,0.8388,7.3910,
IDkA - Pré 5A,02/05/2006,"1,077.553290",0.3393,0.3393,7.7553,
IDkA - Pré 5A,03/05/2006,"1,073.221163",-0.4020,-0.0641,7.3221,
IDkA - Pré 5A,04/05/2006,"1,068.622494",-0.4285,-0.4923,6.8622,
IDkA - Pré 5A,05/05/2006,"1,065.516846",-0.2906,-0.7815,6.5517,
IDkA - Pré 5A,08/05/2006,"1,060.626551",-0.4590,-1.2369,6.0627,
IDkA - Pré 5A,09/05/2006,"1,064.870598",0.4001,-0.8417,6.4871,
IDkA - Pré 5A,10/05/2006,"1,065.537870",0.0627,-0.7796,6.5538,
IDkA - Pré 5A,11/05/2006,"1,057.655106",-0.7398,-1.5136,5.7655,
IDkA - Pré 5A,12/05/2006,"1,048.005446",-0.9124,-2.4121,4.8005,
IDkA - Pré 5A,15/05/2006,"1,046.621513",-0.1321,-2.5410,4.6622,
IDkA - Pré 5A,16/05/2006,"1,055.069028",0.8071,-1.7544,5.5069,
IDkA - Pré 5A,17/05/2006,"1,042.026379",-1.2362,-2.9689,4.2026,
IDkA - Pré 5A,18/05/2006,"1,041.602664",-0.0407,-3.0083,4.1603,
IDkA - Pré 5A,19/05/2006,"1,034.768236",-0.6561,-3.6448,3.4768,
IDkA - Pré 5A,22/05/2006,"1,010.278833",-2.3667,-5.9251,1.0279,
IDkA - Pré 5A,23/05/2006,"1,011.282762",0.0994,-5.8317,1.1283,
IDkA - Pré 5A,24/05/2006,979.865390,-3.1067,-8.7572,-2.0135,
IDkA - Pré 5A,25/05/2006,"1,013.875254",3.4709,-5.5903,1.3875,
IDkA - Pré 5A,26/05/2006,"1,035.066795",2.0902,-3.6170,3.5067,
IDkA - Pré 5A,29/05/2006,"1,023.668518",-1.1012,-4.6783,2.3669,
IDkA - Pré 5A,30/05/2006,991.767509,-3.1163,-7.6489,-0.8232,
IDkA - Pré 5A,31/05/2006,"1,005.097565",1.3441,-6.4076,0.5098,
IDkA - Pré 5A,01/06/2006,"1,018.677632",1.3511,1.3511,1.8678,
IDkA - Pré 5A,02/06/2006,"1,022.851851",0.4098,1.7664,2.2852,
IDkA - Pré 5A,05/06/2006,"1,018.805930",-0.3956,1.3639,1.8806,
IDkA - Pré 5A,06/06/2006,"1,018.112563",-0.0681,1.2949,1.8113,
IDkA - Pré 5A,07/06/2006,"1,016.061442",-0.2015,1.0908,1.6061,
IDkA - Pré 5A,08/06/2006,"1,019.027495",0.2919,1.3859,1.9027,
IDkA - Pré 5A,09/06/2006,"1,020.700451",0.1642,1.5524,2.0700,
IDkA - Pré 5A,12/06/2006,"1,011.179935",-0.9327,0.6052,1.1180,
IDkA - Pré 5A,13/06/2006,"1,006.719848",-0.4411,0.1614,0.6720,
IDkA - Pré 5A,14/06/2006,"1,006.877332",0.0156,0.1771,0.6877,
IDkA - Pré 5A,16/06/2006,"1,019.476714",1.2513,1.4306,1.9477,
IDkA - Pré 5A,19/06/2006,"1,017.156814",-0.2276,1.1998,1.7157,
IDkA - Pré 5A,20/06/2006,"1,018.302149",0.1126,1.3138,1.8302,
IDkA - Pré 5A,21/06/2006,"1,027.318670",0.8854,2.2108,2.7319,
IDkA - Pré 5A,22/06/2006,"1,026.974689",-0.0335,2.1766,2.6975,
IDkA - Pré 5A,23/06/2006,"1,027.499547",0.0511,2.2288,2.7500,
IDkA - Pré 5A,26/06/2006,"1,026.236478",-0.1229,2.1032,2.6236,
IDkA - Pré 5A,27/06/2006,"1,024.568708",-0.1625,1.9372,2.4569,
IDkA - Pré 5A,28/06/2006,"1,029.063204",0.4387,2.3844,2.9063,
IDkA - Pré 5A,29/06/2006,"1,043.527053",1.4055,3.8235,4.3527,
IDkA - Pré 5A,30/06/2006,"1,055.332680",1.1313,4.9980,5.5333,
IDkA - Pré 5A,03/07/2006,"1,060.688166",0.5075,0.5075,6.0688,
IDkA - Pré 5A,04/07/2006,"1,071.509558",1.0202,1.5329,7.1510,
IDkA - Pré 5A,05/07/2006,"1,060.810049",-0.9985,0.5190,6.0810,
IDkA - Pré 5A,06/07/2006,"1,067.427880",0.6238,1.1461,6.7428,
IDkA - Pré 5A,07/07/2006,"1,070.822148",0.3180,1.4677,7.0822,
IDkA - Pré 5A,10/07/2006,"1,075.095016",0.3990,1.8726,7.5095,
IDkA - Pré 5A,11/07/2006,"1,074.964819",-0.0121,1.8603,7.4965,
IDkA - Pré 5A,12/07/2006,"1,070.628017",-0.4034,1.4493,7.0628,
IDkA - Pré 5A,13/07/2006,"1,063.405673",-0.6746,0.7650,6.3406,
IDkA - Pré 5A,14/07/2006,"1,065.161609",0.1651,0.9314,6.5162,
IDkA - Pré 5A,17/07/2006,"1,067.126905",0.1845,1.1176,6.7127,
IDkA - Pré 5A,18/07/2006,"1,064.324703",-0.2626,0.8521,6.4325,
IDkA - Pré 5A,19/07/2006,"1,079.027787",1.3814,2.2453,7.9028,
IDkA - Pré 5A,20/07/2006,"1,079.471322",0.0411,2.2873,7.9471,
IDkA - Pré 5A,21/07/2006,"1,077.049605",-0.2243,2.0578,7.7050,
IDkA - Pré 5A,24/07/2006,"1,080.058299",0.2793,2.3429,8.0058,
IDkA - Pré 5A,25/07/2006,"1,093.103018",1.2078,3.5790,9.3103,
IDkA - Pré 5A,26/07/2006,"1,096.830772",0.3410,3.9322,9.6831,
IDkA - Pré 5A,27/07/2006,"1,092.602680",-0.3855,3.5316,9.2603,
IDkA - Pré 5A,28/07/2006,"1,098.478380",0.5378,4.0884,9.8478,
IDkA - Pré 5A,31/07/2006,"1,098.855559",0.0343,4.1241,9.8856,
IDkA - Pré 5A,01/08/2006,"1,093.918360",-0.4493,-0.4493,9.3918,
IDkA - Pré 5A,02/08/2006,"1,095.128245",0.1106,-0.3392,9.5128,
IDkA - Pré 5A,03/08/2006,"1,098.239936",0.2841,-0.0560,9.8240,
IDkA - Pré 5A,04/08/2006,"1,103.978816",0.5226,0.4662,10.3979,
IDkA - Pré 5A,07/08/2006,"1,110.596360",0.5994,1.0685,11.0596,
IDkA - Pré 5A,08/08/2006,"1,120.976355",0.9346,2.0131,12.0976,
IDkA - Pré 5A,09/08/2006,"1,126.243777",0.4699,2.4924,12.6244,
IDkA - Pré 5A,10/08/2006,"1,129.045915",0.2488,2.7474,12.9046,
IDkA - Pré 5A,11/08/2006,"1,129.437124",0.0346,2.7830,12.9437,
IDkA - Pré 5A,14/08/2006,"1,121.973426",-0.6608,2.1038,12.1973,
IDkA - Pré 5A,15/08/2006,"1,128.599899",0.5906,2.7068,12.8600,
IDkA - Pré 5A,16/08/2006,"1,131.511401",0.2580,2.9718,13.1511,
IDkA - Pré 5A,17/08/2006,"1,136.887996",0.4752,3.4611,13.6888,
IDkA - Pré 5A,18/08/2006,"1,135.980818",-0.0798,3.3785,13.5981,
IDkA - Pré 5A,21/08/2006,"1,140.548264",0.4021,3.7942,14.0548,
IDkA - Pré 5A,22/08/2006,"1,143.058218",0.2201,4.0226,14.3058,
IDkA - Pré 5A,23/08/2006,"1,135.671930",-0.6462,3.3504,13.5672,
IDkA - Pré 5A,24/08/2006,"1,130.226674",-0.4795,2.8549,13.0227,
IDkA - Pré 5A,25/08/2006,"1,126.907740",-0.2937,2.5529,12.6908,
IDkA - Pré 5A,28/08/2006,"1,129.984529",0.2730,2.8329,12.9985,
IDkA - Pré 5A,29/08/2006,"1,133.295587",0.2930,3.1342,13.3296,
IDkA - Pré 5A,30/08/2006,"1,137.144929",0.3397,3.4845,13.7145,
IDkA - Pré 5A,31/08/2006,"1,147.898659",0.9457,4.4631,14.7899,
IDkA - Pré 5A,01/09/2006,"1,155.323499",0.6468,0.6468,15.5323,
IDkA - Pré 5A,04/09/2006,"1,160.580741",0.4550,1.1048,16.0581,
IDkA - Pré 5A,05/09/2006,"1,156.886130",-0.3183,0.7829,15.6886,
IDkA - Pré 5A,06/09/2006,"1,154.649749",-0.1933,0.5881,15.4650,
IDkA - Pré 5A,08/09/2006,"1,161.759534",0.6158,1.2075,16.1760,
IDkA - Pré 5A,11/09/2006,"1,156.213940",-0.4773,0.7244,15.6214,
IDkA - Pré 5A,12/09/2006,"1,161.216565",0.4327,1.1602,16.1217,
IDkA - Pré 5A,13/09/2006,"1,166.821871",0.4827,1.6485,16.6822,
IDkA - Pré 5A,14/09/2006,"1,169.903760",0.2641,1.9170,16.9904,
IDkA - Pré 5A,15/09/2006,"1,176.251376",0.5426,2.4700,17.6251,
IDkA - Pré 5A,18/09/2006,"1,179.814807",0.3029,2.7804,17.9815,
IDkA - Pré 5A,19/09/2006,"1,177.412987",-0.2036,2.5712,17.7413,
IDkA - Pré 5A,20/09/2006,"1,169.760481",-0.6499,1.9045,16.9760,
IDkA - Pré 5A,21/09/2006,"1,155.579172",-1.2123,0.6691,15.5579,
IDkA - Pré 5A,22/09/2006,"1,170.109366",1.2574,1.9349,17.0109,
IDkA - Pré 5A,25/09/2006,"1,167.528992",-0.2205,1.7101,16.7529,
IDkA - Pré 5A,26/09/2006,"1,174.827724",0.6251,2.3459,17.4828,
IDkA - Pré 5A,27/09/2006,"1,172.555089",-0.1934,2.1480,17.2555,
IDkA - Pré 5A,28/09/2006,"1,171.339077",-0.1037,2.0420,17.1339,
IDkA - Pré 5A,29/09/2006,"1,174.515925",0.2712,2.3188,17.4516,
IDkA - Pré 5A,02/10/2006,"1,186.857878",1.0508,1.0508,18.6858,
IDkA - Pré 5A,03/10/2006,"1,185.078727",-0.1499,0.8993,18.5079,
IDkA - Pré 5A,04/10/2006,"1,193.522144",0.7125,1.6182,19.3522,
IDkA - Pré 5A,05/10/2006,"1,196.998727",0.2913,1.9142,19.6999,
IDkA - Pré 5A,06/10/2006,"1,200.884923",0.3247,2.2451,20.0885,
IDkA - Pré 5A,09/10/2006,"1,203.403347",0.2097,2.4595,20.3403,
IDkA - Pré 5A,10/10/2006,"1,206.016160",0.2171,2.6820,20.6016,
IDkA - Pré 5A,11/10/2006,"1,202.631775",-0.2806,2.3938,20.2632,
IDkA - Pré 5A,13/10/2006,"1,207.144805",0.3753,2.7781,20.7145,
IDkA - Pré 5A,16/10/2006,"1,208.113756",0.0803,2.8606,20.8114,
IDkA - Pré 5A,17/10/2006,"1,207.141910",-0.0804,2.7778,20.7142,
IDkA - Pré 5A,18/10/2006,"1,205.151434",-0.1649,2.6084,20.5151,
IDkA - Pré 5A,19/10/2006,"1,207.005884",0.1539,2.7662,20.7006,
IDkA - Pré 5A,20/10/2006,"1,210.189950",0.2638,3.0373,21.0190,
IDkA - Pré 5A,23/10/2006,"1,207.006006",-0.2631,2.7663,20.7006,
IDkA - Pré 5A,24/10/2006,"1,203.292272",-0.3077,2.4501,20.3292,
IDkA - Pré 5A,25/10/2006,"1,204.438477",0.0953,2.5476,20.4438,
IDkA - Pré 5A,26/10/2006,"1,209.638091",0.4317,2.9904,20.9638,
IDkA - Pré 5A,27/10/2006,"1,216.178655",0.5407,3.5472,21.6179,
IDkA - Pré 5A,30/10/2006,"1,210.278914",-0.4851,3.0449,21.0279,
IDkA - Pré 5A,31/10/2006,"1,213.946243",0.3030,3.3572,21.3946,
IDkA - Pré 5A,01/11/2006,"1,218.704697",0.3920,0.3920,21.8705,
IDkA - Pré 5A,03/11/2006,"1,226.179510",0.6133,1.0077,22.6180,
IDkA - Pré 5A,06/11/2006,"1,224.035968",-0.1748,0.8312,22.4036,
IDkA - Pré 5A,07/11/2006,"1,226.495098",0.2009,1.0337,22.6495,
IDkA - Pré 5A,08/11/2006,"1,221.434310",-0.4126,0.6168,22.1434,
IDkA - Pré 5A,09/11/2006,"1,217.558024",-0.3174,0.2975,21.7558,
IDkA - Pré 5A,10/11/2006,"1,223.227774",0.4657,0.7646,22.3228,
IDkA - Pré 5A,13/11/2006,"1,226.306615",0.2517,1.0182,22.6307,
IDkA - Pré 5A,14/11/2006,"1,232.998763",0.5457,1.5695,23.2999,
IDkA - Pré 5A,16/11/2006,"1,232.959015",-0.0032,1.5662,23.2959,
IDkA - Pré 5A,17/11/2006,"1,228.666094",-0.3482,1.2126,22.8666,
IDkA - Pré 5A,20/11/2006,"1,229.241908",0.0469,1.2600,22.9242,
IDkA - Pré 5A,21/11/2006,"1,235.694594",0.5249,1.7915,23.5695,
IDkA - Pré 5A,22/11/2006,"1,237.722354",0.1641,1.9586,23.7722,
IDkA - Pré 5A,23/11/2006,"1,238.699983",0.0790,2.0391,23.8700,
IDkA - Pré 5A,24/11/2006,"1,239.803628",0.0891,2.1300,23.9804,
IDkA - Pré 5A,27/11/2006,"1,235.998348",-0.3069,1.8166,23.5998,
IDkA - Pré 5A,28/11/2006,"1,240.394247",0.3557,2.1787,24.0394,
IDkA - Pré 5A,29/11/2006,"1,243.452045",0.2465,2.4306,24.3452,
IDkA - Pré 5A,30/11/2006,"1,244.974874",0.1225,2.5560,24.4975,
IDkA - Pré 5A,01/12/2006,"1,246.778986",0.1449,0.1449,24.6779,
IDkA - Pré 5A,04/12/2006,"1,245.241038",-0.1234,0.0214,24.5241,
IDkA - Pré 5A,05/12/2006,"1,251.448291",0.4985,0.5200,25.1448,
IDkA - Pré 5A,06/12/2006,"1,253.728609",0.1822,0.7031,25.3729,
IDkA - Pré 5A,07/12/2006,"1,258.506982",0.3811,1.0869,25.8507,
IDkA - Pré 5A,08/12/2006,"1,265.049557",0.5199,1.6125,26.5050,
IDkA - Pré 5A,11/12/2006,"1,273.736204",0.6867,2.3102,27.3736,
IDkA - Pré 5A,12/12/2006,"1,273.083130",-0.0513,2.2577,27.3083,
IDkA - Pré 5A,13/12/2006,"1,277.418898",0.3406,2.6060,27.7419,
IDkA - Pré 5A,14/12/2006,"1,285.256359",0.6135,3.2355,28.5256,
IDkA - Pré 5A,15/12/2006,"1,292.405299",0.5562,3.8097,29.2405,
IDkA - Pré 5A,18/12/2006,"1,296.147880",0.2896,4.1104,29.6148,
IDkA - Pré 5A,19/12/2006,"1,294.482522",-0.1285,3.9766,29.4483,
IDkA - Pré 5A,20/12/2006,"1,296.275459",0.1385,4.1206,29.6275,
IDkA - Pré 5A,21/12/2006,"1,296.517436",0.0187,4.1400,29.6517,
IDkA - Pré 5A,22/12/2006,"1,298.099765",0.1220,4.2671,29.8100,
IDkA - Pré 5A,26/12/2006,"1,300.277095",0.1677,4.4420,30.0277,
IDkA - Pré 5A,27/12/2006,"1,302.584308",0.1774,4.6274,30.2584,
IDkA - Pré 5A,28/12/2006,"1,308.182083",0.4297,5.0770,30.8182,
IDkA - Pré 5A,29/12/2006,"1,308.784673",0.0461,5.1254,30.8785,
IDkA - Pré 5A,02/01/2007,"1,322.348999",1.0364,1.0364,1.0364,32.3265
IDkA - Pré 5A,03/01/2007,"1,321.043106",-0.0988,0.9366,0.9366,31.9942
IDkA - Pré 5A,04/01/2007,"1,314.958479",-0.4606,0.4717,0.4717,30.3069
IDkA - Pré 5A,05/01/2007,"1,310.971806",-0.3032,0.1671,0.1671,29.7116
IDkA - Pré 5A,08/01/2007,"1,307.206997",-0.2872,-0.1205,-0.1205,29.3296
IDkA - Pré 5A,09/01/2007,"1,306.595383",-0.0468,-0.1673,-0.1673,29.0850
IDkA - Pré 5A,10/01/2007,"1,308.652159",0.1574,-0.0101,-0.0101,28.8616
IDkA - Pré 5A,11/01/2007,"1,311.223200",0.1965,0.1863,0.1863,28.7826
IDkA - Pré 5A,12/01/2007,"1,307.072626",-0.3165,-0.1308,-0.1308,28.1092
IDkA - Pré 5A,15/01/2007,"1,304.126461",-0.2254,-0.3559,-0.3559,27.2663
IDkA - Pré 5A,16/01/2007,"1,306.685996",0.1963,-0.1604,-0.1604,26.6086
IDkA - Pré 5A,17/01/2007,"1,309.981279",0.2522,0.0914,0.0914,27.3451
IDkA - Pré 5A,18/01/2007,"1,315.733496",0.4391,0.5309,0.5309,28.3645
IDkA - Pré 5A,19/01/2007,"1,317.123604",0.1057,0.6372,0.6372,28.2038
IDkA - Pré 5A,22/01/2007,"1,318.766362",0.1247,0.7627,0.7627,28.2897
IDkA - Pré 5A,23/01/2007,"1,319.039606",0.0207,0.7835,0.7835,28.9597
IDkA - Pré 5A,24/01/2007,"1,319.904809",0.0656,0.8497,0.8497,28.9783
IDkA - Pré 5A,25/01/2007,"1,320.500735",0.0451,0.8952,0.8952,28.9907
IDkA - Pré 5A,26/01/2007,"1,315.329973",-0.3916,0.5001,0.5001,27.7333
IDkA - Pré 5A,29/01/2007,"1,318.031509",0.2054,0.7065,0.7065,27.5754
IDkA - Pré 5A,30/01/2007,"1,318.109066",0.0059,0.7124,0.7124,27.1988
IDkA - Pré 5A,31/01/2007,"1,323.791154",0.4311,1.1466,1.1466,27.6052
IDkA - Pré 5A,01/02/2007,"1,326.736683",0.2225,0.2225,1.3717,28.0160
IDkA - Pré 5A,02/02/2007,"1,327.616247",0.0663,0.2889,1.4389,27.7847
IDkA - Pré 5A,05/02/2007,"1,332.965829",0.4029,0.6931,1.8476,27.5347
IDkA - Pré 5A,06/02/2007,"1,333.496051",0.0398,0.7331,1.8881,26.5532
IDkA - Pré 5A,07/02/2007,"1,334.293383",0.0598,0.7933,1.9490,26.5727
IDkA - Pré 5A,08/02/2007,"1,334.895266",0.0451,0.8388,1.9950,26.0254
IDkA - Pré 5A,09/02/2007,"1,337.796809",0.2174,1.0580,2.2167,25.4422
IDkA - Pré 5A,12/02/2007,"1,341.192670",0.2538,1.3145,2.4762,23.9609
IDkA - Pré 5A,13/02/2007,"1,343.501776",0.1722,1.4890,2.6526,22.6079
IDkA - Pré 5A,14/02/2007,"1,351.927122",0.6271,2.1254,3.2964,23.3896
IDkA - Pré 5A,15/02/2007,"1,355.474966",0.2624,2.3934,3.5675,24.3265
IDkA - Pré 5A,16/02/2007,"1,356.543831",0.0789,2.4742,3.6491,23.2812
IDkA - Pré 5A,21/02/2007,"1,362.767570",0.4588,2.9443,4.1247,24.3125
IDkA - Pré 5A,22/02/2007,"1,369.833051",0.5185,3.4780,4.6645,24.4854
IDkA - Pré 5A,23/02/2007,"1,364.781991",-0.3687,3.0965,4.2786,24.2599
IDkA - Pré 5A,26/02/2007,"1,368.928032",0.3038,3.4097,4.5954,24.8986
IDkA - Pré 5A,27/02/2007,"1,353.284738",-1.1427,2.2280,3.4001,23.4713
IDkA - Pré 5A,28/02/2007,"1,355.635245",0.1737,2.4055,3.5797,23.6857
IDkA - Pré 5A,01/03/2007,"1,350.615269",-0.3703,-0.3703,3.1961,22.6377
IDkA - Pré 5A,02/03/2007,"1,343.202816",-0.5488,-0.9171,2.6298,21.4431
IDkA - Pré 5A,05/03/2007,"1,342.305081",-0.0668,-0.9833,2.5612,21.3446
IDkA - Pré 5A,06/03/2007,"1,358.255300",1.1883,0.1933,3.7799,23.6181
IDkA - Pré 5A,07/03/2007,"1,361.274268",0.2223,0.4160,4.0106,25.6687
IDkA - Pré 5A,08/03/2007,"1,360.293317",-0.0721,0.3436,3.9356,26.6240
IDkA - Pré 5A,09/03/2007,"1,365.919099",0.4136,0.7586,4.3655,26.8362
IDkA - Pré 5A,12/03/2007,"1,372.387895",0.4736,1.2358,4.8597,26.9755
IDkA - Pré 5A,13/03/2007,"1,363.162534",-0.6722,0.5553,4.1548,26.1506
IDkA - Pré 5A,14/03/2007,"1,369.605819",0.4727,1.0306,4.6471,26.5770
IDkA - Pré 5A,15/03/2007,"1,371.160065",0.1135,1.1452,4.7659,25.0485
IDkA - Pré 5A,16/03/2007,"1,369.329210",-0.1335,1.0102,4.6260,24.9990
IDkA - Pré 5A,19/03/2007,"1,373.116871",0.2766,1.2896,4.9154,25.4400
IDkA - Pré 5A,20/03/2007,"1,373.877308",0.0554,1.3456,4.9735,26.0951
IDkA - Pré 5A,21/03/2007,"1,385.236612",0.8268,2.1836,5.8414,28.4875
IDkA - Pré 5A,22/03/2007,"1,388.064730",0.2042,2.3922,6.0575,27.5611
IDkA - Pré 5A,23/03/2007,"1,386.102517",-0.1414,2.2475,5.9076,27.7540
IDkA - Pré 5A,26/03/2007,"1,387.308029",0.0870,2.3364,5.9997,28.4385
IDkA - Pré 5A,27/03/2007,"1,388.607211",0.0936,2.4322,6.0990,29.6917
IDkA - Pré 5A,28/03/2007,"1,386.404338",-0.1586,2.2697,5.9307,31.3250
IDkA - Pré 5A,29/03/2007,"1,390.359401",0.2853,2.5615,6.2329,30.9875
IDkA - Pré 5A,30/03/2007,"1,396.239381",0.4229,2.9952,6.6821,31.4654
IDkA - Pré 5A,02/04/2007,"1,400.326268",0.2927,0.2927,6.9944,31.4889
