Índice,Data de Referência,Número Índice,Variação Diária (%),Variação no Mês (%),Variação no Ano (%),Variação 12 Meses (%)
IDkA - Pré 2A,17/02/2006,"1,044.435250",0.2734,2.1851,4.4435,
IDkA - Pré 2A,20/02/2006,"1,045.535368",0.1053,2.2928,4.5535,
IDkA - Pré 2A,21/02/2006,"1,043.140420",-0.2291,2.0584,4.3140,
IDkA - Pré 2A,22/02/2006,"1,045.277523",0.2049,2.2675,4.5278,
IDkA - Pré 2A,23/02/2006,"1,045.837204",0.0535,2.3223,4.5837,
IDkA - Pré 2A,24/02/2006,"1,045.599944",-0.0227,2.2991,4.5600,
IDkA - Pré 2A,01/03/2006,"1,048.894820",0.3151,0.3151,4.8895,
IDkA - Pré 2A,02/03/2006,"1,050.623405",0.1648,0.4804,5.0623,
IDkA - Pré 2A,03/03/2006,"1,051.597388",0.0927,0.5736,5.1597,
IDkA - Pré 2A,06/03/2006,"1,050.474932",-0.1067,0.4662,5.0475,
IDkA - Pré 2A,07/03/2006,"1,048.100946",-0.2260,0.2392,4.8101,
IDkA - Pré 2A,08/03/2006,"1,045.235527",-0.2734,-0.0349,4.5236,
IDkA - Pré 2A,09/03/2006,"1,047.302000",0.1977,0.1628,4.7302,
IDkA - Pré 2A,10/03/2006,"1,050.724339",0.3268,0.4901,5.0724,
IDkA - Pré 2A,13/03/2006,"1,052.458777",0.1651,0.6560,5.2459,
IDkA - Pré 2A,14/03/2006,"1,053.858347",0.1330,0.7898,5.3858,
IDkA - Pré 2A,15/03/2006,"1,056.265100",0.2284,1.0200,5.6265,
IDkA - Pré 2A,16/03/2006,"1,056.778600",0.0486,1.0691,5.6779,
IDkA - Pré 2A,17/03/2006,"1,056.641997",-0.0129,1.0560,5.6642,
IDkA - Pré 2A,20/03/2006,"1,055.366588",-0.1207,0.9341,5.5367,
IDkA - Pré 2A,21/03/2006,"1,052.445540",-0.2768,0.6547,5.2446,
IDkA - Pré 2A,22/03/2006,"1,054.848212",0.2283,0.8845,5.4848,
IDkA - Pré 2A,23/03/2006,"1,053.876191",-0.0921,0.7915,5.3876,
IDkA - Pré 2A,24/03/2006,"1,053.194700",-0.0647,0.7264,5.3195,
IDkA - Pré 2A,27/03/2006,"1,050.375928",-0.2676,0.4568,5.0376,
IDkA - Pré 2A,28/03/2006,"1,050.014539",-0.0344,0.4222,5.0015,
IDkA - Pré 2A,29/03/2006,"1,052.879902",0.2729,0.6962,5.2880,
IDkA - Pré 2A,30/03/2006,"1,055.684970",0.2664,0.9645,5.5685,
IDkA - Pré 2A,31/03/2006,"1,057.404247",0.1629,1.1290,5.7404,
IDkA - Pré 2A,03/04/2006,"1,059.484088",0.1967,0.1967,5.9484,
IDkA - Pré 2A,04/04/2006,"1,059.216809",-0.0252,0.1714,5.9217,
IDkA - Pré 2A,05/04/2006,"1,062.229215",0.2844,0.4563,6.2229,
IDkA - Pré 2A,06/04/2006,"1,062.921232",0.0651,0.5217,6.2921,
IDkA - Pré 2A,07/04/2006,"1,060.346030",-0.2423,0.2782,6.0346,
IDkA - Pré 2A,10/04/2006,"1,057.380356",-0.2797,-0.0023,5.7380,
IDkA - Pré 2A,11/04/2006,"1,059.107681",0.1634,0.1611,5.9108,
IDkA - Pré 2A,12/04/2006,"1,061.090649",0.1872,0.3486,6.1091,
IDkA - Pré 2A,13/04/2006,"1,062.561686",0.1386,0.4877,6.2562,
IDkA - Pré 2A,17/04/2006,"1,063.358142",0.0750,0.5631,6.3358,
IDkA - Pré 2A,18/04/2006,"1,067.531057",0.3924,0.9577,6.7531,
IDkA - Pré 2A,19/04/2006,"1,067.671151",0.0131,0.9710,6.7671,
IDkA - Pré 2A,20/04/2006,"1,065.427165",-0.2102,0.7587,6.5427,
IDkA - Pré 2A,24/04/2006,"1,064.108220",-0.1238,0.6340,6.4108,
IDkA - Pré 2A,25/04/2006,"1,064.410854",0.0284,0.6626,6.4411,
IDkA - Pré 2A,26/04/2006,"1,066.336270",0.1809,0.8447,6.6336,
IDkA - Pré 2A,27/04/2006,"1,065.833158",-0.0472,0.7971,6.5833,
IDkA - Pré 2A,28/04/2006,"1,068.030071",0.2061,1.0049,6.8030,
IDkA - Pré 2A,02/05/2006,"1,070.019117",0.1862,0.1862,7.0019,
IDkA - Pré 2A,03/05/2006,"1,068.840228",-0.1102,0.0759,6.8840,
IDkA - Pré 2A,04/05/2006,"1,068.993079",0.0143,0.0902,6.8993,
IDkA - Pré 2A,05/05/2006,"1,069.054026",0.0057,0.0959,6.9054,
IDkA - Pré 2A,08/05/2006,"1,068.930460",-0.0116,0.0843,6.8930,
IDkA - Pré 2A,09/05/2006,"1,070.484749",0.1454,0.2298,7.0485,
IDkA - Pré 2A,10/05/2006,"1,071.138233",0.0610,0.2910,7.1138,
IDkA - Pré 2A,11/05/2006,"1,069.599123",-0.1437,0.1469,6.9599,
IDkA - Pré 2A,12/05/2006,"1,066.760027",-0.2654,-0.1189,6.6760,
IDkA - Pré 2A,15/05/2006,"1,066.055958",-0.0660,-0.1848,6.6056,
IDkA - Pré 2A,16/05/2006,"1,069.967089",0.3669,0.1814,6.9967,
IDkA - Pré 2A,17/05/2006,"1,066.096060",-0.3618,-0.1811,6.6096,
IDkA - Pré 2A,18/05/2006,"1,067.853201",0.1648,-0.0166,6.7853,
IDkA - Pré 2A,19/05/2006,"1,065.306911",-0.2384,-0.2550,6.5307,
IDkA - Pré 2A,22/05/2006,"1,060.455750",-0.4554,-0.7092,6.0456,
IDkA - Pré 2A,23/05/2006,"1,059.538848",-0.0865,-0.7950,5.9539,
IDkA - Pré 2A,24/05/2006,"1,041.348255",-1.7168,-2.4982,4.1348,
IDkA - Pré 2A,25/05/2006,"1,055.590944",1.3677,-1.1647,5.5591,
IDkA - Pré 2A,26/05/2006,"1,064.846612",0.8768,-0.2981,6.4847,
IDkA - Pré 2A,29/05/2006,"1,061.275206",-0.3354,-0.6325,6.1275,
IDkA - Pré 2A,30/05/2006,"1,050.154518",-1.0479,-1.6737,5.0155,
IDkA - Pré 2A,31/05/2006,"1,055.179756",0.4785,-1.2032,5.5180,
IDkA - Pré 2A,01/06/2006,"1,060.439349",0.4985,0.4985,6.0439,
IDkA - Pré 2A,02/06/2006,"1,061.582192",0.1078,0.6068,6.1582,
IDkA - Pré 2A,05/06/2006,"1,061.398176",-0.0173,0.5893,6.1398,
IDkA - Pré 2A,06/06/2006,"1,061.289175",-0.0103,0.5790,6.1289,
IDkA - Pré 2A,07/06/2006,"1,061.455717",0.0157,0.5948,6.1456,
IDkA - Pré 2A,08/06/2006,"1,062.726702",0.1197,0.7152,6.2727,
IDkA - Pré 2A,09/06/2006,"1,064.014645",0.1212,0.8373,6.4015,
IDkA - Pré 2A,12/06/2006,"1,061.426289",-0.2433,0.5920,6.1426,
IDkA - Pré 2A,13/06/2006,"1,059.197132",-0.2100,0.3807,5.9197,
IDkA - Pré 2A,14/06/2006,"1,061.371508",0.2053,0.5868,6.1372,
IDkA - Pré 2A,16/06/2006,"1,066.803240",0.5118,1.1016,6.6803,
IDkA - Pré 2A,19/06/2006,"1,066.557626",-0.0230,1.0783,6.6558,
IDkA - Pré 2A,20/06/2006,"1,067.946027",0.1302,1.2099,6.7946,
IDkA - Pré 2A,21/06/2006,"1,072.016389",0.3811,1.5956,7.2016,
IDkA - Pré 2A,22/06/2006,"1,071.961275",-0.0051,1.5904,7.1961,
IDkA - Pré 2A,23/06/2006,"1,072.912825",0.0888,1.6806,7.2913,
IDkA - Pré 2A,26/06/2006,"1,073.202456",0.0270,1.7080,7.3202,
IDkA - Pré 2A,27/06/2006,"1,072.849764",-0.0329,1.6746,7.2850,
IDkA - Pré 2A,28/06/2006,"1,074.944227",0.1952,1.8731,7.4944,
IDkA - Pré 2A,29/06/2006,"1,080.510993",0.5179,2.4007,8.0511,
IDkA - Pré 2A,30/06/2006,"1,084.903998",0.4066,2.8170,8.4904,
IDkA - Pré 2A,03/07/2006,"1,087.967274",0.2824,0.2824,8.7967,
IDkA - Pré 2A,04/07/2006,"1,090.804458",0.2608,0.5439,9.0804,
IDkA - Pré 2A,05/07/2006,"1,087.163709",-0.3338,0.2083,8.7164,
IDkA - Pré 2A,06/07/2006,"1,091.138260",0.3656,0.5746,9.1138,
IDkA - Pré 2A,07/07/2006,"1,093.140348",0.1835,0.7592,9.3140,
IDkA - Pré 2A,10/07/2006,"1,095.009349",0.1710,0.9315,9.5009,
IDkA - Pré 2A,11/07/2006,"1,095.196474",0.0171,0.9487,9.5196,
IDkA - Pré 2A,12/07/2006,"1,094.441007",-0.0690,0.8791,9.4441,
IDkA - Pré 2A,13/07/2006,"1,093.070337",-0.1252,0.7527,9.3070,
IDkA - Pré 2A,14/07/2006,"1,094.842342",0.1621,0.9161,9.4842,
IDkA - Pré 2A,17/07/2006,"1,096.843767",0.1828,1.1005,9.6844,
IDkA - Pré 2A,18/07/2006,"1,097.603066",0.0692,1.1705,9.7603,
IDkA - Pré 2A,19/07/2006,"1,101.604125",0.3645,1.5393,10.1604,
IDkA - Pré 2A,20/07/2006,"1,101.707425",0.0094,1.5488,10.1707,
IDkA - Pré 2A,21/07/2006,"1,101.601548",-0.0096,1.5391,10.1602,
IDkA - Pré 2A,24/07/2006,"1,102.978217",0.1250,1.6660,10.2978,
IDkA - Pré 2A,25/07/2006,"1,105.094256",0.1918,1.8610,10.5094,
IDkA - Pré 2A,26/07/2006,"1,107.060342",0.1779,2.0422,10.7060,
IDkA - Pré 2A,27/07/2006,"1,106.468515",-0.0535,1.9877,10.6469,
IDkA - Pré 2A,28/07/2006,"1,108.874472",0.2174,2.2095,10.8874,
IDkA - Pré 2A,31/07/2006,"1,109.492843",0.0558,2.2665,10.9493,
IDkA - Pré 2A,01/08/2006,"1,108.512930",-0.0883,-0.0883,10.8513,
IDkA - Pré 2A,02/08/2006,"1,109.386813",0.0788,-0.0096,10.9387,
IDkA - Pré 2A,03/08/2006,"1,110.820772",0.1293,0.1197,11.0821,
IDkA - Pré 2A,04/08/2006,"1,112.450684",0.1467,0.2666,11.2451,
IDkA - Pré 2A,07/08/2006,"1,114.527474",0.1867,0.4538,11.4527,
IDkA - Pré 2A,08/08/2006,"1,117.865494",0.2995,0.7546,11.7865,
IDkA - Pré 2A,09/08/2006,"1,118.051010",0.0166,0.7714,11.8051,
IDkA - Pré 2A,10/08/2006,"1,119.243278",0.1066,0.8788,11.9243,
IDkA - Pré 2A,11/08/2006,"1,119.807170",0.0504,0.9296,11.9807,
IDkA - Pré 2A,14/08/2006,"1,118.663072",-0.1022,0.8265,11.8663,
IDkA - Pré 2A,15/08/2006,"1,121.001989",0.2091,1.0373,12.1002,
IDkA - Pré 2A,16/08/2006,"1,122.302169",0.1160,1.1545,12.2302,
IDkA - Pré 2A,17/08/2006,"1,124.284840",0.1767,1.3332,12.4285,
IDkA - Pré 2A,18/08/2006,"1,124.704080",0.0373,1.3710,12.4704,
IDkA - Pré 2A,21/08/2006,"1,126.333549",0.1449,1.5179,12.6334,
IDkA - Pré 2A,22/08/2006,"1,127.601583",0.1126,1.6322,12.7602,
IDkA - Pré 2A,23/08/2006,"1,126.439741",-0.1030,1.5274,12.6440,
IDkA - Pré 2A,24/08/2006,"1,126.479209",0.0035,1.5310,12.6479,
IDkA - Pré 2A,25/08/2006,"1,126.714400",0.0209,1.5522,12.6714,
IDkA - Pré 2A,28/08/2006,"1,128.133907",0.1260,1.6801,12.8134,
IDkA - Pré 2A,29/08/2006,"1,129.161858",0.0911,1.7728,12.9162,
IDkA - Pré 2A,30/08/2006,"1,130.203809",0.0923,1.8667,13.0204,
IDkA - Pré 2A,31/08/2006,"1,135.057344",0.4294,2.3042,13.5057,
IDkA - Pré 2A,01/09/2006,"1,137.649087",0.2283,0.2283,13.7649,
IDkA - Pré 2A,04/09/2006,"1,139.849349",0.1934,0.4222,13.9849,
IDkA - Pré 2A,05/09/2006,"1,139.648800",-0.0176,0.4045,13.9649,
IDkA - Pré 2A,06/09/2006,"1,140.170104",0.0457,0.4504,14.0170,
IDkA - Pré 2A,08/09/2006,"1,142.874633",0.2372,0.6887,14.2875,
IDkA - Pré 2A,11/09/2006,"1,142.118787",-0.0661,0.6221,14.2119,
IDkA - Pré 2A,12/09/2006,"1,143.790864",0.1464,0.7694,14.3791,
IDkA - Pré 2A,13/09/2006,"1,145.124683",0.1166,0.8869,14.5125,
IDkA - Pré 2A,14/09/2006,"1,146.095305",0.0848,0.9725,14.6095,
IDkA - Pré 2A,15/09/2006,"1,148.790690",0.2352,1.2099,14.8791,
IDkA - Pré 2A,18/09/2006,"1,150.149259",0.1183,1.3296,15.0149,
IDkA - Pré 2A,19/09/2006,"1,149.205997",-0.0820,1.2465,14.9206,
IDkA - Pré 2A,20/09/2006,"1,148.267615",-0.0817,1.1638,14.8268,
IDkA - Pré 2A,21/09/2006,"1,143.894972",-0.3808,0.7786,14.3895,
IDkA - Pré 2A,22/09/2006,"1,148.913460",0.4387,1.2207,14.8913,
IDkA - Pré 2A,25/09/2006,"1,148.736874",-0.0154,1.2052,14.8737,
IDkA - Pré 2A,26/09/2006,"1,151.514898",0.2418,1.4499,15.1515,
IDkA - Pré 2A,27/09/2006,"1,151.635322",0.0105,1.4605,15.1635,
IDkA - Pré 2A,28/09/2006,"1,151.829485",0.0169,1.4776,15.1829,
IDkA - Pré 2A,29/09/2006,"1,153.539406",0.1485,1.6283,15.3539,
IDkA - Pré 2A,02/10/2006,"1,157.642220",0.3557,0.3557,15.7642,
IDkA - Pré 2A,03/10/2006,"1,157.982836",0.0294,0.3852,15.7983,
IDkA - Pré 2A,04/10/2006,"1,160.345245",0.2040,0.5900,16.0345,
IDkA - Pré 2A,05/10/2006,"1,161.391193",0.0901,0.6807,16.1391,
IDkA - Pré 2A,06/10/2006,"1,162.398488",0.0867,0.7680,16.2398,
IDkA - Pré 2A,09/10/2006,"1,164.410428",0.1731,0.9424,16.4410,
IDkA - Pré 2A,10/10/2006,"1,166.177717",0.1518,1.0956,16.6178,
IDkA - Pré 2A,11/10/2006,"1,166.012146",-0.0142,1.0813,16.6012,
IDkA - Pré 2A,13/10/2006,"1,168.163504",0.1845,1.2678,16.8164,
IDkA - Pré 2A,16/10/2006,"1,168.324642",0.0138,1.2817,16.8325,
IDkA - Pré 2A,17/10/2006,"1,168.316184",-0.0007,1.2810,16.8316,
IDkA - Pré 2A,18/10/2006,"1,168.502215",0.0159,1.2971,16.8502,
IDkA - Pré 2A,19/10/2006,"1,170.025904",0.1304,1.4292,17.0026,
IDkA - Pré 2A,20/10/2006,"1,171.106964",0.0924,1.5229,17.1107,
IDkA - Pré 2A,23/10/2006,"1,171.369618",0.0224,1.5457,17.1370,
IDkA - Pré 2A,24/10/2006,"1,171.155070",-0.0183,1.5271,17.1155,
IDkA - Pré 2A,25/10/2006,"1,173.453843",0.1963,1.7264,17.3454,
IDkA - Pré 2A,26/10/2006,"1,174.970588",0.1293,1.8579,17.4971,
IDkA - Pré 2A,27/10/2006,"1,177.315066",0.1995,2.0611,17.7315,
IDkA - Pré 2A,30/10/2006,"1,177.114042",-0.0171,2.0437,17.7114,
IDkA - Pré 2A,31/10/2006,"1,179.027266",0.1625,2.2095,17.9027,
IDkA - Pré 2A,01/11/2006,"1,182.021116",0.2539,0.2539,18.2021,
IDkA - Pré 2A,03/11/2006,"1,183.807495",0.1511,0.4054,18.3807,
IDkA - Pré 2A,06/11/2006,"1,183.848610",0.0035,0.4089,18.3849,
IDkA - Pré 2A,07/11/2006,"1,184.758175",0.0768,0.4861,18.4758,
IDkA - Pré 2A,08/11/2006,"1,183.655151",-0.0931,0.3925,18.3655,
IDkA - Pré 2A,09/11/2006,"1,183.439739",-0.0182,0.3742,18.3440,
IDkA - Pré 2A,10/11/2006,"1,183.768606",0.0278,0.4021,18.3769,
IDkA - Pré 2A,13/11/2006,"1,184.597073",0.0700,0.4724,18.4597,
IDkA - Pré 2A,14/11/2006,"1,187.155962",0.2160,0.6894,18.7156,
IDkA - Pré 2A,16/11/2006,"1,187.706022",0.0463,0.7361,18.7706,
IDkA - Pré 2A,17/11/2006,"1,185.920337",-0.1503,0.5846,18.5920,
IDkA - Pré 2A,20/11/2006,"1,186.518614",0.0504,0.6354,18.6519,
IDkA - Pré 2A,21/11/2006,"1,188.442734",0.1622,0.7986,18.8443,
IDkA - Pré 2A,22/11/2006,"1,189.633303",0.1002,0.8996,18.9633,
IDkA - Pré 2A,23/11/2006,"1,190.265362",0.0531,0.9532,19.0265,
IDkA - Pré 2A,24/11/2006,"1,191.292725",0.0863,1.0403,19.1293,
IDkA - Pré 2A,27/11/2006,"1,191.069348",-0.0188,1.0214,19.1069,
IDkA - Pré 2A,28/11/2006,"1,192.956538",0.1584,1.1814,19.2957,
IDkA - Pré 2A,29/11/2006,"1,194.302890",0.1129,1.2956,19.4303,
IDkA - Pré 2A,30/11/2006,"1,196.562061",0.1892,1.4872,19.6562,
IDkA - Pré 2A,01/12/2006,"1,197.633355",0.0895,0.0895,19.7633,
IDkA - Pré 2A,04/12/2006,"1,197.821969",0.0157,0.1053,19.7822,
IDkA - Pré 2A,05/12/2006,"1,200.512089",0.2246,0.3301,20.0512,
IDkA - Pré 2A,06/12/2006,"1,201.835977",0.1103,0.4408,20.1836,
IDkA - Pré 2A,07/12/2006,"1,204.229289",0.1991,0.6408,20.4229,
IDkA - Pré 2A,08/12/2006,"1,206.776897",0.2116,0.8537,20.6777,
IDkA - Pré 2A,11/12/2006,"1,208.712579",0.1604,1.0155,20.8713,
IDkA - Pré 2A,12/12/2006,"1,208.231515",-0.0398,0.9752,20.8232,
IDkA - Pré 2A,13/12/2006,"1,209.916058",0.1394,1.1160,20.9916,
IDkA - Pré 2A,14/12/2006,"1,211.087993",0.0969,1.2140,21.1088,
IDkA - Pré 2A,15/12/2006,"1,213.212823",0.1754,1.3916,21.3213,
IDkA - Pré 2A,18/12/2006,"1,214.739820",0.1259,1.5192,21.4740,
IDkA - Pré 2A,19/12/2006,"1,214.457715",-0.0232,1.4956,21.4458,
IDkA - Pré 2A,20/12/2006,"1,215.278645",0.0676,1.5642,21.5279,
IDkA - Pré 2A,21/12/2006,"1,215.284474",0.0005,1.5647,21.5284,
IDkA - Pré 2A,22/12/2006,"1,216.048331",0.0629,1.6285,21.6048,
IDkA - Pré 2A,26/12/2006,"1,217.419087",0.1127,1.7431,21.7419,
IDkA - Pré 2A,27/12/2006,"1,218.798718",0.1133,1.8584,21.8799,
IDkA - Pré 2A,28/12/2006,"1,220.598987",0.1477,2.0088,22.0599,
IDkA - Pré 2A,29/12/2006,"1,221.165206",0.0464,2.0562,22.1165,
IDkA - Pré 2A,02/01/2007,"1,225.073260",0.3200,0.3200,0.3200,22.4446
IDkA - Pré 2A,03/01/2007,"1,225.521580",0.0366,0.3567,0.3567,22.4094
IDkA - Pré 2A,04/01/2007,"1,224.104224",-0.1157,0.2407,0.2407,21.8673
IDkA - Pré 2A,05/01/2007,"1,222.919822",-0.0968,0.1437,0.1437,21.6685
IDkA - Pré 2A,08/01/2007,"1,221.968925",-0.0778,0.0658,0.0658,21.4782
IDkA - Pré 2A,09/01/2007,"1,222.338088",0.0302,0.0960,0.0960,21.3838
IDkA - Pré 2A,10/01/2007,"1,223.699719",0.1114,0.2075,0.2075,21.2988
IDkA - Pré 2A,11/01/2007,"1,224.478875",0.0637,0.2714,0.2714,21.2226
IDkA - Pré 2A,12/01/2007,"1,223.908591",-0.0466,0.2247,0.2247,21.0147
IDkA - Pré 2A,15/01/2007,"1,223.031221",-0.0717,0.1528,0.1528,20.6806
IDkA - Pré 2A,16/01/2007,"1,224.630875",0.1308,0.2838,0.2838,20.4790
IDkA - Pré 2A,17/01/2007,"1,226.067836",0.1173,0.4015,0.4015,20.6057
IDkA - Pré 2A,18/01/2007,"1,228.302943",0.1823,0.5845,0.5845,20.9177
IDkA - Pré 2A,19/01/2007,"1,229.340446",0.0845,0.6695,0.6695,20.7651
IDkA - Pré 2A,22/01/2007,"1,230.616247",0.1038,0.7739,0.7739,20.7949
IDkA - Pré 2A,23/01/2007,"1,230.730601",0.0093,0.7833,0.7833,21.0162
IDkA - Pré 2A,24/01/2007,"1,230.837220",0.0087,0.7920,0.7920,21.0433
IDkA - Pré 2A,25/01/2007,"1,231.423627",0.0476,0.8401,0.8401,21.0148
IDkA - Pré 2A,26/01/2007,"1,230.384137",-0.0844,0.7549,0.7549,20.6554
IDkA - Pré 2A,29/01/2007,"1,231.812809",0.1161,0.8719,0.8719,20.6222
IDkA - Pré 2A,30/01/2007,"1,232.385857",0.0465,0.9188,0.9188,20.6027
IDkA - Pré 2A,31/01/2007,"1,234.516921",0.1729,1.0934,1.0934,20.7823
IDkA - Pré 2A,01/02/2007,"1,235.443646",0.0751,0.0751,1.1692,20.8552
IDkA - Pré 2A,02/02/2007,"1,236.078277",0.0514,0.1265,1.2212,20.7858
IDkA - Pré 2A,05/02/2007,"1,238.111789",0.1645,0.2912,1.3877,20.6374
IDkA - Pré 2A,06/02/2007,"1,239.125866",0.0819,0.3733,1.4708,20.3719
IDkA - Pré 2A,07/02/2007,"1,240.073812",0.0765,0.4501,1.5484,20.4474
IDkA - Pré 2A,08/02/2007,"1,240.871712",0.0643,0.5148,1.6137,20.3859
IDkA - Pré 2A,09/02/2007,"1,242.279472",0.1134,0.6288,1.7290,20.3286
IDkA - Pré 2A,12/02/2007,"1,244.178965",0.1529,0.7827,1.8846,20.2221
IDkA - Pré 2A,13/02/2007,"1,244.930643",0.0604,0.8435,1.9461,19.9712
IDkA - Pré 2A,14/02/2007,"1,247.340705",0.1936,1.0388,2.1435,20.1063
IDkA - Pré 2A,15/02/2007,"1,248.940272",0.1282,1.1683,2.2745,20.2835
IDkA - Pré 2A,16/02/2007,"1,249.245812",0.0245,1.1931,2.2995,19.9368
IDkA - Pré 2A,21/02/2007,"1,252.051669",0.2246,1.4204,2.5293,20.0271
IDkA - Pré 2A,22/02/2007,"1,253.247704",0.0955,1.5173,2.6272,19.8962
IDkA - Pré 2A,23/02/2007,"1,252.250535",-0.0796,1.4365,2.5455,19.7367
IDkA - Pré 2A,26/02/2007,"1,253.913448",0.1328,1.5712,2.6817,19.9229
IDkA - Pré 2A,27/02/2007,"1,250.753157",-0.2520,1.3152,2.4229,19.6206
IDkA - Pré 2A,28/02/2007,"1,251.225010",0.0377,1.3534,2.4616,19.6657
IDkA - Pré 2A,01/03/2007,"1,249.893456",-0.1064,-0.1064,2.3525,19.1629
IDkA - Pré 2A,02/03/2007,"1,249.483853",-0.0328,-0.1392,2.3190,18.9279
IDkA - Pré 2A,05/03/2007,"1,249.483324",0.0000,-0.1392,2.3189,18.8177
IDkA - Pré 2A,06/03/2007,"1,254.319461",0.3871,0.2473,2.7150,19.4050
IDkA - Pré 2A,07/03/2007,"1,256.185130",0.1487,0.3964,2.8677,19.8534
IDkA - Pré 2A,08/03/2007,"1,256.251890",0.0053,0.4018,2.8732,20.1884
IDkA - Pré 2A,09/03/2007,"1,258.020557",0.1408,0.5431,3.0180,20.1201
IDkA - Pré 2A,12/03/2007,"1,259.974203",0.1553,0.6993,3.1780,19.9148
IDkA - Pré 2A,13/03/2007,"1,258.146300",-0.1451,0.5532,3.0283,19.5435
IDkA - Pré 2A,14/03/2007,"1,259.966762",0.1447,0.6987,3.1774,19.5575
IDkA - Pré 2A,15/03/2007,"1,260.615933",0.0515,0.7505,3.2306,19.3465
IDkA - Pré 2A,16/03/2007,"1,260.725614",0.0087,0.7593,3.2396,19.2989
IDkA - Pré 2A,19/03/2007,"1,262.336809",0.1278,0.8881,3.3715,19.4668
IDkA - Pré 2A,20/03/2007,"1,263.105292",0.0609,0.9495,3.4344,19.6840
IDkA - Pré 2A,21/03/2007,"1,266.131639",0.2396,1.1914,3.6823,20.3038
IDkA - Pré 2A,22/03/2007,"1,267.300126",0.0923,1.2848,3.7779,20.1405
IDkA - Pré 2A,23/03/2007,"1,267.148518",-0.0120,1.2726,3.7655,20.2369
IDkA - Pré 2A,26/03/2007,"1,267.987449",0.0662,1.3397,3.8342,20.3944
IDkA - Pré 2A,27/03/2007,"1,268.411818",0.0335,1.3736,3.8690,20.7579
IDkA - Pré 2A,28/03/2007,"1,268.320203",-0.0072,1.3663,3.8615,20.7907
IDkA - Pré 2A,29/03/2007,"1,269.546141",0.0967,1.4643,3.9619,20.5784
IDkA - Pré 2A,30/03/2007,"1,271.580530",0.1602,1.6268,4.1285,20.4508
IDkA - Pré 2A,02/04/2007,"1,272.892345",0.1032,0.1032,4.2359,20.3790
IDkA - Pré 2A,03/04/2007,"1,273.978735",0.0853,0.1886,4.3248,20.2452
